word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
i'd		0.0	1.0	0.0	0.0	0.0	0.0	0.0
like		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	0.0	0.0	0.0	0.0
talk		0.0	1.0	0.0	13.6129	1.2533	7.6213	19.335
today		0.43	1.2318	0.0	12.4649	3.2857	7.9373	23.9811
about		0.27	0.7735	0.0	11.5299	1.7301	4.3343	22.6574
the		0.15	0.7162	0.0	11.0836	1.8161	-1.5848	32.9118
two		0.6	2.8647	0.0	4.9001	7.844	3.1799	36.7459
biggest		0.32	0.6546	1.86	1.0474	7.7331	4.2606	29.253
social		0.39	0.931	0.0	-1.2885	7.0092	1.9954	25.8978
trends		0.62	1.4796	0.0	-12.4496	11.2411	-0.0647	31.5365
in		0.4	2.8647	0.0	-4.2481	5.1922	0.7104	32.8011
the		0.09	0.4297	0.46	-1.2059	0.9167	2.4771	30.1711
coming		0.3	0.7162	0.0	-1.6222	7.1414	2.404	38.255
century		0.5	1.0227	0.0	-12.6208	9.9113	2.3992	31.9025
and	,	0.31	1.4796	0.0	-4.2398	6.0139	1.4534	29.4618
perhaps		0.36	0.7362	0.0	-0.4907	3.1744	-4.7449	37.047
in		0.09	0.6446	0.0	-0.9674	2.0453	-0.3753	9.032
the		0.08	0.3824	0.0	-2.0676	0.6837	1.8517	3.1035
next		0.29	1.0384	0.0	-2.8909	4.093	-5.9597	29.9168
ten		0.18	0.8594	0.0	-1.4291	5.1202	0.7911	32.6427
thousand		0.41	0.7334	0.0	-3.658	4.6471	0.4441	30.0724
years		0.45	1.2891	0.0	-5.3547	2.4948	-1.1869	17.5281
but	.	0.22	1.0499	1.0	-0.3397	3.4876	1.3955	30.4999
i		0.05	0.7162	0.0	0.8586	0.6044	15.8091	4.1355
want		0.13	0.4655	0.0	1.636	1.8539	10.1493	14.0175
to		0.06	0.4297	0.0	1.0991	0.633	7.6933	7.7778
start		0.67	1.9193	0.0	2.635	5.6729	0.0462	34.1605
with		0.9	3.2228	0.0	-0.8759	4.0098	-0.7606	39.4275
my		0.28	2.0053	0.0	-1.4607	2.3207	5.4667	37.6299
work		0.38	1.3607	0.0	-2.525	2.5533	0.9861	26.9137
on		0.24	1.7188	0.0	-3.1743	2.1607	5.0096	31.2663
romantic		0.47	0.8408	0.0	-4.3633	3.1429	3.3088	30.9018
love		0.35	1.2533	0.0	-6.1394	2.1548	2.4876	27.3685
because	,	0.25	0.5113	0.0	-3.6852	5.0471	-5.0951	27.7036
that's		0.2	0.5729	0.0	-3.3713	3.2324	1.0329	30.3581
my		0.12	0.8594	0.0	-3.4238	1.9293	1.3113	23.6114
most		0.24	0.8594	0.0	-4.1512	3.5199	-0.7178	21.5834
recent		0.3	0.7162	0.0	-3.0572	3.6421	-3.8818	24.2261
work		0.21	0.752	0.0	-6.0031	2.5338	1.5326	19.8471
what	.	0.15	0.5371	0.72	1.1475	1.1337	13.9064	10.9714
i		0.04	0.5729	0.0	1.2842	1.0719	15.3041	2.9707
and		0.14	0.6689	0.0	1.8622	1.0979	11.0141	5.2919
my		0.12	0.8594	0.0	-0.0729	2.0253	10.2345	6.1481
colleagues		0.52	0.7448	0.0	-1.5218	3.4554	0.5592	32.7207
did		0.44	2.1012	0.0	-2.1845	5.9124	-1.3773	33.8203
was		0.43	2.0525	0.0	-2.6947	2.638	-2.4218	34.6868
put		0.83	3.9633	0.0	-3.0714	6.5446	-4.04	35.0104
thirty		0.31	0.7405	0.0	-8.751	6.1539	4.0967	32.3447
two		0.15	0.7162	0.0	-10.1826	3.9855	1.9214	26.321
people		0.27	0.6446	0.0	-11.1874	2.6159	-2.7742	32.9456
who	,	0.12	0.5729	0.0	-13.3292	3.4694	4.8112	7.8473
were		0.14	0.5013	0.0	-13.5614	2.6692	9.0902	17.5654
madly		0.34	0.974	0.0	-14.1692	2.4938	8.364	13.3602
in		0.11	0.7878	0.0	-14.7326	1.3543	7.3538	5.6361
love		0.33	1.1817	0.0	-16.0401	1.2306	8.1615	16.0111
into	,	0.25	0.8952	0.0	-2.9978	2.1839	3.851	22.8325
a		0.09	1.2891	0.0	-3.9461	1.934	9.0977	11.759
functional		0.44	0.6302	0.0	-3.011	3.4597	-0.1329	26.5634
m		0.0	1.0	0.0	0.0	0.0	0.0	0.0
r		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i		0.0	1.0	0.0	-3.7803	4.9417	10.0277	11.1274
brain		0.29	0.8308	0.0	-4.0406	4.5051	2.1051	23.9134
scanner		0.51	1.0442	0.0	-4.131	5.7593	2.4562	30.9318
seventeen	.	0.61	0.9711	0.95	5.7216	8.5105	7.7548	24.8145
who		0.15	0.7162	0.0	3.3789	5.1515	14.314	5.5602
were		0.14	0.5013	0.0	0.8444	1.0821	9.5372	13.6576
madly		0.32	0.9167	0.0	0.3809	1.7749	12.7208	12.3908
in		0.07	0.5013	0.0	-0.5052	0.9313	14.021	4.8305
love		0.26	0.931	0.0	-0.7688	1.8248	11.9072	15.2989
and		0.1	0.477	0.0	-0.5907	1.0183	5.8249	11.2379
their		0.1	0.2865	0.0	-0.8932	0.4898	12.28	12.5151
love		0.15	0.5371	0.0	-1.8329	3.2096	9.3452	23.2879
was		0.12	0.5729	0.0	-2.8136	2.4033	-0.4811	12.9933
accepted		0.75	1.3435	0.0	-8.321	11.0676	1.5494	34.2855
and	;	0.38	1.8148	0.0	10.5523	5.7374	6.3229	35.9555
fifteen		0.41	0.8394	0.0	1.9203	8.1003	2.0575	33.2442
who		0.14	0.6689	0.0	0.0808	4.0929	11.4762	8.7346
were		0.22	0.7878	0.0	-1.717	1.9625	9.6722	15.2194
madly		0.27	0.7735	0.0	-2.3536	3.6149	8.1091	20.8222
in		0.08	0.5729	0.0	-2.905	1.1419	7.7421	8.6877
love		0.23	0.8236	0.0	-3.5486	2.2646	10.3087	17.0444
and		0.12	0.5729	0.0	-3.2931	1.1736	5.873	10.3045
they		0.11	0.3939	0.0	-3.4238	0.7658	9.2942	10.1678
had		0.1	0.477	0.0	-4.1098	1.6835	5.1299	20.382
just		0.24	0.8594	0.0	-3.7089	1.971	-7.0516	31.6035
been		0.23	0.8236	0.0	-4.8423	2.3428	-5.3499	28.0599
dumped		0.37	0.8838	0.0	-4.5971	6.6915	-5.9644	39.4032
and	.	0.4	1.9093	0.81	13.2023	2.9617	9.2298	34.1602
so		0.24	1.7188	0.0	13.5976	1.6022	5.2669	25.9614
i		0.12	1.7188	0.0	13.3933	0.7243	14.7231	4.4221
want		0.14	0.5013	0.0	13.4548	1.0333	9.8582	9.9052
to		0.07	0.5013	0.0	13.0593	0.9577	6.3871	19.6369
tell		0.15	0.5371	0.0	8.6345	6.1265	3.5478	36.1025
you		0.09	0.4297	0.0	6.2561	1.3629	11.6231	9.3501
about		0.33	0.9453	0.0	2.5073	6.5379	7.5669	33.0752
that		0.29	1.0384	0.0	-0.3865	2.6783	2.4962	30.1587
first		0.65	1.862	0.0	-1.0036	5.0341	0.1384	30.1915
and	,	0.48	2.2917	0.0	-2.6051	2.6851	3.1116	33.8382
then		0.23	0.8236	0.0	-0.9022	2.4397	7.9574	28.0425
go		0.16	1.1459	0.0	-2.1086	2.4517	7.2529	16.8728
on		0.23	1.6472	0.0	-2.139	1.0925	9.3988	11.2218
into		0.36	1.2891	0.0	-3.1945	3.5678	-1.5036	30.1966
where		0.22	0.6302	0.0	-3.1474	3.0962	8.482	22.824
i		0.07	1.0026	0.0	-3.0545	0.6972	9.0788	4.4326
think		0.23	0.6589	0.0	-3.5094	3.8145	-6.0442	34.4758
love		0.2	0.7162	0.0	-3.6558	4.1752	3.0288	36.7548
is		0.1	0.7162	0.0	-5.5869	1.9563	-4.6303	12.5744
going		0.36	1.0313	0.0	-5.3548	3.6721	0.9209	24.3545
what	.	0.14	0.5013	3.37	4.6155	1.8004	0.1052	37.8612
tis		0.31	1.4796	0.0	5.4624	6.4586	2.1928	39.3307
to		0.17	1.2175	0.0	5.4019	4.1164	2.9396	33.4938
love		0.35	1.2533	0.0	-2.7652	8.9649	6.7916	27.6008
shakespeare	?	0.49	0.6374	0.89	-4.158	4.8443	-6.0355	33.7299
said		0.32	1.1459	0.0	-4.2534	2.3566	-1.3203	25.9564
i	.	0.07	1.0026	1.32	3.072	1.5738	12.9103	9.9773
think		0.18	0.5156	0.0	5.8754	5.3792	1.2711	25.7538
our		0.17	0.8121	0.0	4.3544	3.1685	12.196	11.5922
ancestors		0.76	1.2089	0.0	1.244	3.8417	-0.0048	32.7557
i		0.04	0.5729	0.91	13.718	0.3727	8.6327	0.9005
think		0.14	0.4011	0.0	11.672	4.9739	-0.5559	22.5143
human		0.25	0.7162	0.0	2.7839	10.4366	4.7496	20.5848
beings		0.51	1.2175	0.0	-0.2218	7.8796	3.7985	25.7405
have		0.21	0.752	0.0	-1.7614	4.6923	-3.3718	18.1572
been		0.18	0.6446	0.0	-2.3137	1.714	0.4972	20.1298
wondering		0.29	0.4612	0.33	2.6917	4.999	9.0748	14.4365
about		0.27	0.7735	0.0	-0.7097	4.3482	2.5709	31.1939
this		0.15	0.5371	0.0	-2.1299	4.0102	-3.2374	28.9332
question		0.48	0.8594	0.0	-2.4859	6.0174	-3.6994	36.7619
since		0.36	1.0313	0.0	10.2021	1.7466	-8.5558	22.4815
they		0.32	1.1459	0.0	9.3404	3.5407	2.5481	32.8271
sat		0.23	1.0986	0.35	4.0294	3.0367	2.1154	30.149
around		0.23	0.5486	0.0	0.8304	4.042	9.1468	20.3828
their		0.12	0.3438	0.0	-1.0389	2.4193	7.0064	18.0641
campfires		0.9	1.4323	0.0	-1.9498	5.7088	2.3954	31.2509
or		0.35	2.5066	0.0	-4.2001	3.7143	4.2348	29.7161
lay		0.17	0.8121	0.0	-1.9865	4.8455	9.0075	16.1593
and		0.1	0.477	0.0	-1.7884	1.4229	7.2366	8.5875
watched		0.34	0.6961	0.0	-3.0521	2.2006	-2.4924	35.2546
the		0.08	0.3824	0.0	-3.0916	2.9118	-5.9646	19.1312
stars		0.55	1.5756	0.0	-3.7694	3.7629	-0.1775	37.5004
a		0.12	1.7188	0.0	-1.8549	2.3346	-4.2612	25.5289
million		0.33	0.6746	0.0	-3.8271	1.7536	5.0624	14.3671
years		0.19	0.5443	0.0	-5.6268	2.1297	-2.5325	24.9429
ago		0.35	1.6715	0.0	-6.0259	3.911	-1.0065	30.3749
i	.	0.09	1.2891	2.36	2.0549	2.2724	13.7692	5.6102
started		0.34	0.6961	0.0	4.9722	4.5259	6.1023	29.1361
out		0.17	0.8121	0.0	1.6368	2.0544	5.0689	31.5179
by		0.14	1.0026	0.0	0.4525	1.8778	3.6219	30.3128
trying		0.22	0.5257	0.0	1.2884	3.6809	4.0888	28.1705
to		0.08	0.5729	0.0	-0.2458	2.0396	4.3727	18.92
figure		0.25	0.5973	0.0	1.1778	3.1689	6.5486	27.1215
out		0.1	0.477	0.0	-1.0083	2.707	10.4769	19.4203
what		0.13	0.4655	0.0	0.8269	4.5454	0.5247	20.4057
romantic		0.43	0.7692	0.0	-1.512	2.6619	1.5938	34.1293
love		0.24	0.8594	0.0	-2.6871	3.8944	3.6503	28.4684
was		1.06	5.0605	0.0	-2.493	6.8502	-0.6024	36.0979
by		0.15	1.0743	0.0	-0.5148	2.0827	4.2984	40.511
looking		0.33	0.6746	0.0	2.1522	4.8715	1.4323	32.1193
at		0.1	0.7162	0.0	-0.0794	1.2116	-3.3553	26.2609
the		0.08	0.3824	0.0	-0.3756	1.5541	0.052	30.1607
last		0.33	1.1817	0.0	-2.0351	2.3326	4.2211	27.0613
forty		0.23	0.6589	0.0	-1.077	2.555	2.0424	27.6108
five		0.28	1.0026	0.0	-2.6921	1.443	-0.0383	30.71
years		0.47	1.3464	0.0	-1.1801	5.8294	-0.1676	35.5639
of		0.36	2.5782	0.0	-3.2585	5.2678	2.1832	35.5224
the		0.11	0.5257	1.99	-1.006	4.725	3.5105	27.0029
psychological		0.61	0.6718	0.0	-2.8724	6.5323	-0.0231	35.9179
research		0.45	0.8064	0.0	-4.4983	3.1144	0.5225	24.2777
and		0.19	0.9067	0.0	3.81	2.6779	4.8291	21.9129
as		0.1	0.7162	0.0	5.8775	3.8939	-0.0861	21.7862
it		0.11	0.7878	0.0	1.1165	3.3814	-1.4838	36.7609
turns		0.3	0.8594	0.0	-7.3052	13.3568	1.6471	27.0183
out		0.3	1.4323	0.0	-15.7354	2.1674	7.5459	31.4559
there's	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
a		0.0	1.0	0.0	0.0	0.0	4.4261	28.1495
very		0.44	1.5756	0.0	13.5198	1.3369	3.1501	26.0678
specific		0.0	1.0	0.0	0.0	0.0	0.0	0.0
group		0.0	1.0	0.0	2.5106	2.7906	-2.1258	30.7982
of		0.1	0.7162	0.0	0.8453	3.4457	-2.7416	17.8748
things		0.22	0.5257	0.0	1.3728	6.1421	-1.4021	28.9657
that		0.11	0.3939	0.0	-0.6868	2.3792	1.6605	22.5675
happen		0.33	0.7878	0.0	-0.9192	5.7042	0.3034	35.055
