word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
as		0.0	1.0	0.0	0.0	0.0	0.0	0.0
you		0.0	1.0	0.0	0.0	0.0	0.0	0.0
pointed		0.0	1.0	0.0	1.4356	1.2562	2.2997	5.4513
out		0.13	0.698	0.0	-0.3082	2.5447	4.1079	4.4646
every	,	0.14	0.4514	0.0	1.9061	4.2299	3.875	3.1218
time		0.23	0.9269	0.0	1.5792	3.296	-1.2439	9.6217
you		0.08	0.4304	0.0	-1.0609	1.9747	-0.998	4.8006
come		0.21	0.8463	0.0	-0.0943	2.4259	-5.0602	13.0924
here		0.12	0.4836	0.0	-0.8091	1.2262	-3.6079	4.954
you	,	0.16	0.8592	0.0	-1.8346	1.149	-1.8187	6.1076
learn		0.23	0.7416	0.0	0.269	4.0077	1.1077	8.8492
something		0.49	0.877	0.0	-1.2306	3.6427	-3.666	18.9674
this	.	0.22	0.8866	1.05	0.2938	0.8165	-5.4801	8.5255
morning		0.61	1.4041	0.0	1.5989	4.6518	-0.2216	21.1201
the	,	0.13	0.698	0.0	0.1675	0.9554	-5.6304	19.6324
world's		0.35	0.9398	0.0	1.3961	4.3045	2.5732	13.099
experts		0.59	1.359	0.0	0.4309	4.2182	-1.736	24.2923
from		0.2	0.806	0.0	-2.3636	1.6229	-1.3173	5.6977
i		0.08	1.2897	0.0	-2.6157	0.9999	-2.1673	2.098
guess		0.18	0.5803	0.0	-1.899	1.9729	-4.1601	11.6608
three		0.19	0.6126	0.0	-0.5817	1.3549	-3.1826	15.4902
or		0.06	0.4836	0.0	-1.2339	0.487	-1.4267	12.9334
four		0.18	0.7254	0.0	-0.8232	1.7642	-2.2704	18.929
different		0.33	0.5916	0.0	-1.3813	4.6729	-3.7009	15.807
companies		0.59	1.0575	0.0	-2.0545	2.8534	-5.3513	23.4506
on		0.17	1.3703	0.44	-0.9615	1.0999	-0.9005	12.2882
building		0.36	0.7254	0.0	-0.8603	4.7758	1.5719	13.0091
seats		0.39	1.2574	0.0	-7.9349	7.4316	-1.6081	17.2023
i	,	0.1	1.6121	1.26	-0.9045	0.7862	2.7994	3.9743
think		0.24	0.7738	0.0	2.2128	3.5438	-0.7634	20.4007
concluded		0.6	1.0753	0.0	-1.3926	7.2746	-3.2987	16.4793
that		0.32	1.2897	0.0	-2.3881	1.3048	-5.7787	19.9457
ultimately		0.76	1.2252	0.0	-1.8403	2.1772	-4.6587	23.4435
the	,	0.08	0.4304	0.58	-2.0049	1.2866	-3.0355	5.8216
solution		0.38	0.7657	0.0	-1.3865	2.7515	-1.5134	15.2061
is		0.1	0.806	0.0	-1.7356	1.3131	-6.4463	13.6529
people	,	0.28	0.7528	0.0	0.0614	2.1095	-3.1421	16.3932
shouldn't		0.3	0.6045	0.0	-0.6599	3.5044	-1.3651	12.9271
sit		0.19	1.0204	0.0	-1.2625	0.4954	-5.246	11.0201
down		0.0	1.0	0.0	0.0	0.0	0.0	0.0
i	.	0.0	1.0	0.0	4.7346	3.1012	7.5552	7.726
could		0.12	0.3869	0.0	8.6284	2.9737	0.896	16.1353
have		0.1	0.403	0.0	6.3722	1.6306	2.6487	10.1776
told		0.21	0.8463	0.0	5.3721	4.7552	5.3043	14.9808
them		0.12	0.4836	0.0	0.5526	3.3214	4.1659	6.0005
that		0.11	0.4433	0.0	-2.5982	2.3896	1.0985	2.2275
yesterday	.	0.83	1.4863	3.65	-8.6445	7.0819	3.2642	18.8926
the	,	0.16	0.8592	0.0	-10.542	1.6784	1.1474	10.7763
automotive		0.52	0.8383	0.0	-7.7384	8.1233	5.7542	12.579
guys		0.26	1.0478	0.0	-1.2533	3.0441	1.839	15.3991
gave		0.24	0.9672	1.22	-0.4906	2.1826	0.2162	7.1132
us		0.23	1.8539	0.0	-1.249	2.2005	-5.6256	19.1433
some		0.28	1.1285	0.0	-0.1552	1.5191	-3.279	22.0922
new		0.15	0.806	0.0	-0.6532	0.6035	4.1253	3.8335
insights		0.66	1.33	0.0	-1.9187	3.2099	-0.4994	17.1843
they	.	0.14	0.5642	1.09	-0.4516	0.4824	2.9007	8.4052
pointed		0.35	0.806	0.0	0.8971	2.9555	0.8761	21.6799
out		0.22	1.1817	0.0	-0.2838	0.7662	2.515	14.5048
that		0.16	0.6448	0.0	-0.9829	1.8731	1.206	10.6778
i	,	0.08	1.2897	0.0	-1.9145	0.327	1.0856	1.7176
believe		0.37	0.8528	0.0	-0.7236	5.6625	-1.3613	11.0659
it		0.13	1.0478	0.0	-0.3085	0.9771	-5.1636	9.0605
was		0.21	1.1285	0.0	-1.666	1.9508	-5.2143	13.8703
between		0.53	1.2203	0.0	-0.5991	2.804	-8.2075	21.6988
