word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
hello		1.1374	2.6443	18.0125	0.0	0.0	0.0	0.0
voicemail		0.7184	0.9275	0.0	0.0	0.0	0.0	0.0
my	,	0.2594	1.5075	0.0	0.0	0.0	0.0	0.0
old		0.2694	1.0438	0.0	0.0	0.0	0.0	0.0
friend		2.3048	4.4645	0.0898	0.0	0.0	0.0	0.0
i've	.	0.2594	1.0054	0.0	0.0	0.0	0.0	0.0
called		0.2893	0.5602	0.0	0.0	0.0	0.0	0.0
for		0.1995	0.773	0.0	0.0	0.0	0.0	0.0
tech		0.2295	0.6672	0.0	0.0	0.0	0.0	0.0
support		0.6785	1.1263	0.0	0.0	0.0	0.0	0.0
again		1.2073	2.807	0.0	0.0	0.0	0.0	0.0
i	.	1.4766	17.163	0.0	0.0	0.0	0.0	0.0
ignored		0.4989	0.8287	0.0	0.0	0.0	0.0	0.0
my		0.1596	0.9275	0.0	0.0	0.0	0.0	0.0
boss		0.459	1.3344	0.0	0.0	0.0	0.0	0.0
warning		2.0753	3.4463	0.02	0.0	0.0	0.0	0.0
i	.	0.2195	2.5513	0.0	0.0	0.0	0.0	0.0
called		0.2195	0.4254	0.0	0.0	0.0	0.0	0.0
on		0.2494	1.4494	0.0	0.0	0.0	0.0	0.0
a		0.0698	0.8113	0.0	0.0	0.0	0.0	0.0
monday		0.5488	1.0635	0.0	0.0	0.0	0.0	0.0
morning		1.8658	3.0976	0.0	0.0	0.0	0.0	0.0
now	.	0.6086	2.3584	0.0	0.0	0.0	0.0	0.0
it's		0.1596	0.6184	0.0	0.0	0.0	0.0	0.0
evening		0.459	0.7625	0.02	0.0	0.0	0.0	0.0
and	,	0.1397	0.5416	0.0	0.0	0.0	0.0	0.0
my		0.1896	1.1019	0.0	0.0	0.0	0.0	0.0
dinner		0.3293	0.6381	0.0	0.0	0.0	0.0	0.0
first		0.2195	0.5103	0.0	0.0	0.0	0.0	0.0
grew		1.1574	3.3626	0.0	0.0	0.0	0.0	0.0
cold		0.6785	1.9713	0.0	0.0	0.0	0.0	0.0
and		0.449	1.74	0.0	0.0	0.0	0.0	0.0
then		0.3193	0.9275	0.0	0.0	0.0	0.0	0.0
grew		0.1596	0.4638	0.0	0.0	0.0	0.0	0.0
mold		1.0376	3.0151	0.0	0.0	0.0	0.0	0.0
i'm	.	0.5687	3.3045	0.0	0.0	0.0	0.0	0.0
still		0.5288	1.2297	0.0	0.0	0.0	0.0	0.0
on		0.2893	1.6819	0.0	0.0	0.0	0.0	0.0
hold		0.7283	2.1166	0.0	0.0	0.0	0.0	0.0
i'm	.	0.858	4.9864	0.0	0.0	0.0	0.0	0.0
listening		1.5864	2.0492	0.0	0.0	0.0	0.0	0.0
to		0.2095	1.217	0.0	0.0	0.0	0.0	0.0
the		0.5088	1.9713	0.0	0.0	0.0	0.0	0.0
sounds		0.868	1.6819	0.0	0.0	0.0	0.0	0.0
of		0.1995	1.16	0.0	0.0	0.0	0.0	0.0
silence		2.1052	3.4951	0.0	0.0	0.0	0.0	0.0
i	.	0.1397	1.6238	0.0	0.0	0.0	0.0	0.0
don't		0.2694	0.7822	0.0	0.0	0.0	0.0	0.0
think		0.2095	0.487	0.0	0.0	0.0	0.0	0.0
you		0.1397	0.5416	0.0	0.0	0.0	0.0	0.0
understand		2.4345	2.8291	0.0	0.0	0.0	0.0	0.0
i	.	0.1397	1.6238	0.0	0.0	0.0	0.0	0.0
think		0.1896	0.4405	0.0599	0.0	0.0	0.0	0.0
your		0.2195	0.6381	0.0	0.0	0.0	0.0	0.0
phone		0.2494	0.58	0.0	0.0	0.0	0.0	0.0
lines		0.3093	0.7195	0.0	0.0	0.0	0.0	0.0
are		0.5388	2.0875	0.0	0.0	0.0	0.0	0.0
unmanned		2.0454	2.9721	0.0	0.0	0.0	0.0	0.0
i	.	0.1596	1.8551	0.0	0.0	0.0	0.0	0.0
punched		0.2893	0.48	0.0	0.0	0.0	0.0	0.0
every		0.2694	0.6265	0.0	0.0	0.0	0.0	0.0
touch		0.2494	0.58	0.0	0.0	0.0	0.0	0.0
tone		0.2694	0.7822	0.0	0.0	0.0	0.0	0.0
i		0.3193	3.7113	0.0	0.0	0.0	0.0	0.0
was		0.3791	1.4692	0.0	0.0	0.0	0.0	0.0
told		1.3569	3.9426	0.0	0.0	0.0	0.0	0.0
but	,	0.1596	0.6184	0.0	0.0	0.0	0.0	0.0
i		0.2195	2.5513	0.0	0.0	0.0	0.0	0.0
still		0.2893	0.673	0.0	0.0	0.0	0.0	0.0
spent		0.2893	0.673	0.0	0.0	0.0	0.0	0.0
eighteen		0.4789	0.6962	0.0	0.0	0.0	0.0	0.0
hours		0.3991	0.9275	0.0	0.0	0.0	0.0	0.0
on		0.1995	1.16	0.0	0.0	0.0	0.0	0.0
hold		0.6785	1.9713	0.0	0.0	0.0	0.0	0.0
it's	.	0.1197	0.4638	0.0	0.0	0.0	0.0	0.0
not		0.9977	3.8659	0.0	0.0	0.0	0.0	0.0
enough		0.3492	0.6765	0.0	0.0	0.0	0.0	0.0
your		0.1397	0.4057	0.0	0.0	0.0	0.0	0.0
software		0.5687	0.8264	0.0	0.0	0.0	0.0	0.0
crashed		0.419	0.6962	0.0	0.0	0.0	0.0	0.0
my		0.1896	1.1019	0.0	0.0	0.0	0.0	0.0
mac		0.439	1.7005	0.0	0.0	0.0	0.0	0.0
and		0.6385	2.4734	0.0	0.0	0.0	0.0	0.0
it		0.1497	0.8694	0.0	0.0	0.0	0.0	0.0
constantly		0.868	1.0089	0.0	0.0	0.0	0.0	0.0
hangs		0.6585	1.5308	0.0	0.0	0.0	0.0	0.0
and		0.2295	0.8892	0.0	0.0	0.0	0.0	0.0
bombs		1.3569	3.1546	0.0	0.0	0.0	0.0	0.0
it		0.0798	0.4638	0.0	0.0	0.0	0.0	0.0
erased		0.5088	0.9857	0.0	0.0	0.0	0.0	0.0
my		0.2395	1.3913	0.0	0.0	0.0	0.0	0.0
r		0.2295	2.6676	0.2794	0.0	0.0	0.0	0.0
o		1.0975	12.7566	0.0	0.0	0.0	0.0	0.0
m.s		0.0599	0.3487	0.0	0.0	0.0	0.0	0.0
now	!	0.2494	0.9659	0.0	0.0	0.0	0.0	0.0
the		0.0898	0.3475	0.0	0.0	0.0	0.0	0.0
mac		0.3193	1.2367	0.0	0.0	0.0	0.0	0.0
makes		0.8181	1.9016	0.0	0.0	0.0	0.0	0.0
the		0.2295	0.8892	0.0	0.0	0.0	0.0	0.0
sounds		1.3769	2.6676	0.0	0.0	0.0	0.0	0.0
of		0.1896	1.1019	0.0	0.0	0.0	0.0	0.0
silence		2.0753	3.4463	0.0	0.0	0.0	0.0	0.0
in	.	0.1197	0.6962	0.0	0.0	0.0	0.0	0.0
my		0.1995	1.16	0.0	0.0	0.0	0.0	0.0
dreams		1.0077	1.9527	0.0	0.0	0.0	0.0	0.0
i		0.429	4.9864	0.0	0.0	0.0	0.0	0.0
fantasize		1.5565	2.0097	0.0	0.0	0.0	0.0	0.0
of		0.0698	0.4057	0.0	0.0	0.0	0.0	0.0
wreaking		0.3492	0.5079	0.0	0.0	0.0	0.0	0.0
vengeance		0.6286	0.8113	0.0	0.0	0.0	0.0	0.0
on		0.1596	0.9275	0.0	0.0	0.0	0.0	0.0
you		0.1896	0.7346	0.0	0.0	0.0	0.0	0.0
guys		0.4789	1.3913	0.0	0.0	0.0	0.0	0.0
say	.	0.2694	1.0438	0.0	0.0	0.0	0.0	0.0
your		0.0998	0.2894	0.0	0.0	0.0	0.0	0.0
motorcycle		2.5043	2.9105	0.0	0.0	0.0	0.0	0.0
