word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
thank		0.0	1.0	0.0	0.0	0.0	0.0	0.0
you		0.0	1.0	0.0	0.0	0.0	0.0	0.0
so		0.0	1.0	0.0	0.0	0.0	5.3255	3.2363
much		0.26	0.8917	0.0	-2.0122	2.4837	2.6778	11.4081
chris	,	0.4	1.0975	0.0	-3.6721	3.1569	3.2845	11.2654
and	.	0.14	0.6407	0.0	6.2371	0.8977	4.099	1.8172
it's		0.41	1.8754	0.0	5.8395	2.3367	3.6738	7.8872
truly		0.21	0.5762	0.0	5.0625	0.0854	7.4429	2.6575
a		0.07	0.9603	0.0	5.1189	0.0224	6.8102	2.7607
great		0.29	0.7957	1.39	-4.7463	2.7492	2.8292	17.4724
honor		0.3	0.8231	0.0	-4.4157	4.2162	5.8858	7.7184
to		0.12	0.8231	0.0	-6.7316	0.8368	2.2753	6.3398
have		0.22	0.7545	0.0	-4.5577	3.3398	2.4711	13.0221
the		0.15	0.6859	0.0	-7.3705	2.0202	3.7347	9.9116
opportunity		0.64	0.7984	0.0	-5.4076	4.9041	0.3039	20.6658
to		0.1	0.6859	0.0	-8.5776	0.5174	-0.2789	10.0223
come		0.23	0.7888	0.0	-5.1785	5.7009	-2.795	22.1752
to		0.07	0.4802	0.0	-5.8605	1.3997	1.6158	2.9441
this		0.14	0.4802	0.0	-7.2279	1.0763	0.2694	13.4182
stage		0.4	1.0975	0.0	-6.4302	2.3988	-4.2356	26.4541
twice		0.47	1.2896	0.0	-5.6001	3.998	-4.0377	28.6098
i'm	.	0.15	1.0289	0.0	-8.9858	2.3142	1.2543	6.7727
extremely		0.51	0.7779	0.34	-13.3566	11.2819	-1.2683	23.4281
grateful		0.51	0.8753	0.0	-18.8675	2.3521	-0.8531	20.1365
i	.	0.22	3.0181	0.38	-4.9016	8.0261	6.5875	11.5054
have		0.21	0.7202	0.0	-2.3224	4.3315	2.2944	15.4677
been		0.2	0.6859	0.0	-3.6534	2.3624	4.2611	12.6345
blown		0.49	1.3444	0.0	-4.6856	7.0329	4.7219	10.2332
away		0.38	1.3033	0.0	-4.1091	4.1798	5.7616	5.2295
by		0.27	1.852	0.0	-6.4438	1.8371	3.1923	12.4968
this		0.35	1.2004	0.0	-6.2043	3.8995	-4.1627	20.1595
