word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
it		0.12	0.8104	15.41	12.2736	3.1727	13.9708	10.374
is		0.41	2.769	0.0	10.3282	4.7832	6.9762	17.942
a		0.21	2.8365	0.0	8.2163	2.6198	8.4478	17.8672
thrill		0.43	0.9685	0.0	8.8567	8.7858	10.7479	18.8821
to		0.1	0.6754	0.88	-1.6373	6.1488	6.4649	23.5504
be		0.15	1.0131	0.0	-4.7173	2.5444	9.4115	19.4884
here		0.47	1.5871	0.0	-7.4155	5.3021	2.0173	35.7159
at		0.44	2.9716	0.0	-7.0072	4.7533	2.5959	37.7513
a		0.07	0.9455	0.0	-6.0928	1.0255	5.5254	20.5479
conference		0.61	0.8239	0.0	-4.5642	4.0181	0.5238	28.4389
that's		0.28	0.7564	0.0	7.4673	4.5915	-2.349	31.1007
devoted		0.71	1.3696	0.0	9.6664	11.3778	8.6204	36.34
to		0.16	1.0806	0.0	-0.9847	6.594	4.4805	33.2714
inspired		0.56	0.9455	0.0	-6.2674	6.1421	7.9228	33.6018
by		0.14	0.9455	0.0	-7.8221	3.2573	5.9018	28.4066
nature		0.38	0.855	0.0	-6.3579	2.8645	4.0463	24.1276
you		0.11	0.4957	0.0	-7.0709	1.5748	8.9434	6.4258
can		0.15	0.6754	0.0	-4.0798	3.8234	-2.5376	22.5706
imagine		1.18	2.2773	0.0	-8.7611	7.8928	0.8763	44.9304
and	.	0.21	0.9455	0.0	-0.3759	2.2263	5.0565	23.1319
i'm		0.21	1.4183	0.8	3.7009	1.6963	12.9669	12.6093
also		0.28	0.9455	0.0	9.4758	8.7446	8.4687	21.3742
thrilled		0.53	0.8955	0.0	1.0598	8.9242	8.6844	26.6269
to		0.68	4.5925	0.33	0.7195	7.6192	6.9014	34.7588
be		0.0	1.0	0.0	0.0	0.0	0.0	0.0
in		0.0	1.0	0.0	-11.358	3.0333	11.3071	22.5989
the		0.07	0.3147	0.0	-13.7558	3.643	9.4544	11.701
foreplay		0.43	0.7253	0.0	-10.1385	10.5923	1.393	36.3215
section		0.4	0.7713	0.0	0.0	0.0	-4.1374	31.6932
did	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
you		0.0	1.0	0.0	-3.1695	1.6334	5.6141	11.2902
notice		0.32	0.7199	0.0	-1.1025	3.0734	7.5116	19.8438
this		0.14	0.4728	0.0	-1.0821	2.4439	0.9522	22.0215
section		0.36	0.6943	0.0	-0.1818	2.9039	3.4645	29.5146
is		0.12	0.8104	0.0	-2.4188	2.428	5.2178	14.5695
foreplay		0.48	0.8104	0.0	-1.0889	5.9723	2.6564	38.6502
because	?	0.22	0.4241	0.78	-0.1475	4.5877	2.7197	31.4183
i		0.08	1.0806	0.0	0.9368	1.274	15.0959	11.4222
get		0.14	0.6308	0.0	0.5379	2.4224	2.8023	28.7808
to		0.1	0.6754	0.0	0.9229	3.5132	4.6208	18.7775
talk		0.29	0.9793	0.0	-0.1681	3.6155	4.3656	33.5412
about		0.37	0.9995	0.0	-3.5603	7.1429	6.5371	35.9016
one		0.0	1.0	0.0	0.0	0.0	0.0	0.0
of		0.0	1.0	0.0	0.0	0.0	0.0	0.0
my		0.0	1.0	0.0	-2.142	2.7621	11.4358	15.9941
favorite		0.34	0.5741	0.0	-3.3734	5.958	3.2273	30.6895
critters		0.58	0.9793	0.0	-3.8365	4.2813	1.9951	32.3257
which	,	0.21	0.5673	0.0	-2.8183	3.5364	-0.2656	27.8155
is		0.33	2.2287	0.0	-4.2687	6.7383	2.5891	19.5914
the		0.08	0.3606	0.0	-3.2118	1.1409	3.389	25.4681
western		0.47	0.9063	0.0	-2.9093	2.6784	5.2435	31.3574
grebe		0.59	1.5939	0.0	-4.019	7.8322	6.0545	22.8399
you	.	0.06	0.2701	0.0	-6.5995	2.7016	3.4425	11.1415
haven't		0.25	0.5633	0.51	-8.2732	6.692	7.0061	25.8415
lived		0.53	1.4318	0.0	-10.5228	4.1303	10.2159	35.0103
until		0.3	0.8104	0.0	12.326	3.9451	7.2575	26.7423
you've		0.24	0.6484	0.0	9.8224	7.6154	6.5375	17.0275
seen		0.28	0.9455	0.0	1.7075	5.447	5.2582	18.9196
these		0.29	0.7834	0.0	-1.9317	4.6927	6.9466	19.1435
guys		0.81	2.7352	0.0	-3.594	4.4166	2.0275	44.5964
do		0.19	1.2832	0.0	-1.6648	1.8991	-1.0887	39.0871
their		0.17	0.4593	0.0	-3.1077	3.8064	4.3901	31.3426
courtship		0.63	0.9455	0.0	-3.1077	9.4276	2.6243	31.2931
dance		0.76	2.0531	0.32	-6.2505	4.8763	-4.8287	41.5779
i	.	0.21	2.8365	0.0	-1.9481	1.6147	9.0723	42.8417
was		0.6	2.7015	0.0	-2.5772	2.9844	6.7025	19.4735
on		0.19	1.2832	0.0	-1.8997	1.2736	7.6578	31.4107
bowman		0.33	0.7429	0.0	-1.7367	5.7806	10.0819	27.289
lake		0.38	1.2832	0.0	-6.7873	10.1553	1.674	35.2109
in		0.15	1.0131	0.0	-14.0716	2.3982	7.1342	17.0311
glacier		0.35	0.6754	0.0	-14.5847	3.8444	8.3622	18.12
national		0.4	0.6754	0.0	-15.4676	3.5065	6.1035	30.6872
park		0.28	0.9455	0.0	-15.2929	4.6267	-0.6891	35.7968
which	,	0.12	0.3242	0.0	-4.5342	1.9429	-4.0021	22.3472
is		0.08	0.5403	0.0	-5.0877	2.4289	1.0184	11.4678
a		0.08	1.0806	0.0	-4.6826	2.1123	5.5547	11.8172
long		0.33	1.1144	0.0	-4.1709	2.3825	8.8182	14.3613
skinny	,	0.32	0.7199	0.0	-3.7191	3.6555	0.4753	28.0072
lake		0.27	0.9117	0.0	-4.6949	2.2238	2.1077	32.0855
with		0.29	0.9793	0.0	-4.3991	2.5112	-8.3858	38.7907
sort		0.25	0.8442	0.0	-2.5999	2.9504	-4.1486	38.6264
of		0.1	0.6754	0.0	-7.372	3.5245	0.5062	17.1011
mountains		0.62	0.9307	0.0	-4.5961	3.48	1.9663	34.1703
upside		0.49	1.1036	0.0	-3.779	6.6327	2.241	37.281
down		0.38	1.2832	0.0	-5.0971	2.1412	7.964	29.429
in		0.23	1.5533	0.0	-6.2708	1.6713	-0.5497	13.8439
it		0.27	1.8235	0.0	-7.0518	1.0063	-7.4373	29.5185
and	,	0.42	1.891	0.57	-4.3274	1.9821	10.9447	16.3567
my		0.13	0.878	0.0	-3.7817	0.9396	8.2772	20.9403
partner		0.31	0.5984	0.0	-2.1996	5.9416	3.0059	35.2283
and		0.15	0.6754	0.0	-3.15	1.5943	10.7582	9.7368
i		0.05	0.6754	0.0	-4.4219	0.7557	14.0175	4.273
have		0.12	0.4052	0.0	-4.5958	7.6037	4.8877	19.6123
a		0.06	0.8104	0.0	-4.0035	0.8678	9.5786	9.5955
rowing		0.35	0.7875	0.0	-4.2162	1.3707	8.6102	15.9812
shell		0.41	1.1076	0.0	-6.1687	5.3821	2.3551	34.2567
and	.	0.0	1.0	0.0	0.0	0.0	0.0	0.0
so		0.0	1.0	0.0	-2.8807	4.7648	3.322	17.8982
we		0.16	1.0806	0.0	-2.0772	3.3533	8.6391	12.7279
were		0.2	0.6754	0.0	-3.2559	2.5917	9.5248	10.7144
rowing		0.76	1.7114	0.0	-2.2542	10.7693	7.7177	33.1347
and	,	0.0	1.0	0.0	0.0	0.0	0.0	0.0
