word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
at		0.0	1.0	0.0	0.0	0.0	0.0	0.0
the		0.0	1.0	0.0	0.0	0.0	0.0	0.0
break		0.0	1.0	0.0	4.4604	10.2355	2.4524	13.1353
i	,	0.1	1.4192	0.0	2.6915	2.5004	8.4394	2.7758
was		0.13	0.6145	0.0	1.2754	1.025	2.0517	7.6049
asked		0.28	0.7948	0.0	2.0524	0.805	0.106	23.825
by		0.45	3.1933	0.0	0.3431	3.6201	5.0973	23.5062
several		0.38	0.7706	0.0	0.7974	3.92	-0.0449	15.5804
people		0.34	0.8047	0.0	0.0	0.0	0.0	0.0
about		0.27	0.7664	0.0	-1.6416	2.7589	0.8292	13.6851
my		0.12	0.8515	0.0	-1.334	1.7284	1.7042	6.7155
comments		0.41	0.7266	0.0	-0.8057	2.7109	0.2145	20.2698
about		0.24	0.6812	0.0	-0.652	3.4779	1.9384	18.6064
the		0.11	0.5209	0.0	-0.659	2.3583	-1.5648	14.5505
aging		0.36	1.0218	0.0	-0.2528	5.2661	2.5401	13.51
debate		0.3	0.7096	0.0	-2.0137	3.5541	2.0309	11.9481
and	.	0.09	0.4258	0.0	-0.1064	0.6811	-1.5625	3.1363
this		0.1	0.3548	0.0	-0.8326	0.9709	-1.557	10.4472
will		0.09	0.3193	0.0	-0.8889	0.3008	-6.3749	5.6235
be		0.11	0.7806	0.0	-0.7873	0.6795	-0.1259	14.755
my		0.21	1.4902	0.0	-3.1971	2.6814	1.1418	7.7283
only		0.45	1.5966	0.0	-3.3628	7.1946	-1.7457	18.1263
comment		0.41	0.8317	0.0	-11.1476	5.5294	0.6172	22.7677
on		0.14	0.9935	0.0	-13.4515	0.2143	4.0027	3.6217
it		0.18	1.2773	0.0	0.0	0.0	-0.9108	17.496
and	.	0.26	1.2305	0.0	-1.5555	1.974	-2.4994	15.849
that		0.0	1.0	0.0	0.0	0.0	0.0	0.0
is		0.0	1.0	0.0	1.3416	2.4332	2.9115	10.0422
i	,	0.12	1.7031	0.0	2.0225	0.8973	7.372	3.8192
understand		0.52	0.738	0.0	1.5326	2.9152	2.6648	12.6283
that		0.18	0.6387	0.0	-0.8082	0.8841	1.7574	18.6343
optimists		0.79	1.2461	0.0	-0.3203	3.7863	-1.9865	21.078
greatly		0.41	0.8317	0.0	-0.3413	2.8986	-1.156	22.7333
outlive		0.46	0.9324	0.0	-2.0803	3.0407	-0.8246	24.0635
pessimists		0.7	0.9935	0.0	-1.737	3.7999	-2.8631	24.3658
what	.	0.18	0.6387	5.69	3.2701	2.3781	7.9752	6.0932
i'm		0.07	0.4967	0.0	4.3725	1.8217	7.4253	3.988
going		0.13	0.369	0.0	4.5427	0.6865	7.5736	4.3425
to		0.08	0.5677	0.0	3.9924	0.5877	5.9961	10.6093
tell		0.13	0.4612	0.0	3.9318	1.1102	3.0399	15.7138
you		0.07	0.3307	0.0	3.1511	0.9871	8.0544	1.3991
about		0.24	0.6812	0.0	1.858	1.9832	4.291	10.6216
in		0.16	1.1354	0.0	0.6684	0.9175	6.2241	3.996
my		0.31	2.1998	0.0	-0.8829	1.9226	6.6443	2.918
eighteen		0.41	0.7266	0.0	-0.635	2.2739	1.5675	16.3685
minutes		0.4	0.8104	0.0	-1.4976	1.514	0.3278	17.3293
is		0.63	4.4706	0.0	-1.1251	3.2524	0.7998	15.5251
how		0.24	1.1354	0.0	2.6997	0.9094	3.6823	14.4548
we're		0.43	1.5257	0.0	0.3527	4.6678	3.8044	15.0229
about		0.29	0.8232	0.35	0.9222	5.2099	0.8209	20.9222
to		0.1	0.7096	0.0	0.8535	2.1368	-2.1904	14.3174
switch		0.37	0.8757	0.0	0.955	1.7254	-4.8916	19.8055
from		0.25	0.887	0.0	-0.7766	3.2912	-0.5167	13.0681
reading		0.44	0.8927	0.0	0.8809	5.2684	4.8135	6.6883
the		0.13	0.6145	0.0	-2.3668	2.3424	1.0749	11.0144
genetic		0.44	0.8927	0.0	-1.8635	2.1502	-0.4449	20.6465
code		0.49	1.7386	0.0	-1.4652	4.1621	0.004	21.5177
to		0.06	0.4258	0.91	0.0	0.0	0.0	0.0
the		0.07	0.3307	0.0	-2.8784	1.7402	-3.1227	8.7605
first		0.3	0.8515	0.0	-0.8256	2.8923	-2.8403	17.8894
stages		0.63	1.4902	0.0	-1.9297	3.7682	-0.9015	21.3842
of		0.15	1.0644	0.0	-2.8738	0.985	-2.2293	9.4208
beginning		0.7	1.1042	0.0	-3.209	2.6478	-2.4525	14.6176
to		0.17	1.2063	0.0	0.0	0.0	-2.384	10.9366
write		0.34	0.9651	0.0	-4.0108	2.6375	-1.5033	20.831
the		0.09	0.4258	0.0	-4.5242	0.3224	-1.2309	7.723
code		0.37	1.3128	0.0	-4.3644	1.5053	-3.0012	14.3018
ourselves		0.86	1.3568	0.0	-3.4589	5.9919	-1.3054	13.1949
it's	.	0.12	0.5677	0.85	2.9812	2.2205	-6.0853	8.3158
only		0.49	1.7386	0.0	3.4243	8.4292	2.3179	23.36
ten		0.26	1.2305	0.0	5.6903	4.9061	0.7344	24.7859
years		0.23	0.6528	0.0	4.75	3.143	5.2802	13.46
ago		0.26	1.2305	0.0	2.5964	2.7539	5.5422	10.8446
this		0.26	0.9225	0.0	1.6693	1.8157	1.5184	13.6801
month		0.46	1.3057	0.0	1.398	2.3095	1.919	18.1043
when		0.24	0.8515	0.0	-0.5287	1.1898	1.006	10.4075
we		0.2	1.4192	0.0	-0.7857	1.5439	3.7821	7.3597
published		0.66	1.0403	0.0	-0.7529	2.801	-1.9851	27.3435
the		0.15	0.7096	0.0	-0.9738	1.2599	-0.1987	11.1341
first		0.33	0.9367	0.0	-0.0451	2.83	-4.323	19.3529
sequence		0.41	0.7266	0.0	-0.0968	4.4375	-2.3645	16.1633
of		0.14	0.9935	0.0	-2.6024	3.9851	-4.3261	10.9247
a		0.1	1.4192	0.0	-1.5345	1.0302	3.675	3.8621
free		0.28	0.9935	0.0	-1.1417	1.696	-5.658	16.9682
living		0.28	0.6628	0.0	-2.0063	3.8942	1.4038	8.6339
organism		0.57	1.0105	0.0	-3.2182	6.6636	-0.1057	15.0559
that	,	0.25	0.887	0.0	-2.2877	0.4544	-3.4837	17.9608
of		0.25	1.774	0.0	-2.8363	1.5294	-8.3082	17.1526
haemophilus		0.7	0.9026	0.0	-2.8041	1.986	-2.7435	18.3728
influenzae		0.78	1.107	0.0	-2.5466	5.3499	0.2251	17.432
that	.	0.17	0.6032	0.97	-0.0762	0.832	-9.1507	20.5409
took		0.32	1.1354	0.0	1.3439	1.926	-3.3555	19.7431
a		0.28	3.9738	0.0	-0.9563	3.308	5.4714	7.2101
genome		0.46	1.0885	0.0	-0.1969	4.4855	2.6714	14.0539
project		0.42	0.8515	0.0	-0.6479	3.0921	0.0521	19.37
from		0.49	1.7386	0.33	-2.2265	3.8873	1.218	15.0325
thirteen		0.57	1.0105	0.0	0.9847	5.1478	-3.2461	24.7707
years		0.4	1.1354	0.0	-1.133	1.8805	1.8648	13.4301
down		0.29	1.0289	0.0	-2.3391	3.5087	0.0912	20.0321
to		0.14	0.9935	0.0	-3.3338	1.3989	-9.9077	3.3434
four		0.3	1.0644	0.0	-2.3458	3.0651	-5.8854	20.4294
months		0.52	1.2305	0.0	-1.8608	2.8303	-1.2117	19.4898
we	.	0.21	1.4902	1.14	-3.4464	2.0786	0.5076	8.5813
can		0.17	0.8047	0.0	-2.9695	0.5211	-2.717	17.8037
now		0.17	0.8047	0.0	-2.3748	1.1045	4.4479	1.8997
do		0.15	1.0644	0.0	-2.9624	2.6775	-0.8705	7.3091
that		0.18	0.6387	0.0	-2.7098	1.3169	-0.8271	17.8097
same		0.26	0.9225	0.0	-1.5291	1.8209	0.5814	14.619
genome		0.39	0.9225	0.0	-2.1741	3.6007	2.1755	9.7644
project		0.5	1.0133	0.0	-2.4554	2.681	-1.1304	16.0635
in		0.1	0.7096	0.0	-3.0065	0.7764	1.8834	0.9211
the		0.15	0.7096	0.0	-2.7738	1.3652	1.6544	4.9518
order		0.61	1.7315	0.0	-2.4536	2.4478	-0.2552	17.1449
of		0.37	2.6256	0.0	-3.7325	0.5577	1.0223	11.1863
two		0.0	1.0	0.0	0.0	0.0	0.0	0.0
to		0.0	1.0	0.0	-1.8279	3.9523	2.3682	4.2539
eight		0.3	0.8515	0.0	-3.1965	1.4285	-0.1614	9.6502
hours		0.53	1.5044	0.0	-2.2638	5.1078	1.9058	14.5234
