word	punctuation	word.duration	speech.rate.norm	pause	mean.f0	range.f0	mean.i0	range.i0
i		0.05	0.689	15.88	-0.0718	0.9333	0.0	0.0
want		0.14	0.4823	0.0	4.8062	5.4672	7.9669	3.6623
to		0.06	0.4134	0.0	1.8204	3.6539	6.4244	6.605
start		0.28	0.7717	0.0	0.8051	3.0335	2.3149	17.5822
off		0.16	0.7345	0.0	-1.0221	1.7417	1.4401	17.3952
by		0.12	0.8268	0.0	-2.7922	4.1807	2.8399	14.7937
saying		0.3	0.689	0.0	-2.6678	5.4098	2.868	14.2507
houston	,	0.39	0.7676	0.0	-0.3678	8.0461	3.1873	15.2774
we	,	0.1	0.689	0.0	-3.5187	0.4582	5.4624	2.369
have		0.13	0.4479	0.0	-4.2504	3.2018	4.3689	5.147
a		0.05	0.689	0.0	-6.7506	1.7898	1.9355	6.0574
problem		0.43	0.8461	0.0	-4.626	5.1879	0.3474	22.2511
we're	.	0.24	0.8268	2.84	3.5752	5.1535	6.4447	13.9139
entering		0.5	0.8613	0.0	1.0503	6.4744	6.9524	13.4411
a		0.11	1.5158	0.0	-3.5229	2.5371	3.8562	11.7382
second		0.45	1.0335	0.0	-1.4127	8.1809	0.5382	19.6902
generation		0.74	1.0197	0.0	-2.8237	6.9294	5.3823	12.2552
of		0.12	0.8268	0.0	-6.795	2.8803	1.7697	7.4535
no		0.21	1.4469	0.0	-3.2494	7.0267	6.6155	7.9443
progress		0.74	1.2747	0.0	-4.053	7.6607	1.074	21.4949
in		0.22	1.5158	0.41	-5.8084	3.8709	4.6016	6.7837
terms		0.37	1.0197	0.0	-5.3572	6.296	2.9217	15.2131
of		0.6	4.1341	0.0	-5.8765	8.888	2.495	13.6744
human		0.42	1.1575	0.0	-4.6052	6.4783	4.2051	11.2848
flight		0.35	0.8034	0.38	-5.0394	2.8133	0.9588	19.4829
in		0.19	1.3091	0.0	-5.7778	3.5374	-0.8208	18.7228
space		0.52	1.4331	0.0	-5.9398	5.7252	-3.7832	22.8848
in	.	0.06	0.4134	0.0	-8.3706	0.7865	-0.0582	5.7688
fact		0.28	0.9646	0.0	-4.8076	3.8225	-2.3842	19.3284
we've	,	0.18	0.6201	0.0	-3.9266	2.7794	5.7228	3.5459
regressed		0.69	1.0569	0.0	-3.7744	7.0364	2.19	21.794
we	.	0.52	3.5828	0.86	-0.2839	3.3792	2.8068	22.1673
stand		0.65	1.7914	0.0	0.9979	4.0941	2.3136	25.2454
a		0.08	1.1024	0.0	-1.7032	0.7847	7.5471	3.0508
very		0.29	0.9991	0.0	-1.4066	4.7349	5.9168	8.863
big		0.26	1.1947	0.0	0.2707	10.8872	0.7518	12.5238
chance		0.72	1.6536	0.0	-7.1393	13.2842	-0.5118	17.6217
of		0.43	2.9627	0.0	-5.0734	4.5827	0.7433	18.745
