niteid wstart wend conv participant nxt_agent mean.normF0 sd.normF0 max.normF0 min.normF0 median.normF0 q1.normF0 q2.5.normF0 q5.normF0 q25.normF0 q75.normF0 q95.normF0 q97.5.normF0 q99.normF0 slope.normF0 intercept.normF0 mean.normF0.slope sd.normF0.slope max.normF0.slope min.normF0.slope median.normF0.slope q1.normF0.slope q2.5.normF0.slope q5.normF0.slope q25.normF0.slope q75.normF0.slope q95.normF0.slope q97.5.normF0.slope q99.normF0.slope slope.normF0.slope intercept.normF0.slope
AshrafGhani_2005G.AG.words1 16.07 16.13 AshrafGhani_2005G AG AG -13.9548657434584 0.0971890759619021 -13.8123372772112 -14.090327121271 -13.9538010967236 -14.0867209483015 -14.0813116888471 -14.0722962564232 -14.0092163202607 -13.9068801297168 -13.8344340096437 -13.8233856434274 -13.8167566236977 -4.07580713916581 51.6874638782139 -13.9548657434584 0.0971890759619021 -13.8123372772112 -14.090327121271 -13.9538010967236 -14.0867209483015 -14.0813116888471 -14.0722962564232 -14.0092163202607 -13.9068801297168 -13.8344340096437 -13.8233856434274 -13.8167566236977 -4.07580713916581 51.6874638782139
AshrafGhani_2005G.AG.words2 16.13 16.85 AshrafGhani_2005G AG AG -9.26059241836441 1.83379021967774 -5.87511269363836 -14.1068330132741 -9.14496286263964 -14.0576294626987 -14.0074899978617 -13.9481419220865 -9.54964940296051 -8.29882876698602 -7.00743786397209 -6.76821684094718 -6.08416512557385 2.18588028887365 -45.301408926214 -9.26059241836441 1.83379021967774 -5.87511269363836 -14.1068330132741 -9.14496286263964 -14.0576294626987 -14.0074899978617 -13.9481419220865 -9.54964940296051 -8.29882876698602 -7.00743786397209 -6.76821684094718 -6.08416512557385 2.18588028887365 -45.301408926214
AshrafGhani_2005G.AG.words3 17.5 17.8 AshrafGhani_2005G AG AG -2.9397896538852 1.75061956992699 -0.494168236866492 -6.7465133815035 -2.07781563261879 -6.67363120696211 -6.56430794515001 -6.46182556622959 -3.88490013521341 -1.77307446395132 -1.1617444053801 -0.679604443427869 -0.568342719491043 -1.76258226124702 28.1652908738051 -2.9397896538852 1.75061956992699 -0.494168236866492 -6.7465133815035 -2.07781563261879 -6.67363120696211 -6.56430794515001 -6.46182556622959 -3.88490013521341 -1.77307446395132 -1.1617444053801 -0.679604443427869 -0.568342719491043 -1.76258226124702 28.1652908738051
AshrafGhani_2005G.AG.words4 17.8 18.14 AshrafGhani_2005G AG AG -3.76804645565473 1.23665286531717 -1.78313257178399 -6.04752716900715 -3.50514260236613 -5.82407606288458 -5.52444319748295 -5.37553123608421 -5.0367442013241 -2.75447713316485 -1.88670013912102 -1.82855715404265 -1.80109111537817 4.92627804607289 -92.2877334478185 -3.76804645565473 1.23665286531717 -1.78313257178399 -6.04752716900715 -3.50514260236613 -5.82407606288458 -5.52444319748295 -5.37553123608421 -5.0367442013241 -2.75447713316485 -1.88670013912102 -1.82855715404265 -1.80109111537817 4.92627804607289 -92.2877334478185
AshrafGhani_2005G.AG.words5 18.14 18.4 AshrafGhani_2005G AG AG -7.03501115257166 1.13546105056598 -4.57609836783189 -9.00578463688895 -6.6047045937247 -9.00084380147298 -8.99343254834903 -8.81949038890058 -8.20189267432283 -6.50131868002914 -5.30181588307853 -4.91027660360271 -4.70976966214022 -0.105858506223835 -5.1008520221457 -7.03501115257166 1.13546105056598 -4.57609836783189 -9.00578463688895 -6.6047045937247 -9.00084380147298 -8.99343254834903 -8.81949038890058 -8.20189267432283 -6.50131868002914 -5.30181588307853 -4.91027660360271 -4.70976966214022 -0.105858506223835 -5.1008520221457
AshrafGhani_2005G.AG.words6 18.4 18.98 AshrafGhani_2005G AG AG -8.73645790946766 1.65377477659603 -6.36209908773091 -12.5259812153368 -8.44349800260897 -12.4010978612452 -12.0816697414488 -11.2326205716087 -9.93977843759314 -7.36345373472053 -6.48441308322611 -6.40977108093125 -6.38339960754523 -0.552466024118135 1.53109496172584 -8.73645790946766 1.65377477659603 -6.36209908773091 -12.5259812153368 -8.44349800260897 -12.4010978612452 -12.0816697414488 -11.2326205716087 -9.93977843759314 -7.36345373472053 -6.48441308322611 -6.40977108093125 -6.38339960754523 -0.552466024118135 1.53109496172584
AshrafGhani_2005G.AG.words8 19.48 20.32 AshrafGhani_2005G AG AG -6.6267764901237 2.43684582843311 -1.08914623043744 -11.464115579456 -6.45050231864834 -11.1843224923712 -10.8573020629996 -10.5178159095053 -8.61815016372854 -4.85184828937757 -3.3433441204139 -2.38416947151071 -1.61512778205153 -10.0295550664686 193.505076791468 -0.296501957818667 1.41098308532631 2.89636557852864 -3.59605401471912 -0.275146212020366 -3.51653807316851 -3.36987425125157 -2.79980875575239 -1.25076773090944 0.701230222647003 1.73002077847046 1.91384810302443 2.41727928138133 -3.42948221558857 68.1361081682915
AshrafGhani_2005G.AG.words9 20.32 20.48 AshrafGhani_2005G AG AG -8.52024316506056 0.748510530837159 -7.27948894245715 -9.7146774826437 -8.45465385754096 -9.68870758056066 -9.64975272743611 -9.58482797222853 -9.07330746694195 -8.03494116002786 -7.50941017244864 -7.3944495574529 -7.32547318845545 14.9839680844912 -314.11827224826 0.719274005461328 1.05046469892593 2.35082201528791 -0.952797163172336 0.784863312980915 -0.917274524068291 -0.863990565412224 -0.775183967652111 -0.0726087219453317 1.56984728934104 2.07313710019136 2.21197955773964 2.2952850322686 21.5840409353716 -439.487240871443
AshrafGhani_2005G.AG.words10 20.48 21.08 AshrafGhani_2005G AG AG -11.3680125533196 0.903359926860643 -8.94736843729882 -13.8676693747823 -11.0018784461667 -13.6207252851988 -13.2537146734484 -12.7196609260084 -12.0311235662457 -10.720103430522 -10.5357496128844 -10.2790008269496 -9.53040559922083 -3.63198704975312 64.0922531216958 0.389953468195975 0.824245647403104 1.51180006719554 -2.50880768474576 0.623668068813912 -2.16768781503603 -1.69914717411393 -1.23610714021799 0.0126085053722651 0.942362327295861 1.24963641677795 1.37047574722192 1.45424578402937 2.96808580112687 -61.2767155014796
AshrafGhani_2005G.AG.words11 21.08 21.25 AshrafGhani_2005G AG AG -14.3348322620681 0.749785894882658 -13.5753490456944 -16.4674911771046 -14.2933108492608 -16.2870415436522 -16.0163670934736 -15.5652430098426 -14.3916437095745 -14.0070938898047 -13.6108439702843 -13.5930965079894 -13.5824480306124 -6.0412060691283 113.525704399962 -0.0149958576451802 0.683496215937257 0.815913297421339 -1.62659638971743 0.0610414321660357 -1.49074876228759 -1.28697732114282 -0.947358252568218 -0.419179560461041 0.546584801608107 0.789668647912154 0.802790972666746 0.810664367519502 0.558866781751742 -11.8432642232151
AshrafGhani_2005G.AG.words12 21.25 21.81 AshrafGhani_2005G AG AG -16.2231496013431 2.06964474856191 -13.3774334394938 -20.2372268483153 -16.1769783028396 -20.0776214289504 -19.8382132999031 -19.4391997514909 -17.0860582409857 -14.6614293811559 -13.6368470274153 -13.5071402334546 -13.4293161570781 -35.1988319835376 734.771719318997 -0.774353367164354 1.7826339277191 1.81083360320282 -4.2673722311723 -0.728182068660811 -4.1181879794667 -3.89441160190831 -3.52145097264432 -1.39364700469274 0.408997287482709 1.60352585357776 1.70717972839029 1.7693720532778 -28.5987591326574 609.402750695819
AshrafGhani_2005G.AG.words13 23.86 24.05 AshrafGhani_2005G AG AG NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
AshrafGhani_2005G.AG.words14 24.05 24.22 AshrafGhani_2005G AG AG 13.6437525412252 0.739815052158747 16.2084762076897 13.0460565864082 13.4611938910124 13.0558514599164 13.0705437701785 13.0950309539489 13.280049872363 13.6548198571248 14.9610579981697 15.5847671029297 15.9589925657857 -7.00112806798297 182.713625774521 3.17504611876146 0.67996708523846 5.3428592113637 2.46061175986737 3.24542244845313 2.46246842189826 2.46525341494458 2.46989507002179 2.65517620445313 3.35105584191104 4.13513205922993 4.73899563529681 5.10131378093694 -1.08638226140694 29.4100341714639
AshrafGhani_2005G.AG.words15 24.22 24.36 AshrafGhani_2005G AG AG 12.3301428222504 1.17336488722565 13.3826162085294 9.59127922225552 12.7480160846371 9.72437561503681 9.92402020420875 10.256761186162 11.8975569686682 13.1807540124523 13.3704574164717 13.3765368125005 13.3801844501179 -13.4655161919654 339.421705352662 2.70195290914221 1.07516438773516 4.1370324080392 0.173218436486204 3.16617929001253 0.298376617790248 0.486113889746315 0.799009343006426 2.32773625759857 3.32780322915648 3.88795977219132 4.01249609011526 4.08721788086963 -7.55077038538927 186.118113749601
AshrafGhani_2005G.AG.words16 24.36 24.54 AshrafGhani_2005G AG AG 10.9122158846535 1.63960432112286 13.0317076327446 7.66904503383086 11.1945649211836 7.79489070062247 7.9836592008099 8.26659137044572 9.67075672814559 12.3130383109013 12.9455644800879 12.9862005442609 13.0135047973511 -25.5735913448855 636.260553084154 2.24128088497796 1.38609530664341 3.84712365512957 -0.76841315769033 2.62936946040499 -0.652840470457511 -0.479481439608282 -0.208223110380192 1.30526066718306 3.36193114144058 3.82247775535405 3.83426500966528 3.84198019694386 -19.6588455383098 482.956961481106
