niteid wstart wend conv participant nxt_agent mean.normF0 sd.normF0 max.normF0 min.normF0 median.normF0 q1.normF0 q2.5.normF0 q5.normF0 q25.normF0 q75.normF0 q95.normF0 q97.5.normF0 q99.normF0 slope.normF0 intercept.normF0 mean.normF0.slope sd.normF0.slope max.normF0.slope min.normF0.slope median.normF0.slope q1.normF0.slope q2.5.normF0.slope q5.normF0.slope q25.normF0.slope q75.normF0.slope q95.normF0.slope q97.5.normF0.slope q99.normF0.slope slope.normF0.slope intercept.normF0.slope
MenaTrott_2006.MT.words1 16.41 16.65 MenaTrott_2006 MT MT 2.69836758388673 2.67971474483089 8.63075305266832 0.461084029821687 1.89231991117594 0.464652759330788 0.470005853594439 0.523649571989103 0.602490078936843 3.47239757154601 8.15034099089642 8.49926700564363 8.57815863385844 34.2471202462534 -563.514890115585 -0.62051210862166 3.0454126259131 6.01034599026101 -3.26722420763099 -1.26471198202041 -3.25635315757567 -3.24004658249269 -3.19864665764467 -3.03839062069037 0.374088183280076 5.42882925083535 5.84393631173127 5.94378211884911 40.5211200113718 -670.562837252883
MenaTrott_2006.MT.words2 16.65 16.73 MenaTrott_2006 MT MT 5.86039264094267 2.21430257329292 8.5033421542616 1.96401626175247 6.80512695248563 2.04869993019627 2.17572543286196 2.38743460397146 4.1176285682431 7.51711590866534 8.09481069916703 8.29907642671431 8.42163586324268 -71.5500942229414 1199.91966819961 3.51569845883842 2.09460447844039 5.91969680922803 -0.14172675742247 4.29500504219955 -0.0618221122372576 0.0580348555405611 0.257796468503592 1.87064752599643 5.14485043853078 5.65453605189106 5.78711643055954 5.86666465776063 -65.2760944578225 1092.87172106231
MenaTrott_2006.MT.words3 16.73 17.11 MenaTrott_2006 MT MT 0.574716495727824 0.643858503323262 1.852162975995 -0.41832622301766 0.511056977830457 -0.372892402192829 -0.284407399865938 -0.208611887780339 0.0226714103258475 1.1069516976331 1.6716659525099 1.76213505257019 1.81619573268862 -5.29699181409748 90.199197249029 -0.317889850113656 0.286164625341507 0.286524080024975 -0.797323488332334 -0.356763834397135 -0.796648312200766 -0.775731349027731 -0.714571000265903 -0.550466842928786 -0.0552517428515764 0.0604374892723888 0.237989476441969 0.271202793363868 0.977007951020994 -16.8487498882696
MenaTrott_2006.MT.words4 17.11 17.33 MenaTrott_2006 MT MT -0.491139767031234 0.23205266615145 -0.205056409169262 -1.33528875184774 -0.44594198965409 -1.25731974550352 -1.14036623598719 -1.09675628810258 -0.527115660395608 -0.384200305928238 -0.258444978021381 -0.208946877141138 -0.206612596358012 -2.371863089374 40.3492851522253 0.491101473188077 0.304087403336468 0.941442167055027 0.0498188928053134 0.560125789955603 0.0528641939224668 0.0574321455981971 0.065008322129968 0.116186015438717 0.732574755511124 0.909513771979947 0.930376445398254 0.937015878392318 3.9021366757445 -66.6986619850737
MenaTrott_2006.MT.words5 17.33 17.4 MenaTrott_2006 MT MT -2.79610496441615 0.987902464307986 -1.41405912858395 -4.13887374109905 -2.84917501570552 -4.11506013563193 -4.07933972743126 -4.01980571376348 -3.73521700493431 -1.95153095752393 -1.48905059671165 -1.4515548626478 -1.42905742220949 -44.707755546935 773.431822339036 -0.913201648540188 0.862054334499797 0.266654741736437 -2.16406613178873 -0.966271699829555 -2.1362087374105 -2.09442264584317 -2.0247791598976 -1.6593146728462 -0.169722364425757 0.211882218164299 0.239268479950368 0.255700237022009 -38.433755781816 666.383875201729
MenaTrott_2006.MT.words6 17.4 17.67 MenaTrott_2006 MT MT -3.18770783115182 0.437077113536545 -2.57759036531633 -4.20768247070463 -3.18531406231699 -4.1400784709158 -4.04923151797047 -3.95880910143078 -3.53032471152377 -2.78185894649254 -2.65605034163673 -2.62371503246024 -2.5963866335087 -2.45722569311542 39.8856348469674 -0.257095570124237 0.491480033986178 1.08229916921351 -1.48079371968923 -0.234007862447358 -1.41829515591281 -1.32461094702022 -1.1691902862457 -0.426753211523362 -0.026261527590862 0.481047688171462 0.913683437388148 1.0273924173328 3.81677407200318 -67.1623122903334
MenaTrott_2006.MT.words7 17.67 17.79 MenaTrott_2006 MT MT -3.65085473079254 0.313146059374325 -3.2554434119415 -4.14144557036615 -3.50613591319589 -4.13385473017401 -4.12246846988581 -4.10349136940547 -3.98138300025587 -3.38134388846271 -3.29368703736431 -3.2745652246529 -3.26309213702606 0.717815001471999 -16.3827205220329 0.137354643215664 0.314224568955299 0.550892442924031 -0.346438766036449 0.284583603690704 -0.340298044312899 -0.331086961727573 -0.315735157418698 -0.190907816140495 0.39100481479533 0.507210873244029 0.52905165808403 0.542156128988031 1.06221813776123 -18.7031805131463
MenaTrott_2006.MT.words8 17.79 17.85 MenaTrott_2006 MT MT -3.56170290228731 0.501497863265846 -2.94548775587574 -4.2672899886465 -3.63325418411224 -4.26607503748985 -4.26425261075486 -4.26121523286322 -3.85800550636147 -3.17537003631085 -2.97382299896126 -2.9596553774185 -2.95115480449285 -21.1682800136532 373.709967641047 0.255962003114052 0.496795119143044 0.867645529311289 -0.445093463030804 0.18441072128912 -0.444059776682722 -0.442509247160599 -0.439925031290394 -0.0312773605314391 0.633231628661849 0.838403962182901 0.853024745747095 0.861797215885611 -20.823876877364 371.389507649933
MenaTrott_2006.MT.words9 17.85 17.98 MenaTrott_2006 MT MT -4.48218428733168 0.574607182446838 -3.72237178463879 -5.97016870413182 -4.4324765747232 -5.8822194800629 -5.75029564395952 -5.53042258378722 -4.78136019075341 -4.06503978734706 -3.81774646692166 -3.77005912578022 -3.74144672109536 -5.42778586823584 92.7544569950601 -0.632798040429991 0.570273340111482 0.122482842048571 -2.11398502690863 -0.569495467178507 -2.02562795702042 -1.89309235218811 -1.67219967746758 -0.934239753958887 -0.225849685927612 0.0250689306692489 0.07377588635891 0.103000059772706 -5.08338273194657 90.4339970039459
MenaTrott_2006.MT.words10 17.98 18.35 MenaTrott_2006 MT MT -3.63136125875738 1.06989748838865 -1.31509757905892 -6.29423319230531 -3.59114830004396 -6.08392052312634 -5.68843118041006 -5.33246758098774 -4.21585988580264 -3.1810270927351 -2.01457145602332 -1.6112468918823 -1.43636190410917 4.61845796325408 -87.523827085756 0.304125772216629 1.08813097236061 2.62945269234375 -2.41992303422479 0.3805916926447 -2.21087921870583 -1.80641726796518 -1.42824872949263 -0.319093803102688 0.766398522370925 1.92669543072512 2.33375654154181 2.50945722095351 4.96286109954334 -89.8442870768699
