niteid wstart wend conv participant nxt_agent mean.normF0 sd.normF0 max.normF0 min.normF0 median.normF0 q1.normF0 q2.5.normF0 q5.normF0 q25.normF0 q75.normF0 q95.normF0 q97.5.normF0 q99.normF0 slope.normF0 intercept.normF0 mean.normF0.slope sd.normF0.slope max.normF0.slope min.normF0.slope median.normF0.slope q1.normF0.slope q2.5.normF0.slope q5.normF0.slope q25.normF0.slope q75.normF0.slope q95.normF0.slope q97.5.normF0.slope q99.normF0.slope slope.normF0.slope intercept.normF0.slope
MalcolmGladwell_2004.MG.words5 16.41 16.7 MalcolmGladwell_2004 MG MG -1.71235395503335 0.992163996153364 0.354747612875479 -3.02596510588774 -2.14109992200341 -2.99024135078985 -2.93665571814301 -2.84734633039828 -2.47975337298025 -0.996371584836152 -0.0802270935019412 0.137260259686769 0.267752671599994 -14.6136102308754 240.986222456361 1.02663942642094 0.888202016725793 2.88547775864637 -0.274720945863832 0.784962921424385 -0.234831926052273 -0.174998396334934 -0.0752758468060351 0.37562240488536 1.63773891937688 2.47132937583728 2.67840356724182 2.80264808208455 -12.2614607455099 204.661403228465
MalcolmGladwell_2004.MG.words6 16.7 16.8 MalcolmGladwell_2004 MG MG -2.49516473978049 0.983722236022902 -1.50877861767958 -4.06869455263974 -1.99988098743965 -4.05532098752418 -4.03526063985083 -4.00182672706191 -3.25465361862583 -1.80176518456092 -1.5866875838677 -1.54773310077364 -1.52436041091721 -28.2085766459278 469.951479785101 0.574599663053336 0.929633833403577 1.56098578515424 -0.925425478388252 0.971877186837274 -0.910091788701546 -0.887091254171487 -0.848757029954722 -0.135886101513558 1.21899610399446 1.47327619611043 1.51713099063233 1.54344386734547 -25.8564271605622 433.626660557203
MalcolmGladwell_2004.MG.words7 16.8 17.06 MalcolmGladwell_2004 MG MG -4.00536939128638 0.66569394636591 -2.93105096067744 -4.89307727031218 -3.81854166248319 -4.88297586343798 -4.86782375312666 -4.84678681749476 -4.74621059740631 -3.46865733765374 -3.10497592937078 -3.02585976320806 -2.96897448168969 -6.9965726452299 114.414537867832 -0.519078517085741 0.531239665833735 0.506236799244745 -1.2597770532762 -0.519180458224936 -1.24379527268857 -1.21982260180714 -1.1840847318917 -1.01130742098394 -0.0947086847404819 0.302909961984341 0.396727062430594 0.462432904519084 -4.64442315986432 78.0897186399345
MalcolmGladwell_2004.MG.words8 17.06 17.45 MalcolmGladwell_2004 MG MG -5.15800294118668 1.0206958752345 -3.37169301670625 -7.16398311038842 -4.97529086342088 -7.13934112639026 -7.10237815039302 -6.9326723427606 -5.6899818375404 -4.59994238701716 -3.61448678802742 -3.49266681732711 -3.42008253695459 3.96403510536467 -73.5516477997254 -0.899913017100467 1.16869798633687 1.33967571445561 -2.89364240773259 -0.897841856687057 -2.87806599987595 -2.85470138809098 -2.70765952081233 -1.59912337858027 -0.136253433060203 1.05155406242689 1.19603797348097 1.28222061806576 6.31618459073022 -109.876467027622
MalcolmGladwell_2004.MG.words9 17.45 17.67 MalcolmGladwell_2004 MG MG -5.284728678658 1.63298244960234 -2.60709029880043 -6.81776762213538 -6.29472885408256 -6.80714622188292 -6.79121412150424 -6.76466062087311 -6.49461495349227 -3.37814623560041 -2.85822439299982 -2.73265734590013 -2.65731711764031 -22.6797435933681 392.990468607214 -0.30384281896466 1.49801045757848 2.22678621805756 -1.66537086246747 -1.31384299438923 -1.64984915078717 -1.62656658326672 -1.58776230406597 -1.44145038294294 1.4802318383968 1.95115056671894 2.08896839238825 2.17165908778983 -20.3275941080026 356.665649379318
MalcolmGladwell_2004.MG.words10 17.67 17.83 MalcolmGladwell_2004 MG MG -3.49651616481631 3.28254847630142 1.5140934647065 -7.16208963014232 -4.70951053682465 -7.11843958930236 -7.05296452804241 -6.94383942594251 -6.45372328108114 -0.456389347913087 1.29791038266979 1.40600192368815 1.47085684829916 68.1267860714461 -1212.63342428953 1.92539772338307 3.388603867032 7.10751825288045 -1.86268352763906 0.712403351374721 -1.82246370479859 -1.76213397053789 -1.66158441343672 -1.11756484286905 5.05127999027358 6.87418408084628 6.99085116686337 7.06085141847361 70.4789355568117 -1248.95824351743
MalcolmGladwell_2004.MG.words11 17.83 18.17 MalcolmGladwell_2004 MG MG -5.84298763552221 3.52716646789226 1.55160853099616 -9.12622806642589 -7.48375153744282 -9.12621149866625 -9.12618664702679 -9.12525522968255 -8.76010889250916 -3.15290662620405 0.963205226958184 1.30818683057235 1.45423985082664 -46.5643237304122 829.812007111387 0.0444558383224366 3.3727077102138 7.16953487630934 -3.09169994174754 -1.59630806359818 -3.08632616693655 -3.07826550472006 -3.06146832163402 -2.76240841153801 2.59977828337486 6.6080832851245 6.93958903231209 7.07755653871044 -44.2121742450466 793.48718788349
MalcolmGladwell_2004.MG.words12 18.17 18.5 MalcolmGladwell_2004 MG MG -4.91374677096666 0.704344265547616 -2.82816674430589 -5.39738740990833 -5.15298952400759 -5.38837327782609 -5.37485207970272 -5.35436904660393 -5.26458010950445 -5.04211948510784 -3.12005411298816 -2.9476514511231 -2.87596062703277 -4.03469506779854 69.1406464686932 2.0575781627073 0.689967518323613 4.0952167848786 1.54342935727233 1.83576864766254 1.55340231744436 1.56836175770242 1.59124186102568 1.70020735992094 1.97060938880702 3.80812355664528 3.97812914828587 4.04838173024151 -3.69765246653927 69.9257578440299
MalcolmGladwell_2004.MG.words13 18.5 18.74 MalcolmGladwell_2004 MG MG -6.2045768441658 1.35658371646707 -4.83240170716483 -8.3129853368981 -5.71638052266916 -8.2854245949213 -8.2440834819561 -8.1751816270141 -7.42085248119244 -4.93694375096752 -4.86618947810271 -4.84929559263377 -4.83915926135241 -18.3002898373762 334.537354260622 0.85609343423853 1.33494319944476 2.22173110699093 -1.21526942775192 1.34428975573517 -1.18844959838995 -1.14821985434701 -1.0811702809421 -0.341659387417178 2.09866624781731 2.18423877297886 2.2029849399849 2.21423264018852 -17.9632472361169 335.322465635958
MalcolmGladwell_2004.MG.words14 18.74 18.86 MalcolmGladwell_2004 MG MG -9.35733085721376 0.666965634369962 -8.30455445093193 -10.350862426 -9.54432465995299 -10.3186849500998 -10.2704187362496 -10.1899750464993 -9.67399647299396 -8.90201227730888 -8.35765156997392 -8.33110301045292 -8.31517387474032 -16.2933414488437 296.965915971451 -2.23564424582284 0.654356685590482 -1.2024802322867 -3.20956342186336 -2.42045889381255 -3.17777819381814 -3.1301003517503 -3.05063728163724 -2.54359324260495 -1.79013186229081 -1.25361611205412 -1.22804817217041 -1.21270740824018 -15.9562988475844 297.751027346788
MalcolmGladwell_2004.MG.words15 19.83 20.12 MalcolmGladwell_2004 MG MG -3.97524163134748 1.70793294990061 -2.27872863536335 -7.27798879160434 -3.77547831794316 -7.18817770453706 -7.05346107393615 -6.82893335626795 -4.73066316823697 -2.65673239862706 -2.30660270556977 -2.29266567046656 -2.28430344940463 31.7387167408978 -635.769967610438 3.51908044221156 1.71947538343719 5.22431005719378 0.194541734459492 3.71448544611684 0.284788652476674 0.420159029502446 0.645776324545399 2.75276313157446 4.85284375817863 5.19425683223783 5.20928344471581 5.21829941220259 32.075759342157 -634.984856235101
MalcolmGladwell_2004.MG.words16 20.45 20.77 MalcolmGladwell_2004 MG MG -9.02035769728912 0.864437243476217 -7.65634143087775 -10.2901084362084 -9.10843629613353 -10.2795029185897 -10.2635946421618 -10.2361898249381 -9.63923562139231 -8.33432219320468 -7.72948453786502 -7.69181940712724 -7.67053262137754 -0.204664117544752 -4.80029131147294 -1.40422557582438 0.866124197235528 -0.0990014137829789 -2.66825702042784 -1.51544521887839 -2.66005360642183 -2.64774848541283 -2.62548048148457 -2.01166491129595 -0.623821715529052 -0.163121415494377 -0.131190778820568 -0.111877159798015 0.66466861845862 -15.1093426628525
MalcolmGladwell_2004.MG.words17 20.77 20.89 MalcolmGladwell_2004 MG MG -6.66387678793596 0.652639784963166 -5.58430237822629 -7.61807712753444 -6.67351466899387 -7.59877471229775 -7.56982108944271 -7.52156505135099 -7.1394375803816 -6.21965648353023 -5.75894259918884 -5.67162248870756 -5.6192304224188 16.3405283555385 -347.037082433803 1.13527275163476 0.68718747733766 2.26632081018673 0.129598763193974 1.12563487057684 0.14993065140751 0.180428483727813 0.231258204261652 0.633975134767965 1.60522988046163 2.08653322433995 2.17642701726334 2.23036329301737 17.2098610915418 -357.346133785182
MalcolmGladwell_2004.MG.words18 20.89 21.21 MalcolmGladwell_2004 MG MG -7.70533432810838 1.21011577921952 -6.00296066827869 -10.6302046696999 -7.48678260446076 -10.5283430369762 -10.3755505878905 -10.0693414932413 -8.26144748482446 -6.95820265710603 -6.11287190905741 -6.05063528705438 -6.02203051578897 7.78072274128184 -171.518213852717 0.288271218199932 1.26016989654383 2.03927626681383 -2.72238853812879 0.512542236163364 -2.62315778079029 -2.47431164478255 -2.17467973859657 -0.270701585674057 1.11261336246574 1.85741273387913 1.9356755509363 1.99783598046281 8.65005547728523 -181.827265204097
MalcolmGladwell_2004.MG.words19 21.21 21.49 MalcolmGladwell_2004 MG MG -6.2564804974322 0.922358749672567 -4.54498720978384 -7.23516476485357 -6.58205012420718 -7.23171518262883 -7.22654080929173 -7.21791685372989 -7.13193411618926 -5.38405282276629 -4.87574966763363 -4.71036843870873 -4.6111397013538 -9.29111643237013 192.10641030303 1.99449329308763 0.864932026083826 3.67167081484113 1.1301949119825 1.66892366631266 1.13135677648091 1.13309957322853 1.13600423447456 1.1762326174887 2.78685084733219 3.32946976835972 3.50057029160042 3.60323060554485 -8.42178369636674 181.79735895165
