word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
so|.|IN|0.62|1.6636|5.0138|17.0408|1.3|-0.8159|23.2458|23.2458|8.2602|-1.1874
we||PRP|0.0|4.5769|8.7078|9.3411|2.2709|-0.5226|24.1385|26.5911|6.6785|-1.0939
by|,|IN|0.0|11.5563|5.2524|14.3616|1.7354|1.2165|24.9121|25.4461|6.0764|-0.4466
making||VBG|0.0|13.9273|4.5473|7.1949|1.2729|2.7677|18.5502|24.9121|5.727|-0.2842
a||DT|0.0|9.124|3.2053|7.9486|1.1104|5.2928|4.5676|18.5502|1.7233|2.9309
whole||JJ|0.0|6.8265|4.1084|5.7444|1.2653|0.0081|15.3823|15.3823|5.0282|-0.8143
bunch||NN|0.0|4.592|5.6881|7.0376|1.1667|3.1764|11.9931|15.3823|4.222|-0.6414
of||IN|0.0|1.6433|4.36|7.8767|1.5135|2.4092|9.3751|11.9931|3.0421|1.0733
attempts||NNS|0.0|-4.9213|10.5718|13.5043|3.6529|-3.3481|19.6011|19.8288|6.0552|-0.718
thousands|,|NNS|1.39|-9.2714|13.4595|17.6776|3.9388|4.4833|18.8363|21.776|5.1939|-0.8286
of||IN|0.0|-15.6963|3.0881|14.4582|1.2074|3.2168|8.0431|18.8363|3.2215|1.0733
attempts||NNS|0.0|-17.126|2.0526|4.184|0.7029|-1.1136|21.9551|21.9551|5.665|-0.5758
in|,|IN|0.62|-0.0202|1.2227|18.8542|0.2997|6.0096|3.5539|22.2385|1.0429|0.2772
that||DT|0.0|-0.0175|2.4728|2.4728|0.6385|2.1597|15.9778|15.9778|6.0624|-0.3199
four||CD|0.0|3.4721|6.9851|7.4146|2.1795|4.3026|15.5145|16.5508|5.1919|-0.5521
year||NN|0.0|4.6124|1.636|6.9851|0.4118|3.2619|21.8267|22.2819|5.9127|-0.3199
time||NN|0.0|1.3828|4.9323|6.3368|1.4322|3.671|22.1834|22.8562|5.9879|-0.718
period||NN|0.0|-1.1809|3.6637|7.4582|1.2503|2.2668|14.1866|22.1834|4.9742|-0.1209
we|,|PRP|0.0|-2.3614|1.5017|3.9194|0.4286|6.7707|6.0156|15.4115|1.8006|0.1445
invented||VBD|0.0|-2.6202|8.0938|8.0938|2.3373|4.9542|10.8457|10.8457|2.8922|0.1445
the||DT|0.0|-0.5871|2.3279|8.0938|0.7475|2.8128|14.2788|16.063|4.6154|1.3829
concepts||NNS|0.0|-2.5112|5.9504|6.1502|1.4162|-0.2495|20.1656|20.1656|6.405|-0.7354
of||IN|0.0|-1.6151|3.3699|5.9618|1.417|5.7585|1.5291|20.1656|0.7212|2.2675
the||DT|0.0|-3.8379|1.1266|4.6339|0.4218|5.3954|1.6613|2.0635|0.6563|1.7699
airplanes||NNS|0.0|-3.7601|4.3059|4.3059|0.8393|1.1994|18.1603|18.1603|5.9763|-0.3199
that||IN|0.0|-3.7641|2.3993|4.3059|0.7082|-0.2917|11.0597|18.1603|4.0207|1.3829
we||PRP|0.0|-3.6639|6.0913|6.0913|2.3784|3.3831|9.8857|14.3625|2.9469|1.0733
fly||VBP|0.0|-4.5234|2.3676|6.0913|0.716|1.1121|17.11|17.11|6.3061|-0.3863
today||NN|0.0|-2.827|6.0701|6.4764|2.0987|4.7579|10.3182|18.644|2.9206|0.1445
and|.|CC|0.0|-5.1622|3.9988|6.8958|1.2993|4.5651|2.2873|10.3182|0.6819|0.82
that's||VB|0.0|-5.233|2.5877|3.9988|0.7055|-1.5738|15.2108|15.2108|5.7608|-0.1651
why||WRB|0.0|-4.36|3.2995|4.008|1.16|3.046|17.235|17.235|5.2513|0.0284
they're||NN|0.0|-7.0436|2.2694|5.9608|0.6587|0.2096|9.5127|17.235|3.1156|0.0284
so||RB|0.0|-7.1558|0.6184|2.2694|0.1976|0.1054|9.5499|11.267|3.8508|0.6089
safe||JJ|0.0|-12.1492|9.9195|10.2397|3.352|0.3803|16.1373|16.1373|5.0645|-0.9987
as|,|IN|0.0|-5.3188|5.8551|15.2243|1.9512|1.4844|7.1998|16.1373|3.1769|0.4303
we||PRP|0.0|-5.2311|3.0544|5.8551|0.9589|3.0688|9.242|9.242|3.504|0.0284
gave||VBD|0.0|-4.447|2.7432|3.5452|0.8452|4.2967|9.3763|10.8156|2.5484|-0.2466
it||PRP|0.0|-5.1261|1.6636|2.7432|0.7991|3.6362|3.0718|9.3763|1.1525|2.9309
a||DT|0.0|-6.4068|0.5549|2.2008|0.1822|3.9274|0.9933|3.0718|0.3442|2.2675
lot||NN|0.0|-5.7905|1.4574|1.646|0.408|4.0711|6.5852|6.5852|1.9569|-0.3863
of||IN|0.0|-7.0597|6.027|6.027|1.5364|-0.5159|20.4834|20.4834|6.2641|-1.2564
chance||NN|0.0|-5.899|3.1806|6.5593|0.7783|-2.704|17.0221|20.4834|5.9338|-1.0497
to||TO|0.0|-6.3799|3.6959|4.4401|0.9484|0.1858|23.354|23.354|6.5727|-1.0939
find||VB|0.41|-13.4886|11.7762|13.5935|3.7633|2.37|19.4695|25.3539|6.0037|-1.0165
what's||JJ|0.0|-17.61|1.2315|11.7762|0.3325|-1.5474|15.5946|19.4695|5.4396|-0.5521
good||JJ|0.0|-15.9571|4.8678|4.8678|1.615|0.8826|23.7185|23.7185|6.9384|-1.0497
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
