word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.0|0.0|0.0|12.413|0.0|0.0|0.0|37.6034|0.0|0.0
technical||JJ|0.0|4.0789|6.0699|7.2206|1.3933|6.3249|22.061|22.061|7.2372|0.0
assistance||NN|0.0|1.1116|7.5492|9.4454|1.9551|-2.2296|30.6275|31.2243|9.2183|0.1934
might||MD|0.0|-4.8126|6.482|13.4715|2.2923|2.4329|23.7157|30.6275|8.1086|-0.4366
shock||VB|0.0|-10.642|4.4185|10.93|1.8822|-3.0634|28.5515|28.5515|10.1175|-0.8102
you||PRP|0.0|-12.7041|0.9449|5.3674|0.1944|-4.2371|26.5813|34.1399|7.1875|-0.6533
but|,|CC|0.49|0.393|3.3375|16.0084|1.0154|0.9739|27.0201|35.9561|10.9565|0.1052
it's||VB|0.0|0.7863|3.6725|4.0842|1.0586|-0.932|26.875|27.4004|10.3117|-0.0133
the||DT|0.0|-0.7564|4.1175|5.9326|1.6037|2.9821|29.6752|30.9287|10.1422|0.3969
worst||JJS|0.0|-0.6224|4.2015|4.2822|1.569|-1.3095|33.3053|33.3053|11.6556|-1.0617
form||NN|0.0|0.0|0.0|4.2015|0.0|-3.8504|28.9477|34.5788|8.9458|-0.7375
of||IN|0.62|-1.0182|2.109|2.109|0.4441|-3.3947|32.3899|34.9278|10.7062|-0.1179
today||NN|0.0|-0.9845|11.1914|11.1914|2.9882|1.2075|34.3106|35.6296|11.0809|-0.9021
of||IN|0.0|-2.6639|6.5198|11.1914|2.3023|-0.6397|38.1305|38.1305|11.8434|-0.2108
the||DT|0.0|-3.002|4.9274|6.5198|1.5196|-0.4738|28.8133|38.1305|11.0808|0.1052
ugly||JJ|0.0|0.4555|6.0959|8.8212|1.4431|8.178|15.1329|28.8133|4.3274|-0.2535
face||NN|0.0|-2.3699|1.9868|7.1816|0.4242|-7.8111|32.5866|35.5074|9.1362|-1.3006
of||IN|1.05|0.8154|3.4681|6.2473|1.1453|6.9617|11.544|35.5549|3.8153|-0.5543
the||DT|0.0|2.4101|4.9102|5.6359|1.4361|0.6528|36.3059|36.3059|11.4973|-1.283
developed||JJ|0.0|-4.9525|11.0154|12.47|3.2289|1.2543|30.958|36.3059|8.8404|0.1483
world||NN|0.0|-6.9478|4.917|13.2248|1.5307|-5.4074|32.639|36.1485|12.9342|-0.9291
to||TO|0.0|-7.1896|3.1371|4.917|0.7055|-8.6575|40.537|40.537|16.4012|0.2406
the||DT|0.0|-8.7764|5.0636|5.4661|1.425|9.7889|9.5259|42.3778|2.9846|1.0532
developing||NN|0.0|-18.6328|10.4216|14.677|3.1741|-6.5939|39.3058|42.5191|12.3377|-0.6058
countries||NNS|0.0|0.0|0.0|21.5959|0.0|0.0|0.0|39.3058|0.0|0.0
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
