word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
somebody|.|NN|1.19|-1.4817|4.1039|9.459|1.1196|1.1913|13.939|16.062|4.6015|1.6226
said||VBD|0.0|-3.3459|4.8007|5.6375|1.2684|-0.6743|14.9158|15.5557|6.1123|-0.8074
the||DT|0.0|-10.0921|4.0498|10.0863|1.2261|-4.8094|24.0774|27.1681|8.9678|-0.3465
test||NN|0.0|-13.4288|4.6749|8.8279|1.3051|-3.9583|27.381|27.381|8.1469|-1.1146
we're||NN|0.0|-16.0611|2.1088|6.1472|0.6926|2.1773|11.5539|27.381|3.6438|-0.6656
facing||VBG|0.42|-17.1612|2.3113|3.2735|0.5025|1.1291|24.6207|24.6207|5.8654|-0.1929
now||RB|0.0|-16.9131|8.1095|8.1095|2.8276|-1.0645|29.8754|30.703|8.4245|-1.1648
a|,|DT|0.0|-11.0093|1.7465|10.2275|0.6911|-7.7401|6.6613|29.8754|3.0479|2.2211
scientist||NN|0.0|-6.8527|4.7809|7.2349|1.2803|-1.4557|23.6302|23.6302|6.7089|-0.5001
told||IN|0.0|-6.1566|2.6192|4.7809|0.8781|3.3347|16.9789|23.6302|4.9718|-0.4124
me||PRP|0.0|-8.7035|1.9086|4.8956|0.7298|4.5771|2.107|16.9789|0.9281|1.0361
is|,|VBZ|0.34|5.3226|5.0562|16.8829|1.178|-2.3237|21.5|21.5|5.942|-0.4124
whether||IN|0.0|2.6078|9.9472|11.1255|2.6787|2.2261|24.6739|24.6739|6.1017|-0.443
the||DT|0.0|0.0|0.0|9.9472|0.0|0.0|0.0|24.6739|0.0|0.0
combination||NN|0.0|-0.9771|7.9859|7.9859|1.7996|1.2922|30.8137|30.8137|7.2736|0.0
of||IN|0.0|-8.9803|4.4999|12.9741|1.5454|2.4859|12.1102|30.8137|4.6089|0.246
an||DT|0.0|-9.3598|0.8138|4.4999|0.293|-0.307|5.8662|12.1102|2.2085|2.8795
opposable||JJ|0.0|-12.1469|10.7518|10.7518|2.6794|-2.3763|30.5809|30.5809|8.4578|0.1779
thumb||NN|0.0|-16.2747|2.7198|10.7518|0.6774|-0.4541|26.2014|30.5809|10.1208|-0.705
and||CC|0.0|-7.895|2.2629|10.8308|0.8066|3.3246|0.5231|26.2014|0.2632|1.3433
a||DT|0.0|-10.5381|0.6005|3.8497|0.3264|2.6986|0.711|1.3068|0.3137|5.1838
neocortex||NN|0.0|-6.064|8.1043|8.4336|2.2596|-2.0218|24.0284|24.0284|8.0051|-0.679
is||VBZ|0.0|-8.7568|3.1253|8.12|0.9021|-2.8891|10.4706|24.0284|3.7534|-0.1929
a||DT|0.0|-9.1664|1.629|3.1253|0.4318|-2.0339|13.2608|13.2608|4.9882|-0.0009
viable||JJ|0.0|-5.7459|5.1052|6.9447|1.4059|-0.2196|22.1154|22.1154|6.082|-0.6656
combination||NN|0.0|-5.7438|0.1206|5.1052|0.0331|-3.4706|22.7703|25.1258|6.4245|-0.0275
that's|.|NNS|2.77|-3.4671|3.0014|4.2162|0.901|-4.1193|19.4873|26.5454|6.6478|-0.3465
really||RB|0.0|-1.4883|2.401|4.3352|0.5998|4.5148|14.1458|19.4873|3.5508|0.5752
true||JJ|0.0|-3.6921|8.0495|8.7985|2.5816|-1.3285|16.347|16.8825|5.4049|0.0
i|.|NN|3.16|6.6838|0.5951|15.9664|0.275|7.8224|3.4447|19.0726|1.2915|0.5752
said||VBD|0.0|-0.3941|10.6898|11.6566|3.2408|1.8752|15.2711|15.2711|6.2264|-1.1146
the||DT|0.0|-4.1506|3.1807|11.7667|0.7905|4.6177|12.0072|15.2711|3.7214|-0.1929
other||JJ|0.0|-2.2462|1.7877|4.364|0.553|6.5992|5.1041|12.2952|1.8236|1.7274
night||NN|0.0|-4.0815|2.4276|4.397|0.7198|6.7956|5.3441|6.0374|1.4938|-0.7756
and|,|CC|0.0|-8.3118|3.637|6.2706|1.1364|4.5633|3.2309|5.3641|1.1343|0.5752
i'll||JJ|0.0|-9.3743|2.3029|3.6625|0.5097|1.9577|11.7734|12.5892|3.9596|-0.3465
repeat||NN|1.09|-4.5827|3.4288|6.1662|1.1214|-5.4946|28.2848|28.2848|9.6688|-0.0532
now||RB|0.0|-10.192|6.9875|10.0723|1.9776|1.1039|11.9808|28.2848|3.4684|-0.9391
this|:|DT|0.0|-6.2604|1.3089|7.964|0.3958|-0.8941|13.6244|13.6244|5.4788|-0.623
is||VBZ|0.0|-7.7203|4.8568|4.8568|2.017|-1.2773|11.2633|13.6244|4.29|0.246
not||RB|0.0|-6.5413|4.1328|5.118|1.1186|2.6234|19.6165|19.6165|4.8481|-1.1648
a||DT|0.0|-8.1433|4.2679|5.8052|1.7183|-1.2925|10.7647|19.6165|4.0174|1.0361
political||JJ|0.0|-8.1794|5.0746|5.0746|1.2553|-4.1138|23.689|23.689|7.6643|0.6242
issue||NN|0.0|0.0|0.0|11.0335|0.0|-2.9097|10.5553|23.689|2.5437|-0.865
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
