word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|1.1|-2.9576|4.4006|17.801|1.3696|10.6514|10.9194|30.4925|3.1185|-0.5543
that||DT|0.0|-0.8978|5.2362|5.3459|0.8399|-1.5688|30.8692|30.8692|9.7162|-1.2105
provides||VBZ|0.43|-4.8504|9.1691|9.1691|2.514|4.6836|21.1738|30.8692|6.5406|-0.468
the||DT|0.0|-5.2897|4.361|9.1691|1.5497|5.3503|19.2946|21.1738|6.8783|0.7947
ground||NN|0.0|-7.741|5.3449|7.0845|1.4657|-3.2501|40.2316|40.2316|12.8237|-1.36
for||IN|0.0|9.0367|3.9389|21.9658|1.2744|-1.2632|39.7111|40.2316|13.8987|-0.6058
a||DT|0.0|6.2992|1.6709|5.8905|0.6024|9.6743|14.4107|39.7111|5.2535|2.9494
type||NN|0.0|2.3697|4.8286|6.6856|1.2844|3.6356|22.0178|22.0178|7.625|-0.9783
of||IN|0.0|-3.5409|8.0804|11.9851|3.1896|3.0718|21.0967|22.0178|7.2706|0.1052
action||NN|0.0|-8.9438|6.4073|11.8942|1.4746|2.0155|30.1352|30.1352|9.7448|-1.0009
because|,|IN|0.0|9.0061|3.6804|21.8854|0.8213|3.7387|22.47|30.1352|7.5181|-0.0133
consensus||NN|0.0|4.5052|13.5982|13.5982|3.9657|4.2138|23.6151|23.6151|7.4315|-0.6682
of||IN|0.0|-2.7012|6.6009|16.7107|1.836|1.1929|24.2487|24.2487|7.9849|-0.4366
each||DT|0.0|-3.5631|8.2052|10.7847|1.7463|4.9223|18.2836|24.2487|6.2242|-0.697
moment||NN|0.0|-5.0058|12.2423|12.2423|4.6953|8.0619|22.4033|22.4033|5.6594|-0.7375
allows||VBZ|0.34|-2.1955|1.4158|12.2423|0.4255|9.7808|13.8252|22.5847|3.8322|-0.3688
us||PRP|0.0|-4.6725|4.355|4.9535|1.2242|3.5047|21.2112|21.6341|7.3889|-0.3688
to||TO|0.0|-4.07|3.9374|4.355|1.168|1.5501|23.6109|23.7355|7.7949|-0.2108
act||VB|0.0|-7.5418|2.8775|7.0012|0.855|-0.102|28.0526|28.0526|8.7373|-1.0799
and|.|CC|0.0|0.0|0.0|9.2689|0.0|0.0|0.0|28.0526|0.0|0.0
it||PRP|0.0|-1.5302|2.2947|2.2947|0.4902|6.9686|15.1188|15.1188|6.5904|0.0
is||VBZ|0.0|-1.2063|5.2596|5.2596|1.5085|7.643|20.093|20.093|6.7941|0.2406
necessary||JJ|0.0|0.9988|5.5672|6.4189|1.0534|2.8577|27.3168|27.4031|7.5252|-0.3508
no|,|DT|0.4|-1.765|1.8183|5.7798|0.4794|13.048|2.7893|27.3168|0.8137|0.7947
matter||NN|0.0|-3.0728|2.34|3.0362|0.7109|12.0719|9.0563|9.0563|2.2999|1.3693
how||WRB|0.0|-4.9817|4.409|6.0065|1.2549|8.9206|19.5229|19.5345|5.0866|-0.697
fragile||RB|0.0|-2.8582|7.8452|8.3179|2.1133|4.6237|22.8081|22.8081|7.4795|-0.1179
or||CC|0.0|0.0|0.0|7.8452|0.0|-5.3131|14.5125|25.9997|5.924|0.5792
how||WRB|0.65|7.3577|2.9275|8.7297|0.776|8.3329|17.5694|25.2951|4.7703|-0.2108
provisional||JJ|0.0|8.8138|11.0734|11.0734|2.9962|8.7478|21.7757|21.7757|5.5762|0.3159
our||PRP$|0.0|2.4975|0.8791|11.869|0.236|10.0201|13.6979|21.7757|3.8795|-0.2108
consensus||NN|0.0|-5.8022|23.7569|24.4539|4.6099|-0.8499|37.4977|37.4977|10.6064|-1.3959
to|,|TO|0.0|0.0|0.0|23.7569|0.0|0.0|0.0|37.4977|0.0|0.0
be||VB|0.0|-12.9294|4.2479|15.9246|1.3963|8.3607|16.1724|16.1724|4.5399|0.0
able||JJ|0.0|-10.5385|5.7204|8.4096|1.9789|5.9644|22.7814|23.1545|7.542|-0.0672
to||TO|0.0|-7.9484|0.8685|5.7204|0.251|2.5448|17.3396|22.7814|6.5326|0.7947
move||VB|0.0|-11.5592|4.2519|6.3285|1.0508|9.3404|14.8376|18.0309|4.7516|-0.3688
forward||RB|0.0|-14.0588|8.3328|9.2454|3.1419|3.1635|19.8231|19.9685|5.9678|-0.4981
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
