word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
because|.|IN|0.73|-0.7968|4.123|4.123|0.9729|1.0479|28.6083|28.6083|9.9606|0.3159
it||PRP|0.0|-1.1052|7.5798|7.5798|1.877|-2.9008|30.0389|31.1233|10.3227|-0.294
lacks||VBZ|0.0|2.444|4.2482|9.2127|1.4093|2.1523|33.5328|33.5328|9.7115|-1.1589
the||DT|0.0|1.8172|5.0956|5.0956|2.167|-0.2999|30.3707|33.5328|12.0438|1.3693
institutional||JJ|0.0|-7.2715|11.5621|16.8057|3.5212|-0.4047|34.6044|34.6044|10.3421|-0.565
organizational|,|JJ|0.5|-1.6118|5.1624|13.2483|1.2069|7.4556|23.2735|35.6513|5.0124|0.1706
managerial|,|NN|0.0|-4.0069|10.1088|10.1789|2.6482|7.6056|23.1406|23.6375|4.9418|-0.4202
forms||NNS|0.0|-8.7462|3.5064|10.1807|1.0833|-5.3953|31.9579|32.8644|10.5211|-1.3089
to||TO|0.0|0.0|0.0|10.0157|0.0|0.0|0.0|31.9579|0.0|0.0
turn||VB|0.0|1.0718|8.874|8.874|2.8576|7.8442|24.2602|24.2602|7.0225|0.0
it||PRP|0.0|-7.9812|2.7195|12.2427|0.8516|-1.3252|22.4939|24.2602|8.3695|-0.0133
into||IN|0.0|-8.4021|1.5662|3.0774|0.4191|-0.4226|26.5432|26.6444|7.9605|0.9178
capital||NN|0.0|0.0|0.0|9.4204|0.0|-10.0908|33.1212|38.0928|10.3321|0.2406
and|.|CC|1.37|1.0522|4.7554|4.7554|1.0965|-8.2507|41.7845|41.7845|15.7916|-1.3787
what||WP|0.0|-0.7225|2.5489|5.3953|0.4549|-2.8678|41.5507|42.0211|15.3589|-0.6058
is||VBZ|0.0|-0.4728|6.4205|6.4205|1.4835|-0.2383|31.9589|41.5507|8.7073|-0.6533
required||VBN|0.74|-3.4602|8.749|11.6165|2.7253|2.2273|30.8964|33.5411|9.9888|-0.9544
is||VBZ|0.0|8.3151|7.538|21.3679|2.8281|0.2238|29.2989|31.9379|9.8427|0.2406
a||DT|0.0|4.0199|1.5468|9.2484|0.5203|-10.9935|12.2499|29.5361|4.5151|2.9494
combination||NN|0.0|1.4577|7.1547|7.1547|1.9311|7.873|33.2974|33.2974|6.3212|0.205
of||IN|0.0|0.8304|5.8467|8.7692|1.8015|4.25|21.7044|33.2974|8.0665|1.3693
physical||JJ|0.0|-3.1735|10.5512|10.9646|3.2794|0.9273|25.595|25.6593|7.9727|0.3422
capital||NN|0.0|-10.6831|9.1538|17.8963|2.8345|-1.4575|28.7426|28.7426|10.1005|0.2406
institutional|,|JJ|0.0|-2.86|11.2051|15.9047|2.6884|-2.3023|32.9006|34.3509|10.2366|0.1308
capital||NN|0.0|-9.0443|3.6766|11.2077|1.1244|-3.5455|33.4139|34.225|10.8367|0.2406
human|,|JJ|0.0|-11.3251|7.9845|8.0121|1.9029|5.3264|24.6473|34.147|8.3844|-0.1179
capital||NN|0.0|-14.9767|4.6126|9.4659|1.264|-3.8183|32.8062|33.0545|10.637|-0.2396
and||CC|0.84|3.5456|4.5706|22.0322|1.3888|11.0455|16.2527|34.8704|4.844|-0.3688
security||NN|0.0|5.2425|6.2823|6.8415|1.397|0.2882|27.8047|29.7969|8.2832|0.0149
of|,|IN|0.0|8.0185|4.1745|8.8879|1.1535|-4.856|29.342|30.5515|9.8081|0.1052
course||NN|0.0|8.8581|5.2849|5.3387|1.3534|-7.783|37.2234|37.5134|11.1145|-0.3688
is|,|VBZ|0.0|11.0477|2.1379|6.0785|0.5263|-7.6674|40.4918|40.4918|13.8676|-0.0133
critical||JJ|0.0|14.0851|3.837|5.9171|1.0126|-7.4712|30.5447|40.4918|8.3271|0.064
but|,|CC|0.8|0.9735|1.0362|15.4463|0.2634|3.3133|22.6415|34.4474|8.9567|0.7947
so||RB|0.0|3.5495|4.8337|5.1403|1.7214|-0.5732|21.2173|23.0941|8.4221|0.1052
is||VBZ|0.0|3.7336|4.0356|4.885|1.3057|7.3029|17.8824|21.9459|7.0087|0.3969
information||NN|0.0|-6.2962|13.0072|15.432|3.1111|2.0307|34.4158|34.8285|8.0205|0.1052
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
