word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
then|?|RB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
i||RB|0.0|-6.8364|2.9508|8.2389|1.1604|4.9032|6.8797|6.9854|1.7357|0.0
remembered||VBD|0.0|-7.0395|0.8709|2.9508|0.3136|-2.1121|15.7967|19.3373|6.1629|0.641
it||PRP|0.0|-7.2145|5.6317|5.6317|1.9143|-3.3346|19.8332|19.8332|6.5268|1.3433
could||MD|0.0|-10.2605|0.9746|5.6317|0.3024|-2.0702|14.6141|19.8332|6.3676|1.1816
be||VB|0.0|-13.2545|4.5612|5.6269|1.4173|-8.1782|22.1558|22.1558|8.648|0.5752
a||DT|0.0|-18.619|4.0306|9.216|1.0753|-2.4064|19.8873|23.1558|6.5961|-0.5269
bunch||NN|0.0|0.0|0.0|20.2685|0.0|-4.3766|14.1661|19.8873|5.2547|-0.5269
of||IN|0.0|0.0|0.0|0.0|0.0|-1.9661|22.8974|22.8974|7.3676|1.7274
things||NNS|0.0|5.6836|10.8856|11.432|2.9067|5.7633|9.8087|28.8941|2.9687|-1.0378
but|.|CC|7.84|7.4195|9.6596|10.9484|2.7758|6.5108|10.3697|10.3697|3.455|-0.3465
what||WP|0.0|7.3162|4.4843|9.6596|1.6681|0.1265|17.5368|17.9905|6.5188|-0.0009
it||PRP|0.0|7.5513|3.7047|4.4843|1.0214|5.9971|17.4695|17.9126|5.0923|1.0361
turned||VBD|0.0|4.9879|0.7692|4.3787|0.1845|4.4642|16.9539|17.4837|6.501|-0.705
out||RP|0.0|3.4729|4.4352|5.0192|1.4298|1.8539|19.2723|19.2723|6.7308|-0.1025
to||TO|0.0|0.7554|8.4803|8.4803|3.2346|5.2609|16.0512|19.2723|4.9434|0.5752
be||VB|0.0|-0.1042|4.6287|9.383|1.472|5.5933|14.9291|16.1012|4.764|-1.153
was||VBD|0.37|0.1483|2.3996|4.6287|0.6852|4.8032|15.3858|15.3858|4.7854|-0.5269
that||IN|0.0|0.0298|1.2847|2.3996|0.2913|8.2136|7.8041|16.0575|1.9619|0.246
my||PRP$|0.0|1.3429|4.9011|4.9011|1.5242|1.7414|19.7939|19.7939|7.5963|-0.0009
staff||NN|0.0|-0.8853|2.9205|6.1569|1.1125|2.7254|9.1741|19.7939|3.5558|-0.8912
was||VBD|0.0|-1.858|7.8067|7.8067|2.2857|2.5991|25.6422|25.6422|6.1526|0.7847
extremely||RB|0.0|-3.9514|4.8483|10.6458|1.6555|2.9431|17.8466|25.7742|6.1537|-0.634
upset||JJ|0.58|-0.2166|13.6247|15.8377|4.4729|1.7651|21.7409|22.9359|7.0128|-0.623
because||IN|0.0|-3.5797|4.4362|14.4638|1.3594|4.9883|28.8719|28.8719|7.4518|-0.9818
one||CD|0.45|1.2973|2.9222|8.8553|1.0852|7.9354|7.4022|29.2466|2.095|-1.0707
of||IN|0.89|-0.4427|2.7217|4.676|0.8769|8.0984|3.214|7.4022|0.9572|0.3979
the||DT|0.0|0.5757|7.1527|7.1527|2.4654|7.3928|7.916|7.916|2.5144|1.3433
wire||NN|0.0|-5.3339|8.5955|12.5226|2.9223|0.3281|17.3244|19.175|5.321|-0.7756
services||NNS|0.0|-11.3387|4.0254|13.0745|1.5424|4.6403|22.6728|22.6728|7.0495|-0.865
in||IN|0.51|-13.3486|6.3424|6.7412|1.8119|5.6425|14.4495|23.3329|3.876|0.3979
nigeria||NNS|0.0|-14.709|2.2413|6.3424|0.5263|5.8697|5.8649|14.4495|2.2078|-0.1639
had||VBD|0.0|-9.5062|7.1181|9.4133|2.6851|6.9741|9.8269|9.8269|2.3892|-0.0009
already||RB|0.0|-10.2471|4.5444|7.1181|1.5157|7.1897|9.3185|10.1121|2.2944|0.7107
written||VBN|0.0|-13.903|2.2165|6.6571|0.841|4.599|8.0652|10.739|2.3732|0.3192
a||DT|0.0|-13.3387|10.2486|10.2486|3.5509|3.451|24.7061|24.7061|6.2114|1.3433
story||NN|0.0|-4.5618|2.2845|16.1826|0.649|4.9141|11.3446|24.7061|4.0271|-0.8225
about||IN|0.0|-4.7654|1.4364|2.2845|0.4439|6.0459|6.7505|11.3446|2.0963|-0.1929
my||PRP$|0.0|-6.3886|3.8272|5.4742|1.173|-1.7874|28.1085|28.1085|6.906|-0.2737
speech||NN|0.0|-0.2742|2.8553|10.1355|1.0963|8.4835|2.3544|29.4636|0.7645|-1.3341
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
