word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
many|.|JJ|0.85|-0.685|4.4938|4.4938|1.1194|5.5854|22.2719|22.2719|5.8456|0.5752
of||IN|0.0|3.0239|7.678|9.0728|2.7644|7.3984|3.6138|22.2719|1.1902|1.0361
you||PRP|0.0|2.1997|5.0546|7.678|2.0036|3.6126|9.7385|10.2286|4.2845|0.3979
here||RB|0.0|0.3645|1.7156|5.175|0.6692|5.906|8.7872|10.0248|3.4783|-0.705
have||VBP|0.0|0.0837|3.2513|3.2513|1.0194|6.16|6.6086|8.7872|1.7525|-0.0009
the||DT|0.0|-1.4401|2.9255|5.4157|0.8314|5.6265|9.758|9.758|3.0988|0.5752
opportunity||NN|0.0|-2.6731|0.9008|2.9255|0.2876|5.8544|6.8192|9.758|2.1087|-0.158
to||TO|0.0|-3.3943|5.2723|5.2723|1.4753|0.722|25.9339|25.9339|7.3894|0.246
ensure||VB|0.0|-4.2545|0.9454|5.2723|0.2613|-5.2045|25.7727|29.2391|10.4627|-0.1025
that||IN|0.0|-4.042|6.135|6.135|1.9535|2.9035|13.6592|27.7316|4.3708|1.0361
a||DT|0.0|-5.9624|2.2588|6.135|0.697|3.5731|6.207|13.6592|2.2311|2.2211
lot||NN|0.0|-7.5188|1.1748|3.4595|0.4024|5.3885|1.67|6.207|0.7017|-0.1025
of||IN|0.0|-6.2098|1.9649|2.5489|0.5965|6.4809|3.6919|3.6919|1.4256|2.2211
people||NNS|0.0|-5.1311|0.328|2.371|0.1132|-0.2773|15.4286|17.786|6.4866|0.246
see||VBP|0.0|-6.5089|4.2444|4.2444|1.1956|-2.1404|19.5561|19.5561|6.7296|-0.1929
it||PRP|0.0|-9.7362|2.2606|6.5702|0.5989|-3.7771|14.8464|19.5561|6.1239|0.1144
consider|.|VB|2.29|-11.6106|1.4672|3.2534|0.4837|-1.1319|10.8962|14.8464|4.0977|0.5129
sending||VBG|0.0|8.9695|6.5655|24.1767|2.0291|2.8354|19.858|19.858|6.4755|-0.3803
somebody||NN|0.0|5.2647|7.0213|11.5327|1.6743|4.2082|15.6942|19.858|5.7464|0.0266
to||TO|1.05|0.4657|4.4546|8.2589|1.3047|5.0592|17.2224|17.2224|5.5887|0.3979
nashville||VB|0.0|-2.1035|0.8525|6.1809|0.3344|-6.2525|32.4541|35.638|13.4376|-0.5607
pick|.|NN|0.98|-3.8755|7.0832|7.0832|2.3016|3.4819|19.4067|34.9754|5.8188|-0.1929
well||NN|0.0|0.1504|0.4378|8.0355|0.1228|-3.9191|19.9221|20.6296|7.78|-1.1648
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
