word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
there's|.|VB|0.82|4.2631|13.3499|24.3657|4.0376|4.7196|12.1703|18.2898|3.7777|0.1445
a||DT|0.0|0.3042|11.1084|13.3499|3.6445|1.8256|12.4064|13.3561|4.7887|-0.4466
group||NN|0.0|2.6197|16.419|16.419|5.8164|1.7174|21.0407|21.0407|6.5106|-0.9987
of||IN|0.0|2.2077|15.2346|17.2907|5.1507|1.6188|17.655|21.0407|6.0396|0.2772
people||NNS|0.0|4.3678|11.9016|15.2346|3.19|-0.2765|23.444|23.444|6.8752|-0.6204
that||WDT|0.34|9.705|1.5178|12.9193|0.429|4.0342|10.7788|23.444|3.779|0.0284
have||VBP|0.0|9.1082|2.042|2.5784|0.8263|1.6242|14.731|15.616|4.8291|1.0733
come||VBN|0.0|12.5542|4.8055|6.7628|1.7051|1.1629|20.4133|20.4133|7.7489|-0.718
forward||RB|0.0|11.9455|9.8011|9.8011|2.881|2.5351|20.0156|21.8135|6.0991|-0.4747
and||CC|0.0|-3.129|3.3154|20.1896|1.0385|5.2345|4.6048|20.0156|1.3478|0.1445
you||PRP|0.0|2.3642|7.7906|10.9559|2.8527|5.7208|4.6272|4.6372|1.7506|0.82
don't||VBP|0.0|6.0994|6.9061|9.1645|1.2767|1.9928|17.7953|17.7953|5.6653|-0.8143
know||VB|0.0|2.0541|2.0297|7.2358|0.5384|4.1058|17.0388|17.7953|5.3551|-0.7523
all||DT|0.0|0.7703|2.7697|3.6867|0.9115|5.7927|17.9471|17.9471|4.4898|-0.718
of||IN|0.0|-4.0984|4.9333|8.2014|1.5391|1.3591|13.1998|17.9471|4.9268|1.3829
them||PRP|0.0|-6.313|3.3025|6.6044|0.8985|-1.8634|16.812|19.9825|4.3681|-0.718
but||CC|0.0|-4.4943|1.2471|3.9348|0.2924|-4.1919|21.4338|21.4338|8.0541|-0.074
the||DT|0.0|-3.5485|2.322|3.1923|0.6892|-0.3049|17.8429|21.4338|7.4697|1.0733
ones||NNS|0.0|1.8754|8.2156|9.0159|2.5516|3.2233|15.0258|19.9867|5.0868|-0.718
that||WDT|0.0|4.2467|4.089|9.9637|1.2368|1.5743|14.5097|15.5634|5.0536|1.3829
have||VBP|0.0|1.1977|3.5596|7.1166|1.3424|1.2524|13.8417|15.1161|5.2097|1.3829
come||VBN|0.0|1.5555|5.2467|5.2467|1.199|-0.2167|23.6677|23.6677|7.8886|-0.6811
forward||RB|0.0|-2.7613|10.4478|10.4478|3.4575|1.5981|21.1542|24.8206|5.7784|-0.7354
were||VBD|0.45|11.7882|6.0281|20.7262|1.3851|6.3518|9.9202|21.33|2.4663|-0.5521
inspired||VBN|0.0|4.1339|19.9193|20.326|5.9454|0.6115|28.5002|28.5002|7.8429|-1.1139
as||IN|0.5|-5.9562|5.869|22.008|1.509|-4.8194|22.688|28.5002|6.542|-1.2973
young||JJ|0.0|-1.8739|15.5602|16.9596|5.9847|4.6364|13.8271|23.966|3.2948|-0.9799
children||NNS|0.0|0.3474|14.2847|15.5602|5.0641|1.9288|16.1607|16.5855|4.4448|-0.5016
this|,|DT|0.39|-3.9334|2.2868|14.2847|0.551|-3.8003|17.0736|20.1116|6.7776|0.1445
little||JJ|0.0|-0.6299|3.5297|5.9119|0.8892|4.9081|19.1891|19.1891|2.7718|-0.8424
three||CD|0.0|-0.6553|2.2413|3.6221|0.5467|0.5783|19.5176|19.5176|7.2268|0.0
<END>|-|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
