word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
aviation|?|NN|0.0|4.4889|8.4619|13.1107|1.9299|4.8053|10.5921|14.4161|2.9151|-0.1933
week||NN|0.0|0.6598|3.2438|9.3544|0.7448|1.6609|22.5668|22.5668|7.4522|-0.6414
asked||VBD|0.0|2.7028|4.9216|6.644|1.7734|0.3671|20.8277|22.5668|6.5009|-0.9987
me||PRP|0.0|3.0595|1.711|4.9216|0.3538|1.8843|12.8483|20.8277|4.9006|-1.0799
to||TO|0.0|2.7582|4.6364|4.6637|1.269|-4.2386|14.5342|15.5512|5.4016|0.82
make||VB|0.0|-1.1783|2.92|5.6653|0.642|2.3595|16.9161|16.9161|5.8418|-0.2466
a||DT|0.0|-2.9228|1.6827|4.7212|0.6238|4.3811|9.6157|16.9161|2.8625|2.2675
list||NN|0.0|2.7106|9.5379|10.0101|3.2913|0.4074|21.6451|21.6451|7.2528|-1.0651
of||IN|0.0|-0.9983|9.0249|10.5797|2.6346|2.1083|18.8347|21.6451|6.0438|-0.3199
who||WP|0.0|1.2183|8.9971|9.3881|3.2296|6.0583|7.1423|18.8347|1.9148|-0.074
i||VBP|0.0|3.2378|0.9679|8.9971|0.2353|6.743|4.1935|8.033|1.1006|0.0284
thought||VBN|0.0|3.0327|1.0562|1.4441|0.3774|-4.8366|14.8129|20.0754|6.1276|-0.6414
were||VBD|0.0|9.5818|1.834|8.2312|0.7652|5.3696|5.8917|17.8|2.0377|0.82
the||DT|0.0|7.8287|1.799|3.834|0.5223|4.2273|5.0996|5.8917|1.7256|1.7699
movers||NNS|0.0|12.881|8.2521|9.2371|2.9079|4.2607|14.3711|14.3711|3.8137|-0.3863
and||CC|0.0|13.3983|4.2615|8.2521|1.4535|2.5025|10.2998|14.3711|2.7906|0.6089
shakers||NNS|0.0|12.4233|9.4207|9.4207|2.4047|0.8972|19.7527|19.7527|5.6105|-0.2842
of||IN|0.0|7.8913|2.2777|9.4207|0.7691|3.5892|3.8888|19.7527|1.4649|2.2675
the||DT|0.0|6.2118|1.2093|2.9841|0.4199|1.4535|4.5597|6.0974|1.539|2.2675
first||JJ|0.0|1.0313|6.6279|8.6817|1.9269|-2.2747|22.6469|22.6469|7.6451|-0.8424
one||CD|0.0|0.0|0.0|6.6279|0.0|0.0|0.0|22.6469|0.0|0.0
hundred||CD|0.0|2.4561|6.2151|6.2151|1.7477|3.3971|19.0531|19.0531|5.4067|0.0
years||NNS|0.0|0.0581|3.3855|7.1374|0.9585|3.5854|13.0217|19.0531|3.7202|-0.5521
of||IN|0.0|-1.5485|1.9359|3.8369|0.6977|2.0739|8.6079|13.0217|3.1095|0.82
aviation||NN|0.0|-1.1917|3.6541|4.1012|0.7368|3.6275|11.1995|11.1995|3.1015|-0.2204
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
