word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
what|.|WP|1.45|2.6586|1.7956|9.1588|0.5453|6.5782|14.4099|23.568|5.3303|-0.1199
we||PRP|0.0|5.5493|4.2315|4.9814|1.3394|9.4253|10.4666|14.4577|2.7959|0.0043
wanted||VBD|0.0|5.6918|8.4456|8.4456|2.5874|5.0403|20.0982|22.1636|4.3654|-0.1199
to||TO|0.0|1.179|3.0768|8.4456|0.9405|2.4292|17.1709|20.0982|5.379|0.4919
do||VB|0.0|-0.1454|5.1047|6.1267|1.8365|6.2107|10.8526|17.6034|3.9267|-0.1199
was||VBD|0.0|0.8105|1.6821|5.1047|0.5156|3.3811|12.9035|15.1676|5.2906|0.1452
we||PRP|0.0|0.5356|1.2905|1.6821|0.3351|5.0286|13.8635|13.9666|4.391|0.1452
wanted||VBD|0.0|1.9645|3.4034|3.4034|1.0215|6.0834|17.814|17.814|4.7978|0.0043
to||TO|0.0|0.8907|5.8096|6.0793|1.5117|1.7827|14.0064|18.1832|5.4033|0.7085
find||VB|0.0|1.724|5.5555|6.6631|1.3392|3.8768|21.7928|21.7928|7.758|-1.1141
a||DT|0.0|2.4671|1.6097|5.5555|0.5728|4.8685|4.94|21.7928|2.1496|3.5253
way||NN|0.0|-0.2213|2.6275|4.6374|0.9369|6.2946|9.5154|9.5154|2.9853|-0.2304
to||TO|0.0|-13.7695|1.7041|15.7855|0.452|4.0494|17.3666|17.3666|6.1529|0.4919
harness||VB|0.0|-10.852|2.7226|4.6187|0.6152|3.3889|17.6255|18.5285|5.9489|-0.3292
this||DT|0.0|-11.1862|8.2712|8.2712|1.3842|-3.0388|22.2437|25.6205|6.9129|-1.3734
waste||NN|0.0|-0.4167|9.4392|18.0916|2.6011|-1.023|22.2241|22.7497|7.1292|-1.3734
resource||NN|0.0|0.4685|5.8091|9.4392|1.8945|1.9238|19.8207|23.3389|5.7771|-0.7562
and||CC|0.0|-0.7104|2.1003|5.8091|0.5549|3.2417|15.5621|19.8207|4.6711|0.0043
turn||VB|0.0|4.7122|6.1074|8.545|2.0236|3.3649|13.1594|16.676|3.7243|-0.1199
it||PRP|0.0|5.8545|3.4742|6.2303|1.2802|3.4245|13.417|14.7633|4.9493|0.7085
into||IN|0.0|4.9715|1.7251|3.4742|0.3548|3.6087|13.6041|14.0869|3.7806|0.831
a||DT|0.0|0.713|4.0937|6.4672|1.2691|2.6068|12.9592|14.3203|4.0794|1.6474
fuel||NN|0.0|1.6532|4.5924|4.9191|1.6254|-0.3798|20.7337|20.7337|7.5051|-1.0179
that||WDT|0.0|-2.4637|8.1847|11.6129|2.7284|3.4868|13.421|20.7337|4.3587|0.4919
would||MD|0.0|-3.2559|5.6817|8.1847|1.7736|2.1789|13.2133|15.9042|3.3804|0.3062
be||VB|0.0|-0.9573|3.8441|6.7801|1.1094|2.4997|16.1466|16.1466|6.0808|0.9646
something||NN|0.0|1.6513|7.0947|8.8485|1.2582|2.3507|23.6295|23.6295|7.4013|0.5603
that||IN|0.0|-0.4101|2.7423|7.0947|0.6668|3.5665|17.0004|23.6295|5.025|-0.2304
people||NNS|0.0|1.1771|4.343|4.5658|1.0662|-0.4904|22.6014|23.6913|6.8044|-0.2304
could||MD|0.0|0.3211|2.3143|4.343|0.6721|-1.6662|27.2439|27.2439|6.9971|0.831
easily||RB|0.0|-0.1833|6.2947|6.2947|1.3757|1.2534|22.7891|27.2439|5.4752|0.0493
cook||VB|0.0|-0.2008|2.4729|6.2947|0.707|-3.7179|23.89|25.4279|7.2435|-0.8563
with||IN|0.0|-4.7517|6.252|7.5795|1.9752|2.5844|19.9518|25.4215|5.1299|-0.2304
something|,|NN|0.61|1.5417|3.7765|9.822|1.0769|2.5108|21.0465|22.8215|6.2254|1.0606
like||IN|0.0|-0.8283|2.4901|5.355|0.6367|2.8873|20.1257|21.0465|7.0145|-0.2304
charcoal||NN|0.0|-3.5671|9.3499|9.3499|2.5395|-0.5268|22.3492|22.8792|7.0873|-0.8082
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
