word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
if|.|IN|0.0|-5.6309|7.9916|11.4054|2.0629|-8.4797|39.6313|39.6313|13.1536|0.0
the||DT|0.0|-2.0307|3.5062|11.5439|1.2819|2.4935|35.8674|39.6313|10.1131|-0.1179
goal||NN|0.0|-4.3919|3.7717|6.1424|0.9658|0.3746|30.5253|35.8674|9.8659|-1.244
is||VBZ|0.0|-4.5993|1.1672|3.7717|0.3397|-5.2392|31.668|32.9271|10.0745|-0.697
to||TO|0.0|-5.2223|4.3901|4.3901|1.1797|-12.9832|30.594|34.1245|8.8103|-1.0425
build||VB|0.0|-1.6271|10.8676|10.8676|3.7007|-0.0523|34.8498|36.5595|11.4645|-0.9021
states||NNS|0.0|-1.0472|5.3857|10.8676|1.6965|-6.1832|29.7612|34.8498|9.7035|-0.9291
that||WDT|0.0|-7.2086|1.4908|9.5789|0.5206|2.0886|21.8953|31.6706|8.7296|-0.4366
can||MD|0.0|-5.4932|6.5144|6.5144|1.9051|3.9917|19.9261|21.9118|7.4462|-0.2108
credibly||VB|0.0|-11.9003|9.2433|13.725|2.7086|2.5476|21.4397|22.5163|5.4211|-0.4366
take||VB|0.33|-14.8999|4.0721|10.2538|1.6112|0.2427|20.7631|22.7968|8.0613|0.1052
care||NN|0.0|-12.3439|3.9932|5.7744|1.3052|4.5716|25.5138|25.5138|9.0872|-0.6533
of||IN|0.0|-13.671|0.985|3.9932|0.3109|0.7088|19.8929|25.5138|6.9184|0.1052
themselves||PRP|0.0|-13.607|2.2161|2.2161|0.6893|-11.7923|34.3726|36.2225|9.8722|-1.0117
and||CC|0.0|0.5274|2.1156|16.8485|0.4265|0.0944|40.627|40.627|10.9392|-0.9021
i'm||VB|0.0|3.8585|7.4638|8.2052|1.8607|7.1453|27.0655|41.2249|7.3245|-1.0222
putting||VBG|0.0|7.5968|7.4079|11.0993|1.8736|-1.46|26.9459|28.9641|9.7301|0.1706
that||IN|0.0|3.9523|9.4285|12.2014|1.8349|3.9049|22.6881|28.1682|7.3111|-1.0425
proposition||NN|0.0|0.0562|5.1745|11.1314|1.6206|-0.0306|26.2884|26.4507|8.7334|0.4844
equally||RB|0.0|4.368|2.5428|7.9869|0.6995|-1.736|28.1919|28.1919|9.1919|0.064
you|;|PRP|0.0|0.0|0.0|5.6126|0.0|0.0|0.0|28.1919|0.0|0.0
know||VBP|0.0|14.0389|3.0034|15.6878|1.5232|6.0042|6.5625|8.0618|2.268|0.0
i'm||JJ|0.0|7.4994|5.3269|10.3795|1.5672|4.2058|12.5193|12.5193|3.6817|-0.7375
very||RB|0.0|10.3561|9.8642|9.9456|3.5231|7.8546|13.078|15.0228|4.133|-0.2535
harsh||JJ|0.0|-6.4061|14.3332|25.7218|3.6582|1.5151|17.7266|19.6485|5.5952|-0.9544
on||IN|0.0|-7.944|5.4245|14.5629|1.439|-2.4903|29.3189|31.3698|10.1675|-1.0799
my||PRP$|0.0|-6.9344|3.2557|5.4245|0.6919|7.7661|13.5573|30.4454|3.0901|-0.4981
counterparts||NNS|0.0|-16.647|11.7226|15.7316|3.2057|-6.3231|36.8762|36.8762|10.3623|-0.8429
aid||NN|0.0|3.9454|2.215|26.9724|0.3882|-8.302|35.5221|36.8762|12.0506|-1.2919
must||MD|2.3|0.2919|4.1319|6.2781|0.579|1.8558|30.946|39.6853|10.5053|-1.2105
end||VB|0.0|-3.8413|4.1106|8.4549|0.9118|-1.8544|33.511|36.2191|11.8716|-1.3395
in||IN|0.0|-4.3344|2.2366|4.3761|0.4308|4.4625|29.7637|34.6401|8.123|-0.7375
each||DT|0.0|1.115|9.1382|9.6418|3.0105|4.5686|19.1018|31.9492|6.5609|-0.7752
country||NN|0.0|-2.4967|9.8149|10.3691|2.1916|0.5055|26.6047|28.3951|8.3014|-0.793
in||IN|0.0|-5.4347|2.4459|10.2181|0.9024|2.1227|23.9279|26.6047|10.1897|1.0532
a||DT|0.0|-7.7331|3.3293|5.7287|1.2576|8.5922|5.7302|23.9279|2.4724|2.2722
definable||JJ|0.0|-10.1311|5.3338|6.3483|1.47|3.3886|22.2807|22.2807|6.167|0.5309
period||NN|0.0|-11.4363|5.6499|5.7119|1.7132|-5.2571|19.1312|25.4083|5.0809|0.2406
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
