word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
now|.|RB|0.77|-6.7298|0.909|3.066|0.2501|-1.7224|18.2391|19.2445|6.2924|-0.5769
i|,|VBZ|0.0|0.0|0.0|7.2658|0.0|0.0|0.0|18.2391|0.0|0.5752
know||VBP|0.0|-12.8085|4.2644|15.1029|1.2597|-1.8964|13.5779|13.5779|3.7575|0.246
that||IN|0.0|14.7182|2.1433|30.8426|0.71|6.1429|17.5522|20.4029|5.6038|0.3979
you||PRP|0.0|15.7409|0.9092|2.8148|0.2925|4.2282|19.1043|19.1043|7.0654|0.246
wanted||VBD|0.0|0.0|0.0|16.4112|0.0|8.1216|4.8164|19.1138|1.534|-0.3111
some||DT|0.0|15.2158|0.1244|15.278|0.088|3.6239|8.2762|12.0554|2.9366|-0.9391
more||RBR|0.0|14.4249|3.6407|3.6407|1.0763|5.8142|4.0546|9.0123|1.0688|-1.0547
bad||JJ|0.0|11.759|4.8604|6.0895|1.6842|5.5675|15.6171|15.6171|4.5867|-1.1408
news||NN|0.0|8.9512|2.8189|7.0044|1.001|3.3782|12.7975|15.6171|4.8975|-1.128
about||IN|0.0|10.7695|9.0692|9.0692|2.5913|6.9135|14.735|15.102|3.4328|-0.2344
the||DT|0.0|-2.119|12.0217|21.5452|3.1819|1.7468|22.4611|22.4611|8.0123|1.7274
environment||NN|0.0|-11.6622|9.5233|20.9664|2.8522|1.9989|11.3273|22.4611|3.4051|0.7288
i'm||NN|0.94|-17.6137|8.889|13.509|2.6212|1.5762|19.8208|19.8208|5.8514|-0.1929
kidding||VBG|0.0|-18.1848|1.3707|8.889|0.5238|-0.2966|15.6384|19.8208|5.7858|-0.1929
but||CC|1.5|-19.4366|2.3908|2.8398|0.5716|3.3252|10.6828|16.4644|2.5725|-0.1025
these||DT|0.0|-5.2512|2.775|16.3609|1.0816|4.4296|10.3623|12.9491|3.6841|-0.3465
are||VBP|0.0|-6.3388|7.7248|7.7248|2.7001|-0.284|20.1424|20.3716|6.5286|2.8795
the||DT|0.0|11.4179|3.3677|22.4558|1.355|0.5928|20.3316|21.3793|6.9072|0.7847
recapitulation||NN|0.0|7.5361|8.7342|8.7342|2.2482|3.3657|21.3945|21.3945|7.1012|-0.0532
slides||NNS|0.71|6.5082|1.2906|8.7342|0.4872|7.9683|3.2412|21.3945|1.2888|-1.1648
and|,|CC|0.0|2.7553|3.8369|5.7132|1.0971|6.5348|8.5914|8.5914|2.8722|0.5752
then||RB|0.0|-1.5057|10.256|11.453|2.9413|3.578|18.1893|18.3898|4.6983|0.7847
i'm||VB|0.0|-1.8002|3.2236|10.256|1.1835|3.7099|16.8255|18.1893|6.1225|0.7847
going||VBG|0.0|-3.3117|1.6769|3.9459|0.528|7.215|3.5116|16.8255|1.3446|-0.1929
to||TO|0.0|-0.5441|1.4687|3.7559|0.4286|8.0109|1.8065|3.5116|0.5326|2.2211
go||VB|0.0|-1.4426|2.0753|2.3888|0.5798|7.4766|4.9024|5.1195|1.4412|-0.1025
into||IN|0.0|-2.2172|3.2054|3.6362|0.7648|4.7711|10.9962|10.9962|4.0452|-0.9037
new||JJ|0.0|-3.2564|1.1219|3.2054|0.4623|5.4685|6.686|10.9962|2.3806|-0.3465
material||NN|0.0|-3.5092|4.8579|4.8579|1.3638|4.43|13.0548|13.0548|4.7296|0.7107
about||IN|0.0|-3.0321|5.7154|7.4864|1.366|2.3401|21.7069|22.0637|6.7515|0.483
what||WP|0.0|-2.1714|5.4295|5.8411|1.8424|7.7238|3.6898|22.8668|1.023|-0.3465
you||PRP|0.0|-1.4761|3.7768|5.4295|1.0644|3.6784|18.3864|19.63|5.6492|-0.7415
can||MD|0.0|-6.1547|3.4863|7.3654|0.9365|2.8144|16.6161|18.7191|5.3829|-0.1025
do||VB|0.0|-4.1381|3.8101|4.3214|0.9116|-0.8568|23.2803|23.6551|8.5988|-0.4722
but|.|CC|0.0|-3.4802|5.5995|5.6115|2.0647|3.2257|18.8562|23.8919|4.9063|0.0
i||RB|0.0|-2.7368|3.2473|5.5995|1.3209|-0.7038|19.442|20.9749|7.523|0.0
wanted||VBD|0.0|-6.5287|6.3748|9.619|1.5801|4.3697|11.1303|19.442|3.3016|0.5752
to||TO|0.0|0.0|0.0|10.753|0.0|0.0|0.0|11.1303|0.0|1.0361
elaborate||VB|0.0|3.1209|4.8381|5.5745|1.5666|7.5027|5.3463|8.9484|1.8306|0.7847
on||IN|0.0|9.2404|6.5197|11.4407|2.4643|5.8637|8.0743|8.5793|2.3084|2.8795
a||DT|0.0|5.5093|0.4179|6.9057|0.1498|0.4985|15.3309|15.9203|6.1777|2.8795
couple||NN|0.0|-1.1274|9.7834|10.5909|2.2516|6.7628|8.5219|16.733|2.0579|0.246
of||IN|0.0|-5.0925|0.7461|10.3885|0.2682|5.6124|1.8698|8.5219|0.8287|2.2211
these||DT|0.0|-4.9836|0.8997|0.8997|0.3187|4.3785|5.6742|6.105|2.1001|-0.865
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
