word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.0|4.2625|5.5972|6.5842|1.3736|1.1463|38.5676|38.5676|12.4084|0.0
in||IN|0.0|0.8158|3.9118|7.8018|0.92|3.3932|38.5922|38.5922|14.1941|-0.4366
terms||NNS|0.0|3.7812|6.8163|7.9058|2.2456|6.8006|17.8352|38.5922|6.0546|-1.0009
of||IN|0.0|0.4184|8.1715|10.413|2.4136|4.5509|21.1369|21.4138|7.8461|-0.1179
experience||NN|0.0|-6.5|14.1888|17.4382|3.1196|4.2187|33.0772|33.0772|8.9151|-0.294
of||IN|0.0|-13.4344|5.724|16.9443|1.4929|3.5628|21.4665|33.0772|7.2461|0.3969
capitalism||NN|0.0|-9.767|5.7509|8.6769|0.9076|-0.4832|37.5775|37.5775|10.2307|-0.3324
there|,|EX|0.0|-1.7048|5.309|12.6237|1.9664|10.0183|12.2|37.5775|5.0442|-0.0133
are||VBP|0.0|-0.5999|2.1856|5.5025|0.6361|1.081|23.9135|24.8477|9.1196|0.5792
two||CD|0.0|-3.4331|6.0279|6.1361|2.0246|6.2528|22.5149|24.9803|7.9607|-0.4981
aspects||NNS|0.0|1.1081|11.0553|11.5256|2.7|0.0459|29.6739|29.8629|9.0626|-1.1217
that||IN|0.33|1.5997|2.7595|11.0553|0.8726|8.8784|8.1084|29.6739|2.7893|0.7947
the||DT|0.0|1.4958|4.1914|4.3903|1.2761|9.4961|10.8651|10.8651|3.7557|0.7947
rest||NN|0.0|2.8855|2.2429|5.3973|0.4558|2.2212|23.4933|23.4933|8.1044|-0.697
of||IN|0.0|-0.5763|8.504|8.504|2.7335|7.2776|13.5841|23.4933|4.2547|0.7947
the||DT|0.0|-2.0989|4.6812|9.231|1.6146|8.0713|13.4604|13.7232|4.6215|1.7643
globe||NN|0.0|-6.2148|6.0159|8.8237|1.9748|8.2464|10.7434|13.6706|3.4337|-0.7752
experiences||NNS|0.0|-9.3832|9.9171|9.9171|1.9672|-4.854|40.1159|40.4425|11.4685|-0.9705
first|.|RB|0.0|3.8753|2.8995|18.1305|0.8788|-0.4822|41.6776|41.6776|12.8678|-0.9783
extractive|,|JJ|0.0|-0.1756|11.5333|11.6193|2.3553|2.5436|30.1108|41.6776|7.8563|-0.3198
industry||NN|0.0|-4.8485|5.0895|13.2381|1.371|-4.7647|37.2913|38.0514|12.0503|-0.4147
blood|.|NN|0.93|11.3273|8.0761|23.1119|2.6473|7.8973|13.5175|38.0198|4.8223|-0.8429
diamonds||NNS|0.0|3.4897|6.6389|14.2874|1.6169|5.6965|32.2402|32.2402|10.0929|-1.0222
smuggled|,|VBD|0.5|1.5626|6.0958|10.2913|1.5261|4.9067|35.5449|35.5711|8.0579|-1.1726
emeralds||NNS|0.0|2.4284|5.6399|7.4552|1.7313|4.3357|33.8183|35.5857|9.9781|-0.4147
timber|,|VB|1.03|2.7087|5.7106|5.9609|1.5637|1.9241|42.2579|42.2606|10.5593|-0.7752
that|,|DT|1.58|0.6264|5.4335|6.8953|1.2604|3.4885|22.2086|42.2579|8.304|-0.294
is||VBZ|0.0|1.496|4.234|5.4515|0.981|1.6835|25.5885|25.5885|9.3591|0.1052
cut||VBN|0.0|-0.9182|5.647|6.7972|1.9012|-9.5398|40.3347|40.3347|12.4146|-1.2105
right||RB|0.0|2.5595|11.3405|11.3405|3.6091|6.3867|20.1841|40.5926|6.9165|-0.9291
from||IN|0.0|2.4142|3.6168|11.3405|0.9177|6.1881|21.3992|22.5853|8.4761|-0.3688
under||IN|0.0|-1.7609|6.5711|10.4175|1.5343|7.9906|15.7169|21.7761|4.6962|0.1052
the||DT|0.0|-6.1959|7.0284|10.084|2.1786|1.3455|22.9048|26.1435|5.9486|-0.0133
poorest||JJS|0.0|-6.0163|4.3584|7.0284|1.3002|-7.8842|30.62|30.62|9.9499|-0.63
second|.|JJ|0.91|2.0091|3.9001|13.2658|1.0101|2.5682|30.3245|33.7017|11.0029|-0.0672
is||VBZ|0.0|-0.859|2.8437|6.6054|0.9077|-1.7138|21.4484|30.3245|8.9298|1.0532
technical||JJ|0.0|-5.1982|7.3925|10.3634|1.9859|0.9369|27.7506|27.7506|9.0558|0.5152
assistance||NN|0.0|-11.4117|2.3471|10.4252|0.9981|-13.6885|37.6034|39.6611|9.8201|-0.4577
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
