word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
the|.|DT|1.35|7.5297|7.7099|11.4641|2.7807|0.2567|24.0498|24.0498|7.5213|0.5752
very||RB|0.0|5.9871|11.4992|14.4644|2.9683|3.5124|24.3605|25.0248|7.1536|-0.149
next||JJ|0.0|-6.153|0.7476|16.2786|0.3559|5.4809|6.4901|24.3605|2.9862|-1.0201
day||NN|0.0|-7.2021|2.499|3.147|0.6623|4.8321|13.0039|13.0039|3.1213|-1.1761
continuing|,|VBG|0.0|-9.5677|7.7227|8.4671|2.5193|-4.1969|20.8868|22.0259|6.8705|-0.3465
a||DT|0.0|-14.2666|0.073|7.7227|0.0516|-5.1289|20.6179|22.4582|5.3987|2.2211
totally||RB|0.37|3.3609|5.4307|20.0295|1.9544|7.3028|11.8369|26.0579|3.618|1.7274
true||JJ|0.0|3.3469|4.3819|5.4307|1.0347|5.3958|16.3265|16.3265|5.2676|0.0
story||NN|0.0|-1.0014|2.6676|7.4517|0.644|6.4885|6.4298|16.3265|1.4978|-0.3111
i|,|NN|0.5|-3.1649|1.7587|4.7468|0.6756|4.9449|3.4372|6.4298|1.2795|-0.1025
got||VBD|0.0|0.0|0.0|4.1173|0.0|0.0|0.0|5.9059|0.0|-0.8371
on||IN|0.0|-1.7203|3.0339|3.7315|1.0229|-4.809|33.7716|33.7716|13.0979|-0.7415
a||DT|0.0|1.3986|7.9319|8.9589|2.1085|3.6667|19.7229|34.1752|7.7127|2.8795
g||NN|0.0|0.0|0.0|7.9319|0.0|0.0|0.0|19.7229|0.0|-1.0547
five||CD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.396
to||TO|0.0|5.1036|8.5325|8.6944|2.4081|0.888|21.6907|21.6907|7.2153|-0.1025
fly||VB|0.0|0.0|0.0|8.6944|0.0|0.0|0.0|21.6907|0.0|-1.0547
to||TO|0.0|9.2053|4.944|11.1243|1.7978|5.2251|16.9374|16.9374|4.988|-0.8912
africa||VB|0.0|10.0782|2.892|5.0747|0.9856|4.4156|10.7989|16.9374|3.6687|-0.2478
to||TO|0.0|5.2525|4.7663|7.8482|1.3404|-1.3577|19.4915|20.4604|6.1836|0.0
make||VB|0.0|1.4025|3.5558|8.4485|1.4386|7.2329|7.8475|21.4778|2.2011|0.0
a||DT|0.0|-3.4767|10.4799|12.2014|3.2012|5.0485|17.6685|17.6692|4.3195|1.7274
speech||NN|0.0|-5.5854|0.6428|10.4799|0.2187|5.7503|0.5124|17.6685|0.2043|-0.9391
in||IN|0.0|-5.0689|1.2449|1.3758|0.4058|3.9386|6.8101|6.8716|2.2702|1.0361
nigeria||NN|0.0|-9.6811|6.1463|7.4549|1.9323|2.2044|13.7147|13.7147|5.7326|-0.6922
in|,|IN|0.0|-16.7068|6.6511|13.2166|2.2612|1.6127|11.4273|13.7147|4.0516|1.3433
the||DT|0.0|-11.3428|12.1105|13.8625|3.8643|3.0623|15.9676|15.9676|4.7959|1.3433
city||NN|0.0|-4.4158|2.0428|14.249|0.689|4.2109|11.3249|15.9676|3.1686|0.6754
of||IN|0.0|-2.9341|0.314|2.4119|0.1206|5.6855|2.406|11.5039|0.9342|-0.1025
lagos||NN|0.0|-2.6331|3.5826|3.5826|1.0487|-1.1856|20.1166|20.1166|6.5057|-0.7589
on|,|IN|0.0|-1.3432|3.7473|4.4075|0.8594|-14.7081|34.456|34.587|11.5662|0.5752
the||DT|0.0|1.035|7.8872|7.8872|2.0467|0.1513|35.1066|36.0809|9.0828|2.2211
topic||NN|0.0|0.0|0.0|7.8872|0.0|0.0|0.0|35.1066|0.0|-0.3465
of||IN|0.0|-1.023|2.7223|2.7223|1.0637|7.3739|2.6968|8.7335|1.105|-1.1007
energy||NN|0.0|1.2286|12.6873|12.6873|3.8603|3.3236|15.358|15.5812|4.8575|-0.0362
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
