word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
any|.|DT|0.0|4.8237|6.1701|6.997|2.0035|12.5026|2.412|13.6862|0.7615|0.0
meaningful||JJ|0.0|-10.2008|15.1372|22.366|4.4266|2.7119|22.759|25.009|7.9731|0.2902
sort||NN|0.43|-11.997|0.1159|15.1372|0.036|-0.6074|23.3262|23.8004|7.8912|-0.3688
of||IN|0.0|-12.7712|2.5604|2.5604|1.1322|-10.169|18.8693|27.6134|6.7261|-0.4981
thing||NN|0.0|0.0|0.0|14.4822|0.0|0.0|0.0|18.8693|0.0|0.0
but|.|CC|0.0|-0.3443|6.7391|6.7391|1.5625|-3.5333|33.5652|33.5652|9.6552|0.0
the||DT|0.0|-1.0865|6.4371|7.1158|2.3782|5.1493|30.0796|33.5652|9.6308|0.1052
modality||NN|0.0|3.6149|10.1698|13.0499|2.8325|7.659|23.8633|30.6186|6.5505|-0.294
of||IN|0.0|-1.134|4.9858|11.3637|2.0083|-2.7102|20.2486|24.2389|7.3722|-0.2108
attention||NN|0.0|-7.4586|8.5527|12.827|2.5061|-0.6856|32.4658|32.4658|9.0313|-0.3688
or|,|CC|0.86|0.1084|3.7003|12.0595|0.8185|-5.7136|39.0828|40.2313|13.2586|-1.3465
what||WP|0.33|-1.0347|4.0388|5.3279|1.0933|4.7762|20.8448|39.0828|7.778|-0.1179
is||VBZ|0.0|-1.0117|4.2476|5.0423|1.2972|1.0941|19.6752|21.4121|7.8916|0.5792
happening||VBG|0.0|-5.8021|8.1352|9.4208|2.0042|3.1766|22.0607|22.6709|7.2983|0.3969
today||NN|0.0|-4.2075|9.0052|9.2462|3.0908|-3.8094|28.8136|28.8262|9.407|-0.5806
what's|,|IN|0.0|-4.73|3.2935|9.0052|0.9786|-2.428|28.6221|29.7778|10.4185|-0.4366
happening||VBG|0.0|-7.5879|7.6811|8.1598|2.055|1.5005|22.8225|28.6221|7.3341|0.5152
tomorrow||NN|0.0|-10.738|4.8147|9.6588|1.8816|-1.0563|21.1487|24.0628|7.4002|0.4545
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
