word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
a|.|DT|0.0|0.0|0.0|5.8319|0.0|0.0|0.0|7.7338|0.0|0.0043
couple||NN|1.61|1.7731|4.89|4.89|1.1292|0.8738|21.1692|21.1692|5.84|0.7085
years||NNS|0.0|0.2385|4.6171|7.1959|1.4186|5.0367|21.1419|22.9027|5.765|-1.0179
ago||RB|0.0|-0.8153|3.721|4.6171|1.1434|4.3351|18.0333|21.7113|4.9852|-0.4986
there||EX|0.0|-2.64|1.9096|5.0572|0.448|3.4538|10.4841|18.0333|3.5551|0.1452
was||VBD|0.0|-2.8222|2.4065|2.4065|0.6579|0.7919|18.0524|18.7289|5.8428|0.3062
severe||JJ|0.0|-0.5597|5.3556|5.3556|1.4362|2.4446|20.4244|20.4244|6.6532|-0.3748
flooding||NN|0.0|-0.7382|5.3735|5.7325|1.4822|1.4672|23.3195|23.3195|6.8311|-0.5361
that||WDT|0.0|6.142|7.0169|12.1266|1.8359|1.3158|14.4976|23.3195|4.6751|-0.4986
led||VBD|0.0|-2.9083|3.6909|11.3132|0.9012|3.8574|15.5534|20.6075|5.1015|-0.4182
to||TO|0.0|-3.2314|1.8991|4.4716|0.5076|-1.3041|13.218|20.918|4.3274|0.9646
thousands||NNS|0.0|-2.5508|3.7418|3.9208|0.7861|1.137|27.4472|27.4472|8.5401|-0.7827
of||IN|0.0|-3.4912|2.883|4.7852|1.1843|1.6799|11.0706|27.4472|3.633|1.6474
deaths||NNS|0.0|-4.4351|3.575|4.007|1.0887|0.502|23.4297|23.4297|7.9728|-1.1693
that's||VBN|0.0|-4.1726|1.0676|3.575|0.254|-5.8085|22.773|29.185|8.5937|-0.8563
directly||RB|0.0|-0.9015|5.9144|6.3708|2.0388|1.1245|30.8106|30.8106|7.8315|0.0493
attributable||JJ|0.0|-1.6292|8.2122|8.2122|2.0152|1.2111|17.4382|30.8106|5.0643|0.6177
to||TO|0.47|-10.9891|5.0624|16.1947|1.6728|1.0124|21.5025|21.5025|6.5498|2.1169
the||DT|0.0|-11.8337|3.3089|5.0624|0.8589|5.3359|12.9808|25.1835|5.132|0.7085
fact||NN|0.0|-12.1909|2.525|3.3089|0.9331|3.9546|21.8276|21.8534|7.2338|-0.6386
that||IN|0.0|0.0532|2.8557|14.8007|0.7667|-0.5396|14.7412|21.8276|5.7073|0.4919
there||EX|0.0|-1.1142|2.6302|3.511|0.9042|4.4766|16.3557|17.1717|6.0293|1.2719
are||VBP|0.0|-2.4279|0.3938|3.0184|0.1332|7.4323|3.7479|16.3557|1.2417|2.7205
no||DT|0.0|-0.7828|3.5243|3.9078|0.9538|7.6014|4.5466|5.0741|1.026|-0.4182
trees||NNS|0.0|0.2967|2.6709|3.8997|0.5924|0.8827|15.4067|17.7081|5.0074|-1.1693
on||IN|0.0|-0.9622|1.7734|3.1775|0.5026|7.1984|9.3573|18.7113|2.797|0.0043
the||DT|0.0|-1.8203|0.9387|2.4087|0.2536|4.3268|2.7707|9.3573|0.9117|2.1169
hills||NNS|0.0|-1.1708|4.2695|4.2695|1.2661|1.8185|20.9356|20.9356|6.1924|-1.1425
to||TO|0.0|-3.2505|2.2041|6.4865|0.7816|-6.039|15.6906|23.4324|5.646|0.9646
stabilize||VB|0.0|-2.8287|3.2701|3.4751|0.7742|-0.4906|33.8005|33.8005|9.7479|-0.6386
the||DT|0.0|-0.8327|2.6245|4.8771|0.926|-1.6316|12.5361|33.8005|5.1083|0.9646
soil||NN|0.0|-4.1797|8.1777|8.1777|2.7322|-0.1711|23.399|23.399|7.8242|-1.5255
so|.|RB|0.0|-14.1527|1.2298|15.377|0.3533|-4.5194|24.255|27.7844|8.5267|-0.4182
the||DT|0.0|-14.6366|0.0497|1.299|0.0351|1.9817|13.6602|24.255|5.2396|0.4919
rains||NNS|0.0|-13.134|2.2965|2.2965|0.7013|2.8212|22.5558|22.5558|7.6021|-1.1693
come||VBP|0.0|-10.5887|5.3112|7.1377|0.9771|-1.8502|29.3882|29.3882|10.435|-1.5449
they|,|PRP|0.0|-5.2574|3.9437|9.4443|1.2396|-5.0071|26.587|31.6797|11.0614|0.4919
go||VBP|0.0|-2.796|2.7756|5.9169|1.1241|0.3705|20.0215|28.6534|7.9411|0.1452
down||RP|0.0|-2.526|2.1027|2.7756|0.6751|4.9439|18.1217|24.4879|5.0527|-0.6998
the||DT|0.0|-3.2404|0.5296|2.1027|0.1256|4.3481|6.498|18.1217|2.3273|1.6474
rivers||NNS|0.0|-3.3829|1.7081|1.7081|0.3662|2.2413|16.7424|16.7424|5.3582|-0.1767
and|,|CC|0.0|-4.2623|2.2484|2.5402|0.5967|2.1963|10.7611|16.7424|2.5006|0.4919
the||DT|0.0|-4.1807|0.8123|2.2484|0.274|2.6631|17.8005|17.8005|5.2553|2.1169
flooding||NN|0.0|-4.9634|2.2274|2.3767|0.5235|-4.869|29.5825|31.1966|8.9564|-1.0
happens||NNS|0.0|-7.3826|3.9795|5.6017|1.2518|-7.6556|26.6341|29.5825|8.1589|-0.4182
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
