word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
one|.|CD|0.79|6.9051|5.6822|13.4608|1.7279|7.2134|10.2506|17.6791|3.7132|0.1452
of||IN|0.0|6.9463|6.1231|6.2939|2.2456|3.9969|11.3398|13.6331|4.3839|0.9646
them||PRP|0.0|3.3638|1.6889|6.7132|0.5237|8.7614|10.7467|13.935|3.048|-0.3292
is||VBZ|0.0|2.8321|1.8229|2.6174|0.5462|2.4889|17.2572|18.8244|5.2906|0.0043
creating||VBG|0.0|3.2112|3.1864|3.1864|0.7252|3.7797|21.0968|22.6608|6.6764|-0.5361
technologies||NNS|0.0|0.4679|6.1902|7.4775|1.6545|1.9081|27.3497|27.3497|6.99|-0.6544
to||TO|0.0|0.7599|2.4123|6.1902|0.6769|-3.3159|25.3898|29.5022|8.7031|0.3062
promote||VB|0.0|1.2316|3.5817|3.5817|0.9962|3.2627|28.2433|29.9394|8.2381|-0.4594
micro||NN|0.0|0.182|3.096|4.1455|0.5612|3.5771|21.6448|28.2433|6.7096|-0.2811
finance||NN|0.0|-1.2623|3.8908|5.2969|0.9948|1.3891|24.1566|25.0952|8.0248|-0.8563
and||CC|0.0|-1.4655|1.9443|3.8908|0.6515|3.578|17.4016|24.1566|4.6312|0.7085
micro||NN|0.0|-2.9701|3.8603|3.8603|0.8994|2.5614|20.1553|20.1553|6.7769|-0.2304
enterprise||NN|0.0|-3.6926|5.0058|6.982|1.233|-1.9569|28.5078|28.5078|7.6983|-0.9011
so|,|RB|0.35|3.0096|1.056|10.5288|0.3265|5.4435|15.9048|28.5078|5.3587|0.3062
that||IN|0.0|0.3243|5.2673|5.9989|1.7914|2.5514|16.8807|17.5062|5.4495|-0.3292
people||NNS|0.0|3.4251|3.16|7.0526|1.1516|1.5055|24.5187|24.5187|7.8441|0.2229
who||WP|0.0|0.8745|4.024|5.6837|1.5628|3.9553|12.1535|24.5187|4.3461|0.3062
are||VBP|0.0|1.2916|1.5491|4.024|0.56|8.9989|7.1011|15.0448|2.3662|0.3062
living||VBG|0.0|2.2602|7.7409|7.7409|2.4523|4.1217|21.4177|23.8955|5.6132|-0.6699
below||IN|0.33|0.4343|4.4478|9.6363|1.4427|6.3468|11.6606|23.8994|4.2095|0.5959
the||DT|0.0|1.1082|4.0048|4.4478|1.2303|2.492|9.4832|13.7343|2.9989|0.7085
poverty||NN|0.0|1.5587|5.6358|5.6358|1.1163|2.4258|23.8136|23.8136|5.859|0.0043
line||NN|0.0|-2.3663|2.1475|6.47|0.4185|6.2189|10.4257|23.8136|2.9833|-0.9427
can||MD|0.0|-1.6389|3.0857|3.1428|0.9231|2.0314|14.2549|18.1312|4.6426|-0.1199
find||VB|0.0|-0.0923|3.6063|4.4929|0.9856|3.0241|25.362|25.362|9.0619|-0.9815
a||DT|0.0|0.1482|1.6542|3.6063|0.6104|4.8765|2.1523|25.362|0.8829|4.652
way||NN|0.0|-2.3578|2.4667|4.121|0.7928|6.2693|6.8381|6.8381|2.0021|0.0043
to||TO|0.0|-2.8018|2.0157|3.0121|0.4887|0.2416|11.2402|15.1112|4.2739|0.9646
move||VB|0.0|-2.7655|3.9224|3.9224|1.1577|2.9028|14.8299|14.8299|4.5246|-0.4182
out||RB|0.0|-5.1466|4.4944|5.1431|1.5422|6.2711|11.2525|17.6047|2.6086|-0.6386
and||CC|0.35|-1.415|2.2798|6.0244|0.6638|2.7266|29.8728|29.8728|7.6746|-0.3292
that||IN|0.0|0.0986|3.8961|3.8961|0.8021|0.9698|17.6526|30.2036|6.3283|0.0043
they're||VBZ|0.0|0.9374|1.3669|4.9574|0.4074|5.9992|20.1924|20.1924|6.2148|0.1452
not||RB|0.0|5.8554|9.65|10.5935|2.8869|3.21|21.6107|21.6107|8.5049|-1.1693
doing||VBG|0.0|11.3546|1.7591|11.4231|0.6512|6.2267|10.3022|21.6107|3.0187|-1.0519
it||PRP|0.0|10.9047|3.0195|3.0195|0.9897|1.4739|18.7021|19.0697|6.7294|-0.1199
using||VBG|0.0|0.5579|3.3784|13.86|0.9673|5.375|13.7606|20.3168|3.8061|0.1452
the||DT|0.0|-0.2622|2.6508|3.9121|0.7056|4.3933|12.7887|13.9755|3.7461|0.9646
same||JJ|0.0|2.3941|4.9319|6.7282|1.5859|4.4504|22.2746|22.2746|7.4046|-1.1425
traditional||JJ|0.0|1.3307|7.5873|7.922|1.6366|3.4494|16.1159|22.2746|4.32|0.5428
basket||NN|0.0|-0.9732|8.88|11.3775|2.5488|0.0945|23.5095|23.5095|7.3259|-0.6699
making||VBG|0.0|-1.0774|4.4075|8.88|0.7559|2.9026|20.4782|23.8328|5.6367|-0.5718
poultry|,|NN|0.0|-1.4156|4.1365|4.4075|0.9945|-0.4992|20.1373|21.1453|6.0356|-0.4986
rearing||VBG|0.0|-3.4576|7.0676|9.0694|2.2018|2.3742|23.7996|23.7996|5.9291|-0.8327
etc|,|NN|0.0|-10.4979|6.1113|13.2052|1.7171|-2.1031|24.1287|24.5116|7.9354|-1.4937
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
