word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
paul|.|NN|2.45|-1.1516|6.8554|9.4618|1.9561|4.9321|19.8809|21.781|5.8379|-0.7523
allen||NN|0.0|-1.0832|8.6014|8.6014|3.3755|4.4482|12.1215|20.2965|4.3256|0.0284
elan|,|NN|1.04|-2.5392|4.1768|8.6014|1.3449|6.1062|10.2025|12.1215|2.0622|0.0284
musk||FW|0.0|-2.5228|4.7503|5.8543|1.7819|-0.4579|25.3983|25.3983|8.2616|-1.1558
richard|,|NN|0.71|-2.2473|5.2384|5.2783|1.452|0.8149|18.716|25.3983|5.9528|0.0846
branson||NN|0.0|-3.2836|7.9997|8.5754|2.7638|1.9972|20.868|20.868|5.0931|-1.0335
jeff|,|NN|0.65|-4.4837|6.3326|7.9997|1.4902|1.7445|15.2113|20.868|5.1652|-0.3199
bezos||IN|0.0|-6.8274|0.7166|7.2709|0.1378|-4.1995|9.1516|15.9842|2.6882|1.565
the|,|DT|2.25|-1.1388|4.4898|8.2491|1.6973|4.0269|12.156|16.6761|3.8649|-0.3863
ansari||NNS|0.0|0.9739|4.7844|6.2353|1.1999|5.0989|14.3176|14.3176|4.4111|-0.4655
family||NN|0.0|-3.9947|6.0203|9.4675|2.0171|0.5044|19.4489|21.6078|6.2143|-0.1933
which|,|WDT|0.0|-2.5048|6.1716|6.1716|1.6304|-1.5533|19.9629|20.709|6.4712|-0.5016
is||VBZ|0.0|-4.4199|5.7559|6.3678|2.0117|2.34|9.7507|19.9629|3.7452|0.4303
now||RB|0.0|-2.5401|5.831|6.0199|1.2403|4.9193|14.8986|14.8986|3.8627|-0.7523
funding||VBG|0.0|-1.349|4.3866|7.187|0.934|3.343|18.2402|18.4066|5.3605|-0.8688
the||DT|0.0|-3.3988|1.5079|4.4749|0.4589|4.8601|4.5544|18.2402|1.4364|0.2772
russians||NNS|0.0|-3.4808|7.5031|7.5031|2.4446|0.6194|21.4291|21.4291|5.5135|-0.5758
sub||VBP|0.46|-4.8437|4.6614|7.7553|1.2591|-0.5587|16.5999|21.4291|4.7962|-0.8143
orbital||JJ|0.0|-6.7388|5.2982|6.9008|1.9634|2.6474|11.6825|16.5999|3.3128|0.4867
thing||NN|0.64|-5.1483|4.7765|6.9518|1.3677|-2.9994|25.744|26.0144|7.7396|-1.1668
bob|,|NN|0.0|-5.4051|1.7919|4.7765|0.387|4.9702|7.5672|26.1443|2.1744|-0.8936
bigelow||IN|0.98|-2.7505|8.1995|8.3724|2.5387|4.7982|10.1049|10.1049|2.5819|0.1867
a|,|DT|0.0|-6.5747|0.9721|8.5062|0.3181|2.1493|5.5867|11.0014|1.8858|2.9309
private||JJ|0.0|-2.0733|5.4898|6.74|1.4418|-0.1515|22.117|22.117|6.7204|-0.5016
space||NN|0.0|-1.5452|1.4676|5.4898|0.387|-1.7119|27.5733|28.1699|8.6484|-0.8936
station||NN|0.0|-5.2697|7.7188|7.8807|2.2678|-3.6573|21.311|27.5733|6.0011|-0.4171
and|,|CC|0.0|-6.9077|2.337|7.7188|0.6835|0.2475|17.6342|21.311|5.5894|0.0284
carmack||NN|0.0|-12.875|9.2328|11.882|2.1837|2.2681|20.4885|21.1139|4.9905|-0.6414
and|.|CC|0.33|-5.5218|2.5603|5.8658|0.8426|4.1586|7.5544|25.3012|2.0403|0.6089
i||VB|0.0|-6.8519|1.4673|3.5221|0.5468|3.6428|1.7536|7.5544|0.7392|2.9309
think||VBP|0.0|-13.1481|10.1632|11.7439|3.6169|-1.8557|18.1125|18.1125|6.236|-0.5016
eventually||RB|0.0|-16.4654|3.7798|10.1632|1.0558|2.7114|13.0624|19.5474|4.0244|0.3898
it||PRP|0.0|-6.6834|0.387|11.5956|0.1459|4.5837|0.1845|13.0624|0.1305|2.9309
will||MD|0.0|-6.8184|0.7673|0.7673|0.2441|4.4118|0.4372|0.4573|0.1395|1.3829
allow||VB|0.0|-6.4798|1.0662|1.2451|0.3349|4.8868|2.0997|2.0997|0.6666|0.7099
us||PRP|0.0|-6.6142|0.6975|1.0662|0.2475|-2.383|12.8765|14.7063|5.4345|0.4303
to||TO|0.0|-5.7722|4.2544|4.2544|1.2842|-3.9598|22.5194|22.5194|7.4591|-0.9799
colonize||VB|0.0|-15.0701|12.5564|15.1252|3.2632|2.5637|24.1383|25.503|5.1567|-0.4838
and||CC|0.0|-12.7747|13.2769|13.2769|5.0757|2.3563|11.0288|24.1383|2.6065|-0.8688
to||TO|0.0|-5.7137|1.2851|13.2769|0.4715|3.2661|4.2104|11.0288|1.5318|2.9309
keep||VB|0.0|-4.0515|4.5415|4.7733|1.2694|-3.8606|24.4671|24.4671|8.0151|-0.5016
us||PRP|0.0|-6.4814|3.24|6.1997|0.9479|-0.5661|11.1103|24.4671|4.0145|0.6089
from||IN|0.0|-5.244|2.7728|4.3724|0.8028|-0.5957|15.3702|15.3702|4.594|0.0284
going||VBG|0.0|-6.2389|3.5002|3.7887|0.9165|3.2255|6.7764|17.141|1.4328|-0.8424
extinct||JJ|0.0|-6.1869|3.4392|3.8881|0.9493|-4.7992|25.6815|25.6815|7.8027|-0.5016
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
