word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
after|.|IN|0.5|2.047|3.3931|9.844|0.8488|0.9147|16.5338|19.5603|5.6012|0.4919
some||DT|0.0|2.4492|3.402|4.1566|0.8335|2.8067|18.4391|18.7289|6.6082|-0.7562
time||NN|0.0|2.799|3.9453|3.98|1.4458|5.4996|20.5193|20.5193|5.333|-1.404
after|,|IN|0.0|-0.0834|5.3838|5.6422|1.3893|1.6531|21.3167|21.9977|7.6769|-0.2811
setting||VBG|0.0|0.8209|4.9742|5.7697|1.2167|2.7648|17.7603|21.3167|5.4593|-0.2304
it||PRP|0.0|-0.6753|1.1453|4.9742|0.3045|5.0615|10.3866|17.7603|3.6034|1.2719
on||IN|0.0|-0.8574|0.8755|1.1453|0.2819|7.5603|9.4257|13.5721|3.031|0.0043
fire||NN|0.0|1.519|4.5789|4.6006|0.8709|3.6787|24.0425|24.3349|9.0232|-1.0519
you|,|PRP|0.0|-0.3429|3.0701|5.4217|0.7672|5.5162|7.7845|24.0425|2.0531|0.1452
seal||VBP|0.0|0.8356|4.9961|4.9961|1.5362|0.0891|18.7914|18.7914|6.8861|-1.0839
it||PRP|0.0|-6.3331|7.8682|12.8679|2.576|2.9727|21.2807|21.7832|6.9273|0.0043
to||TO|0.0|-1.6011|2.6758|10.407|0.8058|0.6773|13.0648|21.2807|4.6417|0.4919
restrict||VB|0.0|-0.6427|4.148|4.148|1.0755|-2.5432|28.6407|28.6407|7.1024|-0.6386
the||DT|0.0|-1.1183|3.8258|4.4233|1.289|1.6945|20.5556|28.6407|6.3592|0.7085
oxygen||NN|0.0|-1.4034|6.3464|6.3464|1.7703|1.3173|22.5428|25.7102|6.7732|-0.3599
that||WDT|0.0|-2.5017|1.3088|6.3464|0.3582|-1.5793|18.8795|26.4879|6.4154|0.3062
goes||VBZ|0.0|-2.352|1.7137|1.8302|0.4122|0.3974|23.0752|23.0752|6.801|-0.7562
into||IN|0.0|1.5963|7.2041|7.2041|1.652|2.9373|17.6432|25.113|5.1809|-0.0597
the||DT|0.0|-4.175|3.6851|9.145|0.9143|3.9179|23.0156|23.0156|5.6859|-1.389
kiln||NN|0.0|-2.027|8.5684|8.5684|1.9254|0.5261|24.7896|27.5997|8.6061|-1.2838
and|,|CC|0.48|1.4272|3.3884|8.7391|0.9299|9.9827|6.7606|27.896|1.7655|0.3062
then||RB|0.0|2.155|2.2514|3.9657|0.6378|10.4799|6.7549|6.8231|1.843|0.0043
you||PRP|0.0|2.6593|0.6406|2.2514|0.1694|9.1827|6.1938|6.7549|2.0772|0.4919
end||VBP|0.0|1.3403|2.1348|2.8278|0.5645|8.3601|11.6988|12.0784|2.6082|-0.4182
up||RP|0.0|-0.3944|1.4034|3.0123|0.3401|2.3522|15.763|15.763|5.9986|0.0043
with||IN|0.0|0.1181|3.0169|3.0169|0.8506|-1.1066|19.9057|25.5646|6.6581|0.0043
this||DT|0.0|-0.3042|2.3954|3.0169|0.707|-2.8129|16.0766|19.961|5.7195|-0.8563
carbonized||VBN|0.33|-0.7568|3.1549|3.4535|0.99|3.764|25.6557|25.6557|6.839|-0.1949
material||NN|0.0|-1.8598|4.3158|4.8016|1.075|3.4403|24.9701|26.7288|6.9482|-0.2304
here||RB|0.0|-2.777|8.7506|8.7506|2.774|1.9256|18.029|24.9701|6.0325|-1.0519
however|.|RB|0.86|-5.5743|3.3731|10.5841|0.9068|5.4771|16.6244|21.0722|5.2244|1.5133
you|,|PRP|0.0|-6.2128|1.9966|3.3731|0.7825|5.0133|17.5436|18.145|4.904|0.9646
can't||VBP|0.0|-4.0412|4.9193|6.5177|1.2723|0.831|18.5056|19.9873|6.4478|-1.0839
burn||VB|0.0|1.9459|4.5305|8.8715|1.5471|6.9684|12.7701|19.1379|3.6506|-0.8082
this||DT|0.0|-4.5716|5.999|9.4097|1.2611|-4.2098|25.0083|26.8831|7.3548|-1.0839
it's|.|VB|0.33|0.5638|2.9151|8.1935|0.9439|-1.1364|19.0207|25.7368|6.2657|-0.3292
too||RB|0.0|3.9267|3.8944|6.0151|0.9812|1.0394|26.6319|26.6319|8.5851|-0.5718
fine||JJ|0.0|0.6341|6.7984|7.3366|2.3243|3.8203|25.2808|28.3917|8.7112|-1.3221
and||CC|0.38|-0.1376|0.3819|6.7984|0.0992|8.4189|7.3474|25.2808|2.2226|0.0043
it||PRP|0.0|-1.826|2.7875|3.2018|0.7078|4.0781|20.9878|22.5022|7.4174|-0.8563
burns||VBZ|0.0|-0.9529|4.3593|4.3593|1.5276|1.7602|21.4258|21.4258|6.6794|-1.2415
too||RB|0.0|0.3637|4.8842|5.4997|1.1413|-1.4484|18.1337|21.4258|5.6367|-0.1199
quickly||RB|0.0|1.1384|8.3666|8.3666|2.7924|-1.163|21.5278|21.5278|6.8393|-0.606
to||TO|0.0|-1.9673|5.1547|8.8882|1.5414|-2.2572|21.6583|23.1373|7.1006|0.3062
be||VB|0.0|-3.1445|3.9632|6.0321|1.2295|0.2328|12.4126|21.6583|4.2587|0.1452
useful||JJ|0.0|-1.8643|6.0715|7.0788|1.7038|-0.5955|24.3171|24.3171|7.8797|0.25
for||IN|0.0|-2.1186|3.0099|6.0715|0.7801|-6.8854|23.2865|25.0005|8.6335|-0.4182
cooking||VBG|0.0|-6.027|6.6815|8.6086|1.4947|-2.2704|26.8275|26.8275|8.6906|-0.4182
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
