word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
so|.|IN|0.65|0.3038|1.7669|10.8051|0.612|-4.4689|32.436|32.436|10.3652|-0.4182
we||PRP|0.0|0.2345|2.4866|2.4866|0.6455|6.5778|8.7739|33.4816|2.6796|0.4919
had||VBD|0.0|1.9163|3.5197|3.9883|1.056|5.5138|17.5395|17.5395|4.9081|-0.5718
to||TO|0.0|3.0543|1.3535|3.935|0.4469|-0.6304|10.4189|18.5773|3.4167|0.9646
try||VB|0.0|2.2781|1.2273|2.3065|0.3669|3.9588|19.6989|19.6989|6.8154|-0.2304
to||TO|0.0|1.1704|2.5379|3.2429|0.6535|2.5955|15.3606|19.6989|4.7809|0.7085
find||VB|0.0|0.6421|2.9846|3.1306|0.7746|2.4084|26.5219|26.5219|8.4263|-0.9815
a||DT|0.0|-0.2437|0.7548|2.9846|0.2535|4.5694|2.5242|26.5219|0.8975|3.5253
way||NN|0.0|0.0822|1.7535|1.7535|0.464|6.8281|10.8799|10.8799|3.2919|-0.5718
to||TO|0.0|-0.5014|2.9122|2.9122|0.9143|-1.1225|16.2201|18.839|4.7606|0.0043
form||VB|0.0|0.0857|2.484|3.1431|0.5713|0.8068|24.5214|24.5214|9.0407|-0.9815
it||PRP|0.0|-1.0362|0.7781|2.5209|0.2447|1.0497|13.3755|24.5214|5.1245|0.9646
into||IN|0.0|-2.3407|4.2717|4.2717|1.0992|-2.157|27.2025|27.2025|8.8762|-0.9624
useful||JJ|0.0|-1.642|4.8949|5.1357|1.2514|-1.4712|27.9799|28.5749|7.7717|0.1452
briquettes||NNS|0.0|-2.6084|7.1598|7.1598|1.782|-3.7974|24.154|30.1216|7.98|-0.4727
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
