word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
what|.|WP|0.0|0.0|0.0|7.5915|0.0|0.0|0.0|20.0789|0.0|0.0
we||PRP|0.0|3.8318|3.1553|5.1887|1.0112|6.3254|15.641|15.641|5.2507|0.0
wanted||VBD|0.0|4.7432|6.1213|6.1213|1.9051|5.6402|21.2252|21.2252|5.2294|-0.1199
to||TO|0.0|2.8589|2.9045|6.1213|0.9054|0.684|15.6616|21.2252|6.45|0.9646
do||VB|0.0|4.2305|7.1934|7.1934|2.6007|5.2705|15.5275|19.2383|5.379|-0.3292
is||VBZ|0.0|2.8775|5.0582|7.1934|1.7002|4.1333|13.0991|16.4584|4.8425|0.3062
we||PRP|0.0|2.7273|1.8446|5.0582|0.5778|6.7333|15.4844|15.5658|5.7469|0.3062
wanted||VBD|0.0|2.3856|3.6267|3.6406|0.8601|5.7384|19.2564|19.2564|4.229|0.0725
to||TO|0.0|3.2763|2.1057|4.0398|0.516|2.8166|14.8287|19.2564|6.5383|0.9646
make||VB|0.0|2.0668|1.5223|2.3714|0.4036|4.5566|17.5955|17.5955|5.9974|-0.8082
a||DT|0.0|1.8294|1.7783|1.9329|0.5846|4.0023|12.6052|17.5955|4.5746|2.7205
fuel||NN|0.0|3.6815|3.5973|4.2926|0.9839|1.526|19.4422|19.4422|7.3626|-0.9815
that||WDT|0.0|-0.3557|3.6012|7.3153|1.091|0.3839|16.0492|19.4422|5.4556|-0.1199
used||VBD|0.0|2.3709|3.6848|5.7296|1.0386|3.8511|20.6164|20.6164|7.0017|-0.3292
something||NN|0.0|3.0279|5.1899|5.1899|0.9209|4.5519|20.0346|20.7627|6.6399|1.0606
that||WDT|0.0|2.1664|1.9358|5.1899|0.6494|6.3744|10.2823|20.0346|3.5766|0.9646
was||VBD|0.0|0.0382|3.9734|4.0558|1.3988|1.5533|8.8928|12.4205|2.6794|-0.1199
readily||RB|0.0|1.473|4.1475|4.1655|1.0254|6.4722|12.0795|15.056|3.0515|0.6324
available||JJ|0.0|-0.1561|6.7637|7.0213|1.9751|5.9357|13.5929|13.7219|3.9763|0.3062
on||IN|0.0|-1.7144|1.1979|6.7637|0.4446|8.0677|8.3245|13.7609|2.2615|-0.1199
the||DT|0.0|-2.3859|0.5133|1.5851|0.1542|3.6585|8.7406|13.3312|3.334|1.2719
local||JJ|0.0|-2.6019|2.3088|2.3088|0.4606|2.1306|20.1643|20.1643|5.9992|-0.2304
level||NN|0.0|-3.8059|4.5442|5.5061|1.3811|4.2435|19.7346|21.6453|6.2802|-0.1199
you|.|PRP|0.57|2.2686|1.9373|9.9878|0.7012|8.361|9.6511|19.7346|3.5572|1.2719
see||VBP|0.0|4.6981|5.4469|5.92|2.0141|0.8662|19.0782|20.2458|7.128|-0.4182
these||DT|0.0|5.8251|5.7681|5.7681|1.4668|1.4761|20.26|20.3911|7.7164|-0.5718
all||DT|0.0|3.0388|4.4521|5.7681|1.0269|8.8998|9.2753|22.3267|3.4969|-0.4986
over||RB|0.0|1.8048|2.6944|6.0147|0.5553|5.6485|13.2045|13.5267|4.0902|0.831
haiti||NN|0.0|0.8188|2.7996|3.2898|0.6556|5.4746|10.8453|13.2045|2.8889|-0.1767
as||RB|0.0|-1.0989|1.4728|4.1354|0.3963|0.2583|15.4918|18.5887|5.366|-0.1199
well||RB|0.0|-1.568|4.8005|4.8005|1.3441|5.5394|20.63|20.9587|5.9432|-0.9815
they're|.|RB|0.0|-2.2594|1.5543|4.8005|0.4056|4.2248|12.2093|20.63|4.1565|-0.3292
small||JJ|0.0|0.2215|3.0755|4.6232|0.6632|3.2705|21.044|21.044|7.4209|-1.0179
scale||NN|0.0|0.1894|2.5781|3.3835|0.661|0.5459|21.5673|24.0296|7.3003|0.3062
sugar||NN|0.0|1.4452|5.4497|5.4497|1.5419|3.7863|11.5799|21.6071|3.0324|-0.3292
mills||NNS|0.0|-5.1747|5.2306|10.8928|1.5215|3.2906|17.8641|19.0567|4.4549|-1.0179
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
