word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
you|.|PRP|0.46|-4.4966|0.1901|3.2331|0.0701|5.8346|0.3612|21.7473|0.1849|2.9309
know||VBP|0.0|-3.8164|1.3359|1.3402|0.342|6.0519|1.9071|1.9071|0.581|0.82
a|,|DT|0.0|-3.4576|1.1842|1.5144|0.4522|4.7248|4.9755|5.0927|1.9003|2.2675
good||JJ|0.0|-3.2286|2.3265|2.3265|0.9069|5.3301|5.4645|5.6604|1.9979|0.1445
example||NN|0.0|-2.8879|3.962|4.2728|0.8906|2.2049|17.2942|17.2942|5.8032|-0.0072
of|,|IN|0.0|-3.689|0.7515|3.962|0.2573|-0.8005|18.4007|19.5101|7.2739|2.2675
course||NN|0.0|-4.0896|1.7717|1.7717|0.4987|0.1961|19.3276|19.3276|6.4803|0.0284
is|,|VBZ|0.0|-5.2248|2.531|3.7099|0.8242|1.682|11.8124|19.3276|4.1909|-0.074
the||DT|0.0|-4.8731|7.0472|7.0472|1.3287|1.5922|21.832|21.832|5.826|-1.4001
d||NN|0.0|0.0|0.0|9.4946|0.0|0.0|0.0|21.832|0.0|0.0
a||DT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
r.p||NN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
a||DT|0.0|-5.3717|6.4312|9.1915|1.339|2.2529|15.942|15.942|4.7825|0.0
net||JJ|0.0|-7.8398|11.6178|12.2208|4.4928|2.1279|18.0606|18.0606|5.2587|-1.3261
computers|.|NNS|0.0|0.1379|7.4008|18.3831|2.0645|2.1256|18.4638|18.8246|6.1686|-0.1651
were||VBD|0.0|-1.7699|2.3458|7.4008|0.8652|4.4549|12.3792|18.4638|3.3487|1.0733
used||VBN|0.0|-0.4264|3.4026|3.4026|1.0892|2.8934|16.6615|16.6615|6.1464|-0.4466
for||IN|0.0|-2.2568|4.8459|5.0665|1.7897|1.5452|17.4887|18.8238|6.2498|0.1445
artillery||NN|0.0|-0.5711|4.2501|5.2353|0.8252|2.653|18.6882|19.3209|4.5838|-0.4019
first||RB|0.0|0.3205|2.4374|5.1361|0.409|-5.6115|23.9416|26.3217|8.8265|-1.0939
then|,|RB|0.0|-1.9371|5.9207|5.9207|1.6535|3.3776|9.268|23.9416|2.1559|-0.6811
i||VB|0.0|0.0|0.0|5.9207|0.0|0.0|0.0|9.268|0.0|0.0
r||NN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
s||NN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
but|.|CC|0.0|-2.2558|3.8723|4.7364|0.6944|2.8051|17.2648|17.2648|5.0755|0.0
when||WRB|0.37|0.3252|2.957|6.0951|0.6727|6.493|6.2811|18.3924|1.8105|-0.718
we||PRP|0.0|3.0383|6.5747|7.2312|2.3515|6.3979|7.2684|7.2684|2.213|-0.3863
got||VBD|0.0|-0.5136|3.8177|6.9479|0.8998|4.818|11.0769|11.8423|3.7278|-0.6414
it||PRP|0.0|-0.9862|1.1082|4.0479|0.2538|-4.3828|18.5163|21.4388|7.5936|0.0284
now|,|RB|0.0|-1.1355|1.2587|1.3232|0.3789|3.6465|18.7957|20.128|5.5499|-0.3863
you||PRP|0.0|-2.3277|4.3195|4.4654|1.2636|6.3468|4.8144|19.5753|1.4319|0.2772
have||VBP|0.0|-3.1683|3.5719|4.4556|1.0289|4.1327|8.2392|8.7516|2.2191|-0.4466
all||PDT|0.0|-2.5548|1.3992|3.5719|0.3458|5.7192|5.5282|8.7156|1.3191|0.4303
the||DT|0.0|-4.0816|1.6929|2.8392|0.6849|4.1816|4.6335|6.5324|1.4289|0.82
level||NN|0.0|-3.6864|1.705|2.1262|0.5728|5.3548|8.8347|8.8347|2.3264|0.2772
of||IN|0.0|-5.5819|3.229|4.1611|1.1303|2.8409|7.6266|8.8347|2.9008|0.82
activity||NN|0.0|-3.9768|5.9143|7.508|1.3734|0.7316|20.179|20.179|6.4847|0.6583
all|,|PDT|0.0|7.2056|0.9414|12.9984|0.3083|6.0388|5.9738|20.179|1.8698|0.4303
the||DT|0.0|5.5262|2.9917|3.8865|1.0913|2.8884|7.3174|8.6577|2.5529|1.0733
benefit||NN|0.0|5.9525|6.3332|6.3332|1.5351|-0.4199|20.3257|20.3257|6.4376|-0.1056
from||IN|0.0|5.2794|2.2876|6.3332|0.8075|0.264|20.5309|20.5309|7.5771|-0.6414
it||PRP|0.0|4.354|0.8133|2.4735|0.2546|-0.7657|12.5991|20.5309|4.196|1.3829
private|.|JJ|0.39|-0.0821|3.7386|7.012|1.1464|3.4857|14.4798|17.4233|4.8459|-0.1209
sector||NN|0.0|-1.9152|5.2422|6.1319|1.3955|-1.1718|20.8812|21.8599|7.0026|-0.5986
has||VBZ|0.33|-2.0735|1.7405|5.2422|0.4495|-4.0367|27.3541|27.3541|9.4197|-0.9987
to||TO|0.0|-1.5353|3.596|3.596|1.1614|-6.9232|26.8304|28.5146|10.9769|0.2772
do||VB|0.0|-3.8896|5.9504|6.7536|1.6397|5.7624|7.0158|28.529|1.9899|-0.5986
it||PRP|0.0|0.0|0.0|7.4017|0.0|0.0|0.0|9.0882|0.0|0.0
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
