word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
a|.|DT|0.78|-1.3936|1.842|3.4687|0.4771|4.7435|8.5495|14.1972|2.8583|-0.9158
lot||NN|1.44|1.2099|6.3322|6.4964|2.2257|-3.5849|22.9411|22.9411|8.5963|-0.7415
of||IN|0.0|-11.2333|1.6406|16.0993|0.7001|-5.9125|3.2982|22.9411|1.3681|1.3433
us||PRP|0.0|-5.5845|9.4825|11.234|2.9515|4.5193|12.6917|16.543|3.4385|-0.1929
in||IN|0.0|-3.4548|7.2358|10.9486|2.0963|0.3779|15.8395|17.388|5.3534|-0.4124
here||RB|0.0|-4.5395|5.4198|7.3788|2.236|2.4474|22.5797|22.5797|7.4944|-0.7756
have||VBP|0.0|1.9702|6.2647|11.8352|2.3192|9.1688|5.1827|24.571|1.1562|-0.5269
made||VBN|0.0|2.2085|5.0139|6.2647|1.909|3.3489|10.4674|10.7992|3.8777|-0.9391
that||IN|0.0|-0.3871|2.0732|6.4295|0.5888|0.9753|18.9702|19.4835|7.7935|-0.5269
decision||NN|0.0|0.7853|2.7699|3.8084|0.7347|5.9216|12.155|18.9702|3.071|-0.4529
and||CC|0.82|-2.4711|4.3315|7.459|1.3599|6.2601|8.4883|12.8244|2.0812|-0.5269
it||PRP|0.0|-5.7767|4.9283|7.0527|1.7042|2.9512|10.811|11.5901|3.9465|-0.9818
is||VBZ|0.0|-2.3557|7.5856|9.013|2.3981|5.3488|14.6438|14.6438|4.7033|-0.4722
really||RB|0.0|-0.1302|3.4164|7.5856|0.6438|2.6153|17.8941|18.3364|6.6381|-0.0532
pretty||JJ|0.0|-0.0837|6.0574|6.0574|1.5875|2.0007|15.8151|17.8941|4.9947|0.5752
easy||JJ|0.0|-0.4628|3.0817|6.0574|0.9148|5.4886|16.8542|16.8542|4.58|-0.623
it|.|PRP|0.0|3.2992|5.4764|7.7661|1.5758|1.0563|22.872|23.5336|7.7681|-0.3465
means||VBZ|0.0|3.3099|5.0608|5.5743|2.2423|3.4091|11.9023|23.5024|4.7758|-1.4657
reduce|:|VB|0.0|5.0993|7.7023|7.7023|2.0502|4.8053|11.6526|11.9967|3.2204|-1.0014
your||PRP$|0.46|3.9212|4.2436|7.7023|1.5107|-0.1368|24.4901|24.4901|8.6295|-0.1025
carbon||NN|0.0|-1.1742|7.4479|11.7438|2.6723|0.0785|30.0538|30.0538|8.444|-0.9037
dioxide||NN|0.77|1.3209|2.0906|8.5671|0.6324|-0.2721|34.456|34.456|9.8774|-0.9037
emissions||NNS|0.0|3.2442|8.364|8.364|2.15|2.9314|27.9387|34.456|7.3627|-0.7175
with||IN|0.66|2.5569|12.5489|12.5489|4.1296|2.0892|21.7278|27.9387|5.2589|0.246
the||DT|0.0|9.2754|2.6393|16.0044|0.6491|3.8695|18.444|21.7278|5.268|0.5752
full||JJ|0.0|13.1969|6.499|7.3006|1.8297|1.637|23.6576|23.6576|7.3154|-0.623
range||NN|0.0|9.6406|6.3434|9.6665|1.7193|3.6154|28.9054|28.9054|6.9213|-0.6656
of||IN|0.0|8.0032|5.3016|6.3825|1.2843|1.714|16.8562|28.9054|4.9475|0.7847
choices||NNS|0.0|7.8346|1.3552|5.3016|0.4953|-2.8453|25.9253|26.8511|10.3641|-1.1869
that||IN|0.0|6.2027|2.4284|3.8752|0.9106|-4.2548|24.6006|26.6556|8.8565|-0.1929
you||PRP|0.0|2.1056|4.3002|7.0269|1.1564|-0.2068|25.8508|27.0705|10.9862|0.5752
make||VBP|0.0|-1.1341|2.4886|7.0211|0.9778|5.5362|16.0486|26.8426|4.8858|-0.8371
and|,|CC|0.78|-4.4005|5.7025|7.9953|2.1837|0.082|16.4393|19.6888|5.7152|-0.3465
then||RB|0.0|-13.9567|11.3406|17.4077|3.5603|-0.9324|24.6769|24.6769|6.9981|-1.1146
purchase||NN|0.41|-18.0368|1.3538|11.3406|0.3848|1.5092|16.0522|24.6769|4.8859|-0.8783
or||CC|0.0|-18.9902|0.7385|2.1687|0.274|4.93|6.0427|16.0522|2.0435|-0.2737
acquire||VB|0.0|-19.2914|1.3913|1.3913|0.4349|5.0268|11.7569|11.7569|2.6854|-1.0291
offsets||NNS|0.37|8.5876|4.8162|29.9982|1.3958|4.0855|15.2862|15.2862|4.7599|-1.1007
for||IN|0.0|3.1655|5.9017|10.1766|1.2592|2.5717|22.3787|22.3787|7.5428|-0.5269
the||DT|0.0|5.3329|4.0142|7.5129|0.9349|0.2745|23.1425|23.5269|6.1498|0.5752
remainder||NN|0.0|8.1292|1.4494|5.4853|0.4007|4.2965|20.8367|23.1425|6.4645|-0.623
that||IN|0.0|2.3167|6.8777|8.5242|1.9391|2.206|25.7196|25.7196|7.9787|-0.0009
you||PRP|0.0|-1.299|6.2242|11.4765|1.8044|-1.3772|31.6152|31.6152|9.4224|0.3979
have||VBP|0.0|-3.0466|1.1698|6.2242|0.3374|1.1688|32.5069|33.8365|10.9584|-0.1929
not||RB|0.0|-5.3615|1.9544|3.8252|0.7345|3.0616|8.5071|32.5069|3.2272|-0.4124
completely||RB|0.0|-3.9416|8.1116|8.1116|2.5277|6.0764|12.0965|12.0965|2.6395|0.5752
reduced||VBN|0.0|-5.9052|5.2359|10.0099|1.7015|0.4623|12.6377|15.1514|4.9184|-0.3465
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
