word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.0|0.0|0.0|5.2038|0.0|0.0|0.0|25.6335|0.0|0.0
we||PRP|0.0|2.3348|6.4077|6.4077|1.7793|10.4835|3.667|12.0885|1.1737|0.0
need||VBP|0.0|6.338|4.3814|9.7028|1.4655|5.468|19.7503|20.7091|6.3644|-0.4182
to||TO|0.0|4.6178|4.2517|6.3928|1.2561|3.0696|12.9934|19.7503|4.5617|0.9646
rethink||VB|0.0|4.4969|5.5835|5.988|1.508|1.84|24.2573|24.2573|7.6227|-0.5361
our||PRP$|0.0|3.5434|3.4777|5.5835|1.2356|7.2241|15.9692|24.2573|4.1242|0.9646
development||NN|0.0|-0.0739|5.0158|8.2761|1.2389|3.0249|21.3057|21.3057|4.7881|0.3062
strategies||NNS|0.0|-0.8953|7.6651|7.6651|2.7994|0.6302|23.8537|23.8537|5.8517|-0.617
so|,|IN|0.41|3.1316|0.6657|8.7884|0.213|4.7134|18.121|23.8537|6.6767|0.1452
that||DT|0.0|1.0402|4.7257|5.0079|1.1211|2.4685|17.3826|19.1608|4.7646|-1.0179
we're||VBZ|0.0|1.3333|5.4308|5.4308|1.2788|4.7325|20.8415|20.8415|7.673|-0.5718
not||RB|0.0|3.6887|3.8135|6.907|1.2418|5.6561|22.9001|22.9001|7.3404|-1.1141
promoting||VBG|0.0|1.6644|4.7279|5.8949|1.3953|5.4319|22.5402|22.9001|4.875|-0.5238
educational||JJ|0.33|1.8335|6.7002|7.0825|1.713|3.7439|19.2013|22.5402|4.9734|0.7085
campaigns||NNS|0.0|1.0025|2.3182|6.7002|0.7427|3.122|20.1626|20.1626|6.7112|-1.0839
to||TO|0.0|-0.8536|4.8066|6.0169|1.6402|-2.3299|19.3733|24.9552|7.2356|0.9646
get||VB|0.0|0.139|5.6914|5.6914|1.542|-0.6337|22.8751|25.2889|8.2888|-0.6998
them||PRP|0.0|-0.2862|4.9288|5.6914|1.1937|2.9836|23.6233|24.168|7.4313|-0.2304
to||TO|0.0|-1.4153|3.4504|5.218|1.0406|-1.9559|13.4367|23.6233|4.309|0.4919
stop||VB|0.0|-0.4361|4.8785|5.2338|1.2049|-4.1253|31.7243|31.7243|9.5747|-1.2838
being||VBG|0.0|-0.8919|6.1127|6.1127|1.7023|2.5279|16.2082|31.7243|4.9985|-1.0519
farmers||NNS|0.0|-1.0989|7.5935|7.6198|2.4858|1.4275|32.0687|32.0687|9.4611|-0.9624
but|,|CC|0.0|0.0|0.0|7.5935|0.0|0.0|0.0|32.0687|0.0|0.0
rather||RB|0.0|1.7883|6.5591|6.5591|1.8193|3.6336|20.5516|20.5516|6.4558|0.0
to||TO|0.0|1.2553|2.341|6.5591|0.6442|-0.4199|13.7665|20.5516|4.5702|0.4919
stop||VB|0.0|1.7978|3.8872|4.1398|0.9747|-0.9062|26.8963|26.8963|8.4485|-0.9815
being||VBG|0.0|0.476|3.8224|5.8359|1.0687|2.9232|18.6905|26.8963|6.8389|-0.9815
poor||JJ|0.0|-4.9217|9.8019|11.671|3.0275|2.3491|22.5029|22.5029|8.628|-1.2415
farmers||NNS|0.0|-8.1928|6.8102|13.0553|1.5634|-3.6547|18.6393|23.4241|4.8032|-1.0682
and|.|CC|0.0|0.0|0.0|13.0417|0.0|0.0|0.0|18.6393|0.0|0.0
we||PRP|0.0|1.7427|3.5996|3.5996|1.3299|9.9092|2.662|11.0031|0.9589|0.0
need||VBP|0.0|2.4394|4.0302|4.1699|1.1568|7.4348|19.8139|19.8139|6.8214|-0.2304
to||TO|0.0|3.1567|1.2617|4.5282|0.3824|-0.2022|18.8102|23.5641|6.8174|0.9646
think||VB|0.0|2.6145|2.8977|3.4527|0.8554|2.3432|21.6425|21.6425|7.4946|-0.4182
about||IN|0.0|0.5799|3.8088|4.2925|1.0722|4.1516|14.877|24.1809|4.9992|1.1109
how||WRB|0.0|0.231|1.3005|3.8088|0.4155|5.9966|14.1589|15.0607|5.0211|-0.1199
we||PRP|0.0|0.4699|1.6307|1.6307|0.3497|3.3301|13.1036|17.8798|2.8513|0.0043
can||MD|0.0|0.3823|2.4855|2.4855|0.5663|-0.975|22.0559|22.0559|8.0395|0.1452
do||VB|0.0|-1.7787|3.7841|6.0251|1.2297|1.9502|15.2837|22.0559|4.1195|-0.1199
that||DT|0.0|-3.0864|2.3633|3.7841|0.6799|3.5939|18.385|18.3994|5.7997|-0.5718
effectively||RB|0.0|-4.2473|4.5403|5.4009|1.4277|-5.6951|27.4871|31.1863|7.6758|0.6624
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
