word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
so|.|RB|0.43|-10.6079|3.2391|14.0964|0.9052|-3.4481|35.9394|35.9394|10.3739|-0.4981
when|,|WRB|0.83|-9.2032|8.4818|8.4818|1.5512|-1.8259|40.978|40.978|13.4558|-1.3903
violence||NN|0.0|1.7253|13.2827|21.8602|3.7707|2.5601|33.3085|40.978|10.8495|-1.1658
erupts||NNS|0.33|-3.6868|2.443|13.2827|0.6785|8.5406|12.5841|33.3085|3.4793|-0.6756
in||IN|0.0|6.2892|0.6413|11.566|0.2392|6.9274|15.3238|17.4758|4.9083|0.5792
a||DT|0.0|6.4659|0.6756|0.7791|0.2526|8.4561|3.0308|15.3238|1.0598|2.9494
country||NN|0.0|-0.5004|14.3616|14.8217|3.6636|1.2422|20.7057|20.7057|7.0674|-0.1657
like||IN|0.0|-4.5429|6.6574|14.3616|2.1637|2.643|22.3183|22.3183|7.274|-0.4366
afghanistan||JJ|0.0|1.5287|4.9762|11.8269|1.6103|-7.9987|34.4242|35.1961|11.0084|-0.274
it's|,|NN|0.0|0.0|0.0|4.9762|0.0|-3.3614|19.5307|34.4242|7.8652|-0.1179
because||IN|0.0|-2.3966|6.8003|6.8003|1.5132|-2.1629|23.6847|23.6847|7.4144|0.3159
of||IN|0.0|-7.0166|2.5005|9.7468|0.9831|-0.2859|6.4424|23.6847|2.264|1.7643
that||DT|0.0|-10.1032|3.4002|5.8193|1.1041|-4.2336|24.2789|24.2789|8.8979|-0.294
legacy||NN|0.0|-13.9634|7.2687|9.3174|2.1893|-5.2614|16.968|24.2789|5.1725|0.3422
but|.|CC|0.85|11.586|2.9335|29.6033|0.5211|-0.446|23.4586|27.2086|8.3642|-0.5543
we||PRP|0.0|1.5162|10.4303|12.8197|2.97|8.0433|17.9189|23.4586|5.4571|-0.2108
have||VBP|0.0|-6.4722|7.9954|18.5532|1.8961|1.466|25.8098|25.8098|7.5531|-1.0222
to||TO|0.0|-8.1402|1.7941|8.7183|0.5935|-3.6129|27.9175|30.2421|10.3914|-0.294
understand||VB|0.0|-5.8967|6.5521|6.5521|1.5975|-4.125|37.5388|37.5388|11.9557|-0.8635
that||DT|0.0|-2.4999|3.0037|9.1516|0.833|0.4333|23.3123|37.5388|8.1881|-0.0133
we've||NN|0.0|0.0383|3.0915|5.7107|0.9362|-0.9092|26.6309|26.781|9.8085|-0.0133
been||VBN|0.0|0.3138|1.7022|3.0915|0.556|4.7286|21.9663|26.8767|8.0078|0.7947
incredibly||RB|0.0|0.0095|14.1159|14.1159|4.2942|0.6225|26.2354|27.2955|6.9839|0.3159
lucky||JJ|0.0|3.6902|2.522|14.1159|0.9032|-6.3895|32.0874|32.1678|10.6464|-0.2108
i|.|JJ|0.65|1.2641|4.1802|6.3454|1.5383|10.1463|12.2488|34.5467|2.885|-0.1179
mean||VBP|0.0|2.2751|3.3446|4.4586|1.0012|-7.1683|33.1965|34.925|11.229|-0.9291
i|,|VBP|0.0|0.1441|2.7961|4.9584|0.8686|3.9528|35.7461|36.0069|13.2552|-0.294
really||RB|0.0|3.8884|7.0814|8.5122|2.3331|8.9188|7.7711|35.7461|2.4367|0.3159
can't||JJ|0.0|0.9467|5.293|9.0889|1.5909|2.3331|24.2443|24.2443|7.394|-0.8102
believe||VB|0.0|-5.3899|11.6829|13.4945|2.6233|3.8537|21.905|24.2443|5.1237|-0.294
how||WRB|0.0|-4.9185|1.6262|11.6829|0.423|3.3622|22.4867|23.7439|7.8519|-0.2108
lucky||JJ|0.0|-3.5036|1.9022|2.9796|0.4527|2.3338|23.1989|23.4841|8.4881|0.2406
i||NN|0.0|-5.5924|1.1491|3.3325|0.3983|9.2854|1.2805|23.1989|0.4858|1.7643
am||VBP|0.0|-5.2452|1.7579|1.7579|0.6759|9.1801|2.2898|2.2898|0.904|0.3969
here||RB|0.0|-4.5559|10.3061|10.3061|2.6657|4.1253|19.2026|20.3101|5.5489|-0.7375
standing|,|VBG|0.0|-6.8109|7.1571|10.3061|2.1583|2.4522|28.317|28.317|8.5126|-0.7176
in||IN|0.45|-7.0007|3.494|7.4386|1.1817|6.0027|12.6817|28.317|4.001|0.7947
front||NN|0.0|-14.8365|6.8151|11.1193|2.326|0.2704|20.8477|20.8477|7.9691|-0.697
of||IN|0.0|-16.1393|1.1292|6.8347|0.3451|-10.8671|16.0602|27.2109|5.8834|0.2406
you||PRP|0.0|-15.2461|1.2999|2.221|0.3875|-8.9487|22.2471|22.2471|8.5176|-0.4366
speaking|,|VBG|0.33|-9.92|4.7046|8.1281|1.5686|-6.2955|31.5997|31.5997|8.8355|-0.4981
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
