word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
they|.|PRP|0.0|-5.7944|2.1608|13.9755|0.6779|4.9409|5.466|12.9375|1.4451|0.4303
need||VBP|0.0|-3.2536|4.9177|4.9245|1.4669|4.2659|7.7603|7.7603|2.4464|-0.2466
to||TO|0.0|-2.6175|2.0517|4.9177|0.7406|4.9591|6.0149|7.9861|2.2114|1.7699
look||VB|0.0|-1.6197|2.2314|2.6038|0.722|-1.8284|20.9428|20.9428|8.6541|-0.3863
forward||RB|0.0|-2.3779|6.51|6.51|1.7184|0.8303|18.7692|20.9428|6.9892|-0.3863
to||TO|0.0|-3.1258|6.7001|6.7818|1.6642|-0.7984|19.6894|19.9878|7.3159|-0.8424
exploration||NN|0.32|-4.3893|5.0708|7.8994|1.3465|1.5963|23.3016|23.3016|6.4569|-0.3371
they|;|PRP|0.0|-7.0632|1.2989|5.0708|0.333|2.9598|2.3843|23.3016|0.6602|0.4303
need||VBP|0.0|-5.0413|2.4094|3.4196|0.8367|4.3425|7.679|7.679|1.7506|-0.1651
to||TO|0.0|-5.2384|2.0016|2.4094|0.9836|2.3902|9.0727|9.0727|4.0709|2.9309
look||VB|0.0|-4.0769|0.7334|2.4997|0.2053|-1.8136|17.9795|17.9795|7.8869|-0.4466
forward||RB|0.0|-4.4169|4.3313|4.3313|0.9804|1.4593|18.3024|18.3024|6.4006|-0.3539
to||TO|0.0|-5.1653|5.8997|5.8997|1.8805|-0.7133|13.8548|18.3024|5.1732|0.1445
colonization||NN|0.0|-5.4371|5.4083|5.8997|1.358|1.5547|23.0852|23.0852|5.8362|-0.1988
they|;|PRP|0.0|-5.8872|0.5988|5.4083|0.2156|4.8993|0.953|23.0852|0.3455|0.82
need||VBP|0.0|-4.8188|1.7315|2.019|0.5763|4.6476|3.3803|3.3803|0.8995|-0.074
to||TO|0.0|-4.6449|1.7649|1.847|0.8052|4.8539|6.2682|6.2682|2.3378|2.9309
look||VB|0.0|-4.3139|0.5732|1.7649|0.1577|-2.5772|20.2137|21.2456|8.2313|-0.4466
forward||RB|0.0|-4.4271|4.8867|4.8867|1.0595|0.1468|22.699|22.699|8.0494|-0.3863
to||TO|0.0|-4.5406|2.4714|4.8867|0.667|0.9235|18.7327|22.699|5.8071|-0.3863
breakthroughs||VB|0.34|-5.0409|11.738|11.738|3.2703|0.6843|20.3698|20.3698|6.2402|-1.0251
we|.|PRP|2.88|1.9624|8.4298|19.2395|3.1347|7.3967|6.1995|21.7818|1.9411|-0.6414
need||VBP|0.0|4.21|6.3124|8.4687|1.8397|7.1135|5.6012|6.2495|1.8634|-0.5016
to||TO|0.0|2.5305|3.0469|6.3124|0.8641|7.9996|4.1895|5.6012|1.3021|1.0733
inspire||VB|0.0|-0.3353|6.5515|6.9709|1.4126|2.7678|20.5678|20.5678|6.6476|-0.7354
them||PRP|0.0|-2.7796|1.5019|6.5515|0.4822|3.6911|7.048|20.5678|2.0702|0.0284
because|,|IN|0.0|-4.12|6.9645|6.9645|1.7755|0.5525|22.3385|22.3385|6.437|-0.0244
they||PRP|0.0|-3.8227|3.4117|6.9645|0.8417|4.3807|11.3425|22.3385|3.2894|0.4303
need||VBP|0.0|-3.1748|3.8696|4.3992|0.9441|5.9607|7.9264|11.4043|2.5462|-0.4466
to||TO|0.0|-5.3193|1.6685|4.3563|0.4953|4.9189|7.8093|8.39|2.5299|0.1445
lead||VB|0.0|-2.4816|4.0862|5.4742|1.271|6.8188|10.3089|10.3089|2.2637|-0.6414
us||PRP|0.0|-3.6651|2.4003|4.0865|0.7061|-5.058|25.9571|26.2404|7.6867|-1.0497
and||CC|0.0|5.5756|4.6035|12.2573|1.1395|3.3741|10.9965|25.9571|3.5989|-0.3199
help||VB|0.0|-1.763|5.7425|10.7086|1.7876|-0.2012|18.6724|18.6724|7.4279|-0.7523
us||PRP|0.0|-5.4067|3.0888|8.4928|0.8381|1.404|13.9739|18.6724|5.3122|-0.3863
survive||VB|0.0|-6.1421|4.4182|5.9237|0.9843|2.8626|12.2235|14.3429|3.5444|-0.5274
in||IN|0.0|-7.035|1.2388|4.4182|0.4676|3.8254|2.7388|12.2235|0.8528|1.0733
the||DT|0.0|-7.3818|0.3977|1.2886|0.159|3.1547|5.0157|5.2177|1.9258|2.2675
future||NN|0.0|-4.7942|4.5437|4.878|1.0378|-2.289|19.9714|19.9714|6.1866|-0.6414
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
