word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
now|.|RB|0.0|-3.357|2.3513|6.9299|0.8962|5.6406|4.2984|17.4577|1.3206|-0.1651
you||PRP|0.0|-0.6908|8.2031|9.4578|3.05|4.8997|5.1048|6.6768|1.1414|0.0284
can||MD|0.0|5.4247|9.5695|12.8922|2.6028|-0.145|17.0335|17.0335|6.1393|-0.074
say||VB|0.0|1.8842|3.8752|9.5695|0.914|2.8593|12.8245|18.4116|4.753|-0.5016
that||IN|0.0|-2.255|5.0342|7.9344|1.5667|2.9484|8.4982|12.8245|2.307|0.1445
intelligent||JJ|0.0|-1.5102|8.6883|8.6883|2.5029|2.993|16.2931|16.2931|4.1497|-0.0244
design||NN|0.0|-4.0131|8.2415|10.6139|2.5619|3.1922|19.7608|19.7608|4.1142|-0.7995
designs||VBZ|0.38|-2.6402|6.1341|8.2415|1.3183|4.5158|15.5019|20.0484|3.6202|-0.5521
our||PRP$|0.0|-3.4793|2.084|6.1341|0.6003|5.3603|4.9726|15.5019|1.1942|0.0284
airplanes||NNS|0.0|-2.9909|7.5327|7.5327|1.9785|1.5977|19.9657|19.9657|6.2251|-0.5274
of||IN|0.0|-6.9245|5.4205|9.2078|2.1538|-1.0072|14.4732|19.9657|4.6582|1.0733
today||NN|0.0|-14.5819|7.6531|13.3528|2.0779|2.0637|21.0342|21.0342|5.9143|-0.6414
but|,|CC|0.37|2.8231|12.2062|25.2059|4.7999|-3.3641|19.3885|21.1447|7.8199|0.6089
there||EX|0.0|-3.1616|4.8555|12.3391|1.9074|1.6907|20.4882|20.4882|8.1604|0.1445
was||VBD|0.0|-0.9294|4.7229|6.3269|1.9307|4.3393|10.4363|20.7475|3.6134|-0.3199
no||DT|0.0|0.211|6.3015|6.4285|2.1269|6.8953|4.9521|11.5106|1.2974|-0.9391
intelligent||JJ|0.0|-2.754|7.6987|9.521|1.8328|3.6134|15.6918|16.3611|4.1119|0.056
design||NN|0.0|-4.6648|4.4528|8.1929|0.9568|4.4153|9.9083|16.4046|2.3796|-0.4466
really||RB|0.0|-3.4886|6.1609|6.4188|1.7929|5.6917|7.8409|9.9083|1.8568|0.0846
designing||VBG|0.0|-5.3427|6.3643|8.3009|1.388|2.9599|14.0685|15.9942|3.5838|0.0284
those||DT|0.0|-4.8078|2.3451|6.3643|0.5037|2.445|13.6288|14.1773|4.5437|-0.5016
early||JJ|0.0|-3.9402|1.9833|2.7628|0.4684|5.6791|2.1421|14.4117|0.458|0.516
airplanes||NNS|0.0|-2.6774|11.5899|11.5899|3.8676|0.8685|17.0139|17.0139|5.4441|-0.8286
there|.|EX|0.33|4.1984|3.1366|13.6327|0.8864|7.2096|3.8998|17.9488|1.2618|-0.2466
were||VBD|0.0|3.6695|2.1556|3.1366|0.2701|-5.0618|29.1269|29.1269|9.9893|-1.1668
probably||RB|0.44|4.071|10.3141|10.3141|3.4001|5.2993|8.6142|29.1269|2.2592|-0.1651
at||IN|0.0|-0.6912|2.8223|10.5808|0.7467|1.554|11.1502|11.8238|3.9632|0.0284
least||JJS|0.0|1.8338|7.5714|7.5714|2.2874|-0.5624|21.6867|21.874|7.455|-0.917
thirty||JJ|0.0|2.5569|6.0918|7.5714|1.36|3.884|20.1412|23.6874|5.259|-0.0244
thousand||CD|0.0|-2.8562|11.2479|13.0038|3.1468|1.4681|16.3726|20.1412|4.9176|-0.7354
different||JJ|0.0|0.0263|8.7461|12.7013|2.5879|-1.7249|21.734|21.9599|6.4386|0.82
things||NNS|0.0|-2.8681|7.7504|10.4112|2.1858|1.4502|20.4313|21.734|6.2973|-0.6414
tried||VBN|0.0|-3.2607|7.0344|9.4844|1.6709|-0.1524|22.9191|22.9191|6.5384|-0.5521
and|,|CC|0.92|-3.7322|1.228|7.0344|0.4569|7.1539|2.1619|22.9191|0.7118|-0.074
when||WRB|0.0|-3.4278|1.5613|1.5613|0.5188|6.1712|3.2028|3.2028|0.8911|0.4303
they||PRP|0.0|-3.3605|2.0457|2.0457|0.3619|-3.5544|25.106|25.106|8.927|-0.96
crash||VBP|0.0|-0.8738|5.9102|7.0935|1.661|-1.1124|26.3133|26.3133|8.0688|-1.1445
and||CC|0.0|-1.753|4.137|6.5532|1.3803|2.7001|12.3803|26.3133|3.3608|0.4303
kill||VB|0.0|0.4508|6.1056|6.477|1.7282|1.061|20.1496|20.1496|6.9235|-0.2466
the||DT|0.0|-0.7665|3.7237|6.1056|1.4699|1.8503|13.5139|20.1496|3.9521|1.0733
pilot||NN|0.0|3.6842|9.0621|9.8781|2.8772|2.5014|19.4321|19.4321|4.4228|-0.8936
don't|,|NN|0.0|2.9714|3.2401|9.0621|1.0394|3.0151|13.9386|19.4321|3.7841|-0.3863
try||VB|0.0|1.1969|2.1445|4.9732|0.6909|3.1782|16.1605|16.1605|5.5632|-0.4466
that||DT|0.0|-1.7741|3.1994|5.3005|1.011|5.5787|7.0825|16.1605|1.9518|-0.074
again||RB|0.0|-4.5793|3.2171|6.3165|1.1162|2.255|12.6629|12.6629|3.9732|0.6089
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
