word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
help|.|NN|1.59|5.1353|1.9418|12.2605|0.5373|-0.0882|19.5663|24.3398|8.1272|-0.1929
with||IN|0.0|3.7208|6.3712|6.3712|2.3412|2.0179|17.5547|19.974|6.7202|0.5752
the||DT|0.0|-0.1942|1.3903|7.7895|0.5019|4.8271|11.8155|17.5547|4.1733|1.7274
mass||NN|0.0|0.1468|1.4327|2.0375|0.4504|4.6458|20.8399|20.8399|7.0215|-0.8371
persuasion||NN|0.0|-0.8747|4.9264|4.9264|1.1679|2.063|21.2554|21.8952|6.3796|-0.3231
campaign||NN|0.0|-2.1665|5.3878|5.9547|1.3575|2.1645|22.2992|23.0389|7.2141|-0.623
that||WDT|0.0|-4.5559|1.4594|6.8958|0.5278|4.8237|6.3508|22.2992|2.1895|1.0361
will||MD|0.0|-5.6753|1.7883|2.9797|0.6344|2.4766|6.7788|7.8774|2.6569|0.7847
start||VB|0.0|-4.641|3.4213|3.5535|0.7669|-0.7565|22.2524|22.2524|7.9363|-0.8371
this||DT|0.0|-6.9124|2.9316|4.7584|0.9774|-1.6799|17.5144|22.2524|5.4553|0.3979
spring||NN|0.0|-6.6079|4.3821|4.3821|1.041|-2.8497|30.8025|30.8025|8.7565|-1.128
we|.|PRP|0.0|0.0|0.0|9.2776|0.0|0.0|0.0|30.8025|0.0|0.0
have||VBP|0.0|4.4053|1.2589|4.749|0.362|2.7783|17.2505|17.2505|6.7188|0.0
to||TO|0.0|2.9237|3.9605|4.3594|1.5783|-1.3465|22.0443|22.7724|7.7519|0.5752
change||VB|0.0|3.0915|5.6784|5.6784|1.6011|4.5376|19.7855|22.424|4.8793|-0.9391
the||DT|0.0|-0.9639|1.9787|7.743|0.5219|3.0135|13.0896|19.7855|5.3918|0.7847
minds||NNS|0.0|0.2906|5.0886|5.0886|1.6979|6.1883|18.4914|18.4914|5.4124|-1.1007
of||IN|0.0|-1.1986|4.6324|5.756|1.5953|0.9251|9.4578|18.4914|4.0419|1.7274
the||DT|0.0|-2.7238|1.6276|5.1571|0.6277|5.474|10.0801|11.5137|3.5046|0.5752
american||JJ|0.0|-1.8123|3.8256|3.8256|0.9045|4.2883|20.9152|20.9152|6.5064|0.9044
people||NNS|0.0|-3.5088|2.1797|3.8256|0.6016|-4.2722|23.5323|25.5725|7.9597|-0.3465
because|.|RB|0.52|6.7281|5.0358|14.548|1.7617|-0.1494|21.2309|25.2645|7.1918|0.7847
presently||RB|0.0|2.9675|5.0171|10.1249|1.3218|2.7171|24.9932|24.9932|7.9021|-0.3465
the||DT|0.0|-1.5676|0.8157|6.9082|0.2883|4.1339|11.6963|24.9932|3.8726|1.7274
politicians||NNS|0.0|-1.2337|11.9918|11.9918|2.6689|1.2022|22.6323|22.6323|7.065|-0.0275
do||VBP|0.0|-5.547|4.395|11.9918|1.7348|1.2787|13.5272|22.6323|5.756|0.5752
not||RB|0.0|-2.363|4.1026|7.7365|1.2646|6.85|9.3612|15.7555|2.9145|-0.5269
have||VB|0.0|-2.454|1.1799|4.1026|0.4324|1.4544|18.9417|19.8195|6.9384|0.246
permission||NN|0.0|-2.4837|1.3381|1.3381|0.4046|1.4926|21.6248|21.8564|6.3983|0.3979
to||TO|0.0|-5.2755|1.0354|4.1768|0.3833|3.1992|7.4916|21.6248|3.1539|1.0361
do||VB|0.0|-4.4304|4.6467|4.6467|1.8351|2.7396|12.2607|12.2607|5.0347|-0.0009
what||WP|0.0|-2.7576|6.1026|6.7919|2.0637|2.0329|15.0706|15.0706|4.764|0.1144
needs||VBZ|0.0|-3.8092|2.2278|6.1026|0.7387|1.2395|15.7077|16.1682|5.8443|-0.6656
to||TO|0.0|-4.5031|5.2107|5.2959|1.9704|-2.6853|19.6836|20.8789|7.0943|-0.1025
be||VB|0.45|-17.375|5.0273|17.3347|1.3632|2.0337|11.7267|20.3888|4.3904|-0.1929
done||VBN|0.0|-18.0461|3.0607|5.0273|0.9372|1.464|14.2875|14.2875|4.7278|-1.0547
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
