word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
you'll|.|NN|0.0|-2.385|1.709|5.5853|0.3632|3.8577|12.7293|13.3027|3.1187|0.1452
find||VB|0.0|-1.4553|2.9061|3.1994|0.5841|0.973|23.9197|23.9197|8.5985|-0.8082
families||NNS|0.0|-0.376|2.4989|3.1448|0.7424|4.2445|21.438|23.9197|5.8959|0.5603
like||IN|0.0|-1.0916|2.6294|3.5291|0.4878|2.2269|18.0653|21.8717|5.8649|-0.4986
this||DT|0.0|0.4254|3.2379|5.0088|0.8621|0.0234|18.5704|21.868|5.9351|-0.2304
who||WP|0.0|0.9468|2.6345|3.2803|0.5801|0.5803|14.0711|19.1636|5.1961|0.9646
go||VBP|0.0|-2.5529|3.5788|6.8744|0.8166|4.015|18.4625|18.4625|5.6063|-0.3292
out||RP|0.0|-1.7537|1.1017|3.8031|0.2819|6.2392|16.1045|18.6017|6.3349|-0.3292
into||IN|0.0|-0.7887|3.635|3.635|0.8879|0.0665|16.9705|22.9712|5.3397|0.5959
the||DT|0.0|-3.3882|3.7481|5.8042|0.9794|7.0665|13.9273|22.8792|3.2632|-1.2632
forest||JJS|0.0|0.0|0.0|5.1945|0.0|0.0|0.0|13.9273|0.0|0.0
to||TO|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
find||VB|0.0|-12.367|2.5929|13.5497|0.7988|0.7394|27.8174|27.8174|10.0609|0.0
a||DT|0.0|-12.8715|1.4841|2.8792|0.4947|4.027|3.2643|27.8174|1.1036|6.342
tree||JJ|0.0|-11.6043|3.7453|3.9677|0.9581|2.4641|16.7427|16.7427|4.9672|0.0
cut|,|NN|0.0|-0.2423|2.0552|14.254|0.5311|-0.4436|24.0696|24.0696|7.8076|-0.7562
it||PRP|0.0|-0.6427|0.5193|2.0552|0.1292|1.3623|13.4614|24.0696|4.3998|0.9646
down||RP|0.0|-1.5626|1.686|1.8258|0.4811|5.9322|19.9032|19.9032|5.5253|-1.2838
and||CC|0.52|-1.872|2.7191|2.7191|0.8817|1.0036|24.0487|24.0487|7.7963|-1.0179
make||VB|0.0|-2.9968|1.6655|3.5614|0.5148|-2.3831|23.8733|28.8114|8.2553|-0.7562
charcoal||NN|0.0|-4.6336|6.9067|6.9361|1.8466|0.7594|21.7922|26.0296|6.4014|-0.6998
out||IN|0.0|-7.7065|1.6199|6.9067|0.4996|1.6183|12.9077|21.7922|4.7619|0.3062
of||IN|0.0|-7.35|0.7873|1.6199|0.2538|-8.495|18.2728|24.6414|6.0614|2.1169
it||PRP|0.0|-7.3105|2.4886|2.4886|0.6505|-3.828|16.5569|18.2728|4.386|0.7085
so|.|RB|1.5|4.4191|1.3199|14.4225|0.3518|4.1794|15.3852|25.8637|5.7209|0.4919
not||RB|0.0|4.1731|2.4517|2.4517|0.4886|4.7674|21.1632|21.1632|7.5097|-0.9011
surprisingly||RB|0.0|3.1699|7.9853|7.9853|1.7192|2.7349|25.5131|25.5131|7.0103|-0.1199
there's|,|VB|0.0|-0.5913|2.6433|8.9369|0.6254|2.6212|13.203|25.5131|4.7912|1.4498
a||DT|0.0|-0.5569|2.0737|2.739|0.7292|3.8254|9.8322|13.203|3.346|2.7205
lot||NN|0.0|-0.9479|3.2084|3.2084|0.9979|5.9499|12.3888|14.8869|4.4824|-0.8082
of||IN|0.0|0.8134|1.0127|3.6372|0.3085|1.2677|9.49|13.5194|3.1346|1.2719
effort||NN|0.0|2.2247|5.4283|5.4283|1.6265|0.9807|20.1218|20.1218|6.4084|-0.2811
that's||NN|0.0|0.9962|2.1714|5.4283|0.5619|-4.2703|18.6042|26.1283|6.5219|-0.6386
been||VBN|0.0|1.5472|4.7653|4.7653|0.9744|2.7209|30.1667|30.1667|10.0338|-0.8082
done||VBN|0.0|-0.3192|5.2808|5.5306|1.7596|7.963|15.4677|32.193|4.6409|-0.9815
to||TO|0.56|4.2756|2.709|8.1324|0.7924|3.9007|14.8908|18.6092|4.7962|0.4919
look||VB|0.0|4.4895|4.6701|4.6701|1.2724|3.3779|18.7992|18.7992|5.9026|-0.4182
at||IN|0.0|3.2705|2.9693|4.6701|0.7589|4.988|15.8636|20.6697|6.5787|0.0043
alternative||JJ|0.0|1.0017|5.6186|7.791|1.2526|3.1952|22.2365|22.2365|5.0889|-0.3055
cooking||NN|0.51|0.2758|8.0077|8.0077|2.2221|1.6545|19.0032|22.8494|5.1222|0.0043
fuels||NNS|0.0|-6.528|9.8975|16.2679|3.1299|-4.2048|19.0877|22.3109|6.3101|-1.3734
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
