word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
so|.|RB|0.0|4.6102|2.0343|9.8113|0.589|-3.6295|19.8843|21.0515|5.3613|-0.1199
i'm||JJ|0.0|3.5274|1.4577|2.6759|0.3439|8.5997|9.5286|20.327|2.8369|0.9646
actually||RB|0.0|2.4715|10.5986|10.5986|2.8216|2.8251|18.4814|18.5233|4.301|-0.3292
an||DT|0.0|-2.5464|4.2589|10.5986|1.1038|8.5073|13.8353|18.5385|3.848|-0.5718
instructor||NN|0.0|0.3424|4.9147|7.9151|1.3512|1.1399|23.5944|24.0835|6.1537|0.25
at||IN|0.0|-0.523|2.343|4.9147|0.8131|5.5398|16.3852|23.7914|5.9446|2.1169
m||NN|0.0|0.0|0.0|2.343|0.0|0.0|0.0|16.3852|0.0|0.0
i||NN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
t||NN|0.0|-1.4067|3.9328|3.9328|1.0923|4.2594|20.5941|20.5941|6.8294|0.0
as||RB|0.0|-3.1119|0.6079|4.2597|0.157|2.2108|13.3594|20.5941|4.0625|0.3062
well||RB|0.0|-3.69|2.9621|2.9621|0.6763|4.7332|17.5163|17.5163|5.2065|-0.8563
as||IN|0.0|-4.7964|2.9286|3.375|0.9616|-6.1894|22.5107|27.1447|8.1972|-0.6998
c||NN|0.0|0.0|0.0|5.8783|0.0|0.0|0.0|22.5107|0.0|0.0
i||NN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
t||VBP|0.0|-3.5764|6.2202|6.2202|1.7322|-3.9329|26.5213|26.5213|8.2176|0.0
and|.|CC|0.45|-14.0126|1.3486|14.9062|0.4005|-4.3471|24.2835|26.9972|6.7619|-1.696
these||DT|0.0|-11.148|5.3949|6.7684|1.8636|-3.7316|17.3325|24.2835|3.727|-0.4182
are||VBP|0.0|-10.4108|3.8971|5.3949|1.1508|8.6766|10.9747|20.4351|3.2959|-0.4182
the||DT|1.14|5.2506|3.0115|18.1111|0.6992|1.5965|14.0157|17.4722|5.8475|1.2719
briquettes||NNS|0.0|4.5278|5.8021|5.8021|1.2472|-0.5012|23.1024|23.1024|7.1167|0.0493
that||IN|0.0|1.662|5.7286|8.0146|2.1302|-1.8195|22.4726|25.8646|7.4795|0.3062
we||PRP|0.0|-1.6688|1.6298|7.4593|0.508|2.576|12.0519|22.4726|3.9222|0.7085
made||VBD|0.0|-5.4184|5.4695|6.9196|1.671|3.5329|9.7003|12.0519|1.9644|-0.8082
now|.|RB|1.66|6.2593|3.6914|15.1359|1.0672|11.2269|5.1121|15.595|1.6648|0.9646
i'm||VBZ|0.0|7.0924|0.7122|3.8584|0.196|6.2168|8.1616|8.8582|2.8399|2.1169
going||VBG|0.0|6.2912|5.662|5.662|1.8245|5.6829|11.3973|13.7142|3.8348|-0.2304
to||TO|0.0|4.2533|4.0238|7.4942|1.6169|5.8444|12.4955|12.4955|4.6097|2.1169
take||VB|0.0|4.0042|4.8567|4.8567|1.6307|0.6418|17.2222|17.2222|5.9773|-0.5718
you||PRP|0.0|3.2187|3.0836|4.8567|0.8556|5.6564|14.8296|17.2222|4.1671|0.9646
to||TO|0.0|3.2756|1.7752|3.0836|0.3979|-0.4326|17.4884|18.7672|6.0149|0.0043
a||DT|0.0|0.95|4.2245|5.7683|1.1652|4.8971|5.8119|17.4884|1.8235|1.6474
different||JJ|0.0|0.212|10.1648|10.1648|2.8693|-2.1369|21.4902|21.4902|6.6873|0.6324
continent||NN|0.0|-3.0127|5.4848|10.1648|1.3526|1.1947|22.9215|23.3238|6.0556|-0.9011
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
