word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
i|.|NN|0.0|-11.8614|1.3091|6.7869|0.4152|8.5661|5.3719|19.917|1.7297|0.246
add||VBP|0.0|-14.9375|5.7405|7.3673|1.5177|2.1994|15.8265|16.4238|5.5386|-0.7415
new||JJ|0.0|0.0|0.0|18.54|0.0|5.5956|7.4326|15.8265|2.5291|-1.128
images||NNS|0.0|-6.9427|2.7538|8.5013|1.0571|8.0642|1.588|8.1433|0.4916|-0.6447
because||IN|0.0|-4.4475|1.8039|4.7233|0.5661|5.3287|13.854|13.854|4.6778|0.483
i||NN|0.0|-3.0244|3.0194|3.3726|0.81|3.1355|21.7746|22.0394|7.0003|1.7274
learn||VBP|0.0|-7.5485|9.5914|10.589|3.6536|-0.7069|26.1268|26.7891|7.4253|-1.0547
more||JJR|0.0|-3.6648|5.1097|11.4213|1.5823|2.4178|14.999|26.1268|4.1518|-0.7415
about||IN|0.0|-2.2379|0.7|5.1097|0.2556|8.4955|1.158|16.6762|0.4461|-0.0009
it||PRP|0.0|2.2417|7.987|8.7687|2.9815|7.4766|3.7881|3.8877|0.9461|1.7274
every||DT|0.0|-3.6348|7.3392|12.241|2.2656|7.1967|1.5364|3.7881|0.436|1.5891
time||NN|0.0|-2.7015|7.4951|8.0776|2.6443|5.9184|11.661|11.661|3.4715|-1.0014
i||VBZ|0.0|-1.2789|1.255|7.4951|0.4518|2.8132|8.0166|11.661|3.2608|0.246
give||VBP|0.0|-4.3306|4.092|5.5653|1.2055|3.6582|7.9588|8.9389|2.4158|-0.623
it||PRP|0.0|-5.1934|6.4996|6.4996|1.7471|1.907|18.3076|18.3076|5.8589|0.3979
it's|.|NNS|0.93|-7.2758|0.8632|6.4996|0.269|2.9707|11.1972|18.3076|3.6893|-0.0009
like||IN|0.0|-7.6258|4.7205|4.7205|1.4577|-1.112|20.437|20.437|7.1809|-0.5769
beachcombing||VBG|0.0|-10.8348|3.4314|6.6757|1.2337|2.8279|3.159|20.437|1.2099|-0.6081
you|,|PRP|0.0|5.6198|4.7632|19.7381|1.4333|0.1708|16.679|16.679|6.8413|0.7847
know||VBP|0.0|-1.7641|8.7129|13.966|2.4585|1.9708|17.5383|18.8854|6.4189|-0.8912
every|?|DT|0.45|0.0|0.0|8.7129|0.0|0.0|0.0|17.5383|0.0|4.1963
time||NN|0.0|0.7495|1.1155|1.5137|0.3906|7.726|4.2753|9.7031|1.5663|-0.623
the||DT|0.0|2.6825|5.5132|5.5132|1.7335|5.4622|15.0467|15.6892|3.7554|1.3433
tide||NN|0.0|8.2975|4.5217|10.2344|1.8033|5.3431|6.6083|15.0467|2.1697|-0.8074
comes||VBZ|0.0|11.3357|4.8493|7.0491|1.4404|4.0308|20.4605|20.4605|6.9743|-0.5769
in||IN|0.0|10.1681|5.3252|5.7149|1.8165|4.5848|11.8337|20.4605|4.0923|1.0361
and||CC|0.0|0.1351|6.916|14.1662|2.0649|2.6492|18.915|18.915|7.0582|0.5752
out||IN|0.0|-2.5946|5.2307|11.1095|1.8506|3.1563|17.8852|19.4675|5.304|-0.5269
you|,|PRP|0.0|-1.7251|1.6091|5.2307|0.5561|6.9852|1.6439|17.8852|0.5764|0.3979
find||VBP|0.0|-2.1628|1.2915|1.6091|0.4657|6.8562|3.4888|3.4888|1.0745|-0.8074
some||DT|0.0|-2.9828|5.5695|5.9132|1.6797|6.3309|8.2593|8.3341|2.848|-0.0009
more||RBR|0.0|-8.6799|1.3802|7.3621|0.4432|2.2372|9.9297|13.6701|3.0277|-0.1025
shells||NNS|0.0|-4.4896|6.2877|6.2877|1.6908|-0.4887|23.1431|23.1431|8.7293|-1.086
just|.|RB|0.85|-3.8196|1.2984|6.2877|0.4377|1.3702|14.8446|23.1431|5.8885|-1.2074
in||IN|0.0|-4.2895|1.2453|2.0422|0.3169|5.962|2.6779|14.8446|0.596|0.1144
the||DT|0.0|-6.5362|0.8666|3.0599|0.6128|-1.3086|20.3851|20.3851|5.7655|1.3433
last||JJ|0.0|15.8925|2.6052|23.6759|0.6484|-1.964|26.0672|26.0672|7.7583|-1.0014
two||CD|0.0|13.4777|2.9907|4.6682|1.1925|2.5544|28.0697|28.3774|10.0244|-0.4124
days||NNS|0.0|10.786|2.0264|5.0538|0.8598|7.5518|2.2109|28.0697|0.7334|-1.2831
we|,|PRP|0.0|12.4693|3.5683|3.7521|0.915|1.6428|21.6631|21.6631|8.2923|-0.0009
got||VBD|0.0|15.4624|3.3254|6.5478|0.9858|3.667|11.4269|21.6631|4.2193|-0.5269
the||DT|0.0|6.931|9.5314|14.1418|3.298|3.0289|18.8811|18.8811|5.521|1.7274
new||JJ|0.0|6.2534|1.5491|9.5314|0.3652|3.135|10.8416|18.8811|2.9298|-1.4707
temperature||NN|0.0|7.3488|2.6506|2.8942|0.572|1.7451|19.9254|19.9254|7.3086|1.3433
records||NNS|0.0|7.4656|1.7859|2.6506|0.5804|1.6344|16.0329|19.9254|5.9866|-0.0009
in||IN|0.0|8.0863|7.6003|7.6003|2.2236|1.0158|32.8018|32.8018|9.169|-0.5769
january||NN|0.0|0.413|7.6087|15.3883|2.3887|-0.2192|26.02|33.5111|7.9602|-0.9884
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
