word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
how|.|WRB|0.0|5.1454|8.4045|25.8791|2.0573|4.779|25.6705|25.6705|8.8385|-1.36
is||VBZ|0.59|-0.7668|4.9216|10.9837|1.4792|1.2544|21.7068|25.6705|8.6743|-0.3688
afghanistan||RB|0.0|0.4702|5.5162|6.4716|1.3177|3.6961|26.2002|26.2002|8.2099|0.0149
going||VBG|0.0|-2.0752|2.7569|6.6386|0.6348|6.6204|16.4289|26.2002|4.0397|-0.9291
to||TO|0.0|-1.6993|2.8339|3.3326|0.7541|1.5685|19.509|22.5099|7.2003|-1.1858
provide||VB|0.33|-2.0856|3.5649|3.662|0.8589|7.5896|12.5764|23.5345|4.0494|0.5792
alternative||JJ|0.0|-2.4726|5.1136|5.1136|1.1371|1.5033|20.4983|22.3832|7.1828|-0.1179
income||NN|0.0|-2.9007|4.4452|5.3685|1.2131|1.4078|24.9726|27.0622|7.5331|-0.6533
to||TO|0.0|-2.7169|2.1995|4.4452|0.9362|0.3216|16.898|24.9726|7.5315|-0.0133
the||DT|0.0|-2.3866|6.3537|6.3537|2.0626|1.5094|17.4224|17.438|5.8025|-0.7375
many||JJ|0.0|-2.099|3.7356|6.3537|1.014|5.9434|12.1872|19.4249|4.0841|1.0532
people||NNS|0.0|-1.8882|2.4252|3.7356|0.7278|-0.0653|21.9847|21.9847|7.5758|0.3969
who||WP|0.0|-3.2552|1.8142|3.3202|0.8455|8.9094|0.0|21.9847|0.0|2.2722
are||VBP|0.0|-2.9989|0.9829|1.8142|0.4944|8.5274|2.1266|2.1266|1.0746|7.6896
making||VBG|0.0|-3.235|1.1371|1.1545|0.2949|5.2185|17.5873|17.5873|5.6758|0.6823
their||PRP$|0.8|-3.3447|1.339|1.512|0.5213|8.7002|4.4695|18.1923|1.7992|1.3693
living||NN|0.0|-4.2485|1.8301|2.7034|0.5319|6.5842|6.9377|8.3895|1.8|0.6823
off||IN|0.0|-4.441|1.6411|2.0401|0.4797|-1.3411|21.2809|22.0628|8.4585|0.1052
the||DT|0.0|-2.8724|2.1673|3.0351|0.7313|0.5414|21.5713|21.5713|8.7799|1.7643
drugs||NNS|0.0|-3.7238|4.401|4.5644|1.0544|0.8397|22.0457|25.9044|8.2|-0.7752
trade||NN|0.0|-4.5952|4.2652|4.8006|1.8212|1.0931|21.742|25.6962|7.8782|-0.7752
certainly|?|RB|0.71|14.8763|1.8113|22.9694|0.3547|-9.9706|33.5026|33.5026|11.0617|0.064
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
