word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.0|0.0|0.0|7.7978|0.0|0.0|0.0|29.0191|0.0|0.0
after||IN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
some||DT|0.0|-7.2174|4.6181|10.1355|1.3024|1.8049|16.204|16.204|5.7466|0.0
time||NN|0.0|-7.9748|4.0788|5.2874|0.9976|5.8266|16.6887|20.372|5.1556|-1.0179
we|,|PRP|0.0|12.1949|0.6861|23.2855|0.2409|6.2081|9.1582|16.6887|2.2727|0.9646
developed||VBD|0.0|10.9721|3.4062|3.607|0.7461|-1.2712|31.2531|31.2531|8.9047|-0.617
a||DT|0.0|7.8707|2.6922|5.5194|0.7416|6.5051|23.9998|31.2531|6.5168|-1.1693
low||JJ|0.5|11.5896|1.8665|5.4052|0.5432|6.8956|10.3314|23.9998|3.2072|-0.6998
cost||NN|0.0|10.6094|3.5028|3.5028|0.9966|-0.4503|28.9098|28.9098|8.5321|-1.4455
press||NN|0.0|2.1341|12.476|16.0773|4.5717|-0.7386|27.1401|28.9098|8.869|-1.34
that||WDT|0.0|-0.4617|1.387|12.476|0.4922|-3.3192|19.9247|27.1401|6.6336|0.4919
allows||VBZ|0.0|-0.4013|3.1178|3.1178|0.7878|5.3198|18.0451|26.6335|5.6885|-0.6998
you||PRP|0.0|-1.3187|2.5245|4.8542|0.7016|1.71|13.1059|19.0168|3.8876|0.1452
to||TO|0.0|-1.0591|4.4366|4.4366|1.4029|-1.8754|20.3585|20.3585|5.9274|0.1452
produce||VB|0.0|-1.3878|5.7224|6.0748|1.3974|-1.0624|21.9028|23.3136|6.4913|-0.606
charcoal||NN|0.0|-4.8944|15.4609|15.4609|4.5571|0.5516|26.6226|26.6226|7.1674|-0.9011
which|,|WDT|0.36|2.44|3.5576|17.7943|0.899|2.6143|17.1159|26.6226|5.8067|-0.2304
actually||RB|0.0|1.8647|4.903|4.903|1.1842|3.552|20.9104|20.9664|5.0872|-0.1582
now||RB|0.0|-2.3062|4.6755|7.5187|1.4649|7.3099|13.9998|20.9104|2.7601|-1.1425
burns||VBZ|2.84|-1.1966|4.5612|5.0568|1.0945|-1.1696|27.3547|27.3547|7.6773|-1.2415
longer||RBR|0.0|0.2388|4.6084|6.0627|1.0067|2.0001|28.5621|28.8088|8.8287|-1.1425
cleaner|,|JJR|0.0|0.3967|6.2186|6.2186|1.9406|0.7855|25.5951|29.7661|7.7782|-0.3748
than||IN|0.33|-1.8249|1.7155|6.2186|0.6284|5.1495|3.6489|25.5951|1.1542|0.7085
wood||NN|0.0|-2.7761|1.2832|2.4049|0.3046|2.4613|14.8263|14.8263|3.761|-0.5718
charcoal||NN|0.0|-3.9293|4.7005|4.7005|1.2118|-1.6599|23.0022|23.0022|6.7018|-0.7286
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
