word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
next|.|JJ|0.84|8.2981|4.7427|6.3828|1.716|1.7541|20.2887|20.2887|6.4893|-1.0547
consider|,|NN|0.0|0.0|0.0|10.7392|0.0|0.0|0.0|20.2887|0.0|0.3448
making||VBG|0.0|-1.6374|15.2653|15.2653|4.4167|0.9276|19.8491|19.8491|5.7865|0.0549
your||PRP$|0.0|-16.2095|7.6292|23.2428|2.2766|3.2862|13.9009|19.8491|5.1539|-0.2737
business||NN|0.0|-15.2001|3.6741|7.6292|0.9801|-1.6803|22.6102|22.6102|7.2329|-0.5269
carbon||NN|0.0|0.0|0.0|17.3644|0.0|0.0|0.0|22.6102|0.0|-0.5001
neutral||JJ|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.4722
again|.|RB|0.34|10.1028|9.5714|16.6983|2.2644|2.9936|22.816|22.816|6.4979|0.0549
some|,|DT|0.0|5.7768|2.8988|12.6369|0.7942|5.6356|18.6431|23.0217|5.6913|-0.3465
of||IN|0.0|4.4327|3.7043|5.469|1.0061|7.3242|11.1453|18.6431|3.6864|0.3979
us||PRP|0.0|1.274|9.0091|9.0091|2.6091|2.1369|18.4212|18.4212|6.2845|-0.1025
have||VBP|0.0|0.0|0.0|9.0091|0.0|0.0|0.0|18.4212|0.0|-0.1025
done||VBN|0.0|-0.1916|5.5579|5.5579|1.9296|4.804|14.9213|14.9213|5.0078|-0.5769
that||DT|0.0|2.6079|3.4052|7.5583|0.8133|1.6547|16.3042|16.6405|6.5406|-0.8371
and|,|CC|0.0|0.0529|5.5702|6.754|1.8627|3.6792|11.4506|16.3042|4.2958|0.246
it's||VBZ|0.0|1.1885|1.724|5.5702|0.4225|2.1816|19.8981|19.8981|7.6445|-0.1929
not||RB|0.0|-0.7589|5.3631|5.5766|1.8079|0.7618|17.3534|19.8981|5.4571|-0.6656
as||RB|0.0|-1.7569|4.9443|6.9593|1.7682|4.4722|16.8951|18.4261|5.3693|0.7847
hard||RB|0.0|-3.5283|3.3213|4.9443|1.0756|7.0167|1.0942|16.8951|0.4228|-0.9818
as||IN|0.0|-3.7776|1.3568|3.3213|0.4433|7.0819|2.3056|2.3056|0.7099|-0.1025
you||PRP|0.0|-4.0782|3.9136|3.9136|1.0454|-3.2001|17.352|18.6663|6.6519|-0.1025
think||VBP|0.0|-1.2429|2.833|6.4866|0.9783|7.1388|7.4725|19.2599|1.6225|-0.9818
integrate|.|JJ|1.73|-1.9328|2.5138|3.4981|1.021|1.5531|11.7537|13.1006|5.1599|-0.623
climate||NN|0.55|-2.9266|2.2534|3.11|0.7365|4.3185|16.148|16.148|4.6111|-0.149
solutions||NNS|0.0|-4.0339|2.0992|3.9296|0.7402|3.9603|11.1038|16.148|3.5481|-0.4124
into||IN|0.0|-5.9356|3.3971|4.8466|0.9372|1.1368|10.2726|13.8005|3.357|0.3979
all||DT|0.0|-5.6738|3.7923|4.3014|1.0076|-2.5093|21.0995|21.0995|7.9948|-1.0378
of||IN|0.0|1.5465|9.0874|13.5406|2.4251|2.8026|19.7966|23.3965|6.8901|1.0361
your||PRP$|0.0|0.9623|2.2799|9.0874|0.7316|3.701|18.1618|19.7966|6.7566|-0.8371
innovations||NNS|0.0|-0.9994|3.0525|4.5457|0.6342|1.3866|21.0652|21.3108|6.8984|-0.2139
whether|,|IN|0.0|-1.4649|4.3207|4.3207|1.3469|1.6202|24.3807|25.3868|7.428|0.0549
you||PRP|0.0|-0.9915|5.1346|5.1719|1.5563|6.5024|9.8783|25.0997|2.256|-0.6656
are||VBP|0.0|-3.148|5.8666|7.2738|2.1132|0.2407|13.2614|14.5704|5.071|-0.4124
from||IN|0.0|-2.7455|2.3061|5.8666|0.6101|3.287|21.2697|21.2697|5.3565|-0.2737
the||DT|0.0|-6.0656|7.1983|7.9269|2.0239|1.3605|22.4175|22.4175|5.5198|1.7274
technology||NN|0.0|-2.5748|1.9496|8.1302|0.453|4.8833|13.6436|23.3192|3.9734|-0.2544
or|,|CC|0.0|-3.4447|3.9403|4.1022|1.2957|4.4162|9.4064|13.6436|3.3753|-0.2737
entertainment||NN|0.0|-4.7314|2.7005|3.9403|0.689|4.3906|19.1681|19.1681|5.8505|-0.0009
or|,|CC|0.0|-5.6459|1.4825|3.4791|0.5668|0.5923|19.9539|20.6923|7.4456|0.246
design||NN|0.0|-6.8595|0.4598|1.9303|0.1388|4.9145|4.5292|19.9539|1.5799|-0.7918
and||CC|0.0|-3.4105|7.157|7.3119|2.3462|1.3147|23.8714|23.8714|6.9242|0.5752
architecture||NN|0.0|-6.384|5.0041|8.2512|1.5867|4.8553|2.4188|23.8714|0.8288|-0.623
community||NN|0.0|-4.0382|5.6694|6.6408|1.3195|2.9573|18.4112|18.4112|5.2398|0.3979
invest|.|NN|0.6|-6.1836|1.7316|5.6694|0.7192|3.0413|9.3172|18.4112|2.9269|-1.0014
sustainably||RB|0.0|-6.8917|6.4664|6.4664|1.9498|1.6841|15.4313|15.4313|5.2596|-0.6005
majora|.|NNS|0.38|-6.8891|1.2338|6.4664|0.4419|3.2032|4.6947|15.4313|1.4646|-0.0009
mentioned||VBD|0.0|-6.7343|4.9331|4.9331|1.2335|-6.4205|33.892|33.892|10.8276|-0.443
this||DT|0.0|-8.2639|4.9606|6.9161|1.6961|-1.2109|32.4676|33.9384|10.1557|-1.0201
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
