word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
well|.|RB|0.91|2.1308|2.6236|11.0098|0.6709|5.2735|11.4033|24.6363|3.8803|-0.6414
what|,|WP|0.0|3.4209|3.2442|3.7829|1.2085|6.9869|7.0217|11.4033|2.1124|0.4303
did||VBD|0.0|2.3219|3.8488|4.2811|1.2393|4.1345|10.7742|10.7742|3.2485|0.1445
i||VB|0.0|0.879|0.5673|3.8488|0.1691|7.8217|3.008|10.7742|1.1602|1.7699
do||VBP|0.0|2.4431|7.1598|7.1598|2.7245|5.7839|8.5191|8.7599|3.2758|-0.2466
when||WRB|0.0|-0.3189|7.1487|8.9098|2.4046|6.7398|5.3349|8.5191|1.6998|0.1445
i||NN|0.0|-3.1744|0.6648|7.1487|0.2414|5.5042|1.0521|5.3349|0.2997|2.9309
was||VBD|0.0|-3.1545|1.867|1.867|0.579|3.4918|4.9975|5.6704|1.6751|0.6089
a||DT|0.0|-3.3157|5.3807|5.3807|1.7501|4.239|12.1331|12.1331|3.9181|1.3829
kid||NN|0.0|-11.1983|10.3005|15.958|3.432|-3.1173|23.0218|23.0218|6.8957|-1.0497
i|?|NN|0.0|-3.0908|0.5612|14.8515|0.1859|4.4071|15.2653|23.0218|5.1962|0.6089
didn't||NNS|0.0|-0.9728|3.8897|4.0884|1.133|5.6567|7.6573|15.2918|2.0309|-0.718
do||VBP|0.0|0.6877|3.7118|5.2747|1.2149|7.7174|6.9081|8.5079|2.0803|0.6089
the||DT|0.0|-1.6376|4.6874|6.6187|1.388|4.8843|8.2978|9.7702|2.938|0.82
hotrods||NNS|0.0|-2.8278|4.0943|5.1238|0.8028|2.497|19.461|19.461|5.5896|-0.7523
and||CC|0.0|-3.2858|0.6139|4.0943|0.1963|2.3116|7.2873|19.461|2.3105|1.3829
the||DT|0.0|-4.9826|2.1286|3.1238|0.762|4.2835|5.4204|8.6236|1.7525|1.7699
girls||NNS|0.0|-4.1667|3.6442|3.6442|1.11|3.9981|13.7282|13.7282|4.0105|-1.0497
and||CC|0.0|-3.421|1.2546|3.9444|0.4071|1.9358|8.5323|13.7282|2.8857|1.0733
the||DT|0.0|-4.0645|1.6182|2.1817|0.4216|4.0266|4.9985|8.6706|1.4201|1.0733
dancing||NN|0.0|-3.6193|5.0273|5.0273|0.9349|2.7803|13.2119|13.2119|4.0992|-0.5758
and||CC|0.0|-3.6721|0.983|5.0273|0.2384|5.4825|5.1842|13.6155|1.5642|-0.4466
well|,|RB|0.0|-2.5811|0.8391|1.7468|0.2396|5.7656|5.369|5.3873|1.4185|-0.2466
we|,|PRP|0.0|-3.2689|0.2528|1.1451|0.0689|5.3425|0.9603|5.369|0.2907|1.3829
didn't||VBP|0.0|-4.4554|2.0764|2.4264|0.6324|3.8668|4.7343|4.9715|1.3288|-0.074
have||VB|0.0|-5.8894|3.7452|4.5491|1.531|3.1021|7.5057|7.5057|2.8007|0.4303
drugs||NNS|0.0|-6.0933|6.9422|6.9422|2.0075|2.8884|11.4835|11.4835|3.5643|-0.8936
in||IN|0.0|-6.2769|2.741|6.9422|0.8607|1.9732|6.0653|11.4835|1.8062|0.4303
those||DT|0.0|-5.972|4.0077|4.0077|1.3701|2.7346|9.5909|9.5909|3.2888|-0.5016
days||NNS|0.0|-6.4545|2.729|4.0077|0.7694|1.3867|12.268|12.4923|3.4919|-0.7523
but|.|CC|0.0|-2.0706|3.7565|6.6579|1.2492|1.3182|21.1206|21.1206|7.4308|0.1445
i||NN|0.0|-0.6016|1.1632|4.8402|0.4051|6.2962|1.6229|21.1206|0.6964|1.7699
did||VBD|0.0|0.9054|3.0294|3.1821|1.0855|5.2537|8.5538|8.5538|2.563|0.0284
competition||NN|0.33|5.7907|17.764|17.764|6.283|1.0019|17.9733|17.9733|5.6915|0.1445
model||NN|0.0|-3.3998|1.7014|17.764|0.4508|5.2176|5.4421|17.9733|1.3113|0.0284
airplanes||NNS|0.0|-6.0006|10.115|10.463|2.9319|-0.6225|16.4534|16.4534|5.2641|-0.7354
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
