word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
in|.|IN|2.53|14.9122|2.1887|33.306|0.6586|12.4707|8.2972|26.6889|1.993|-0.0133
terms||NNS|0.0|11.1692|8.873|9.0199|3.008|4.7413|19.6694|20.5521|5.8649|-1.0009
of||IN|0.0|3.88|4.944|13.864|1.216|6.0986|16.3891|19.6694|5.7871|-0.0133
their||PRP$|0.0|0.0079|8.9045|12.0923|2.5375|4.9604|26.2513|26.2513|8.13|-0.4366
discourse||NN|0.0|-1.512|4.9586|9.2858|1.4311|-7.488|41.0379|41.2842|10.4208|-1.1984
in|,|IN|0.0|1.1677|2.0726|7.4094|0.574|5.8412|40.5461|41.7386|13.5646|-0.2108
terms||NNS|0.0|4.398|4.4186|6.0279|1.0764|5.85|20.397|40.8837|6.9988|-0.8102
of||IN|0.0|3.2315|5.5649|5.5649|1.6683|8.0948|9.3504|20.397|3.7081|0.5792
their||PRP$|0.0|0.4141|5.466|9.0636|1.6386|6.9748|16.577|16.7709|4.9318|-0.2108
sophistication||NN|0.0|0.2006|7.5473|7.5473|1.9482|-0.0993|27.263|28.1469|8.6168|-0.3967
of||IN|0.0|-1.7867|6.3554|8.9564|1.7635|0.108|19.6852|27.263|7.467|0.3969
knowledge||NN|0.0|-2.0967|8.0886|8.0886|1.3994|3.8815|27.0424|27.0424|7.4674|-0.63
of||IN|0.0|-4.8159|5.0614|9.6981|1.9201|-0.557|26.6952|28.5271|8.2564|0.1052
the||DT|0.0|-6.9341|1.4572|5.2575|0.4893|4.6098|15.6894|26.8941|6.1092|1.3693
world||NN|0.0|-7.0493|1.67|2.112|0.5117|1.6416|22.2275|24.4296|6.6647|-0.697
i|,|NN|1.25|-0.9846|0.5583|7.5605|0.1591|9.1784|7.0856|24.9269|2.3562|1.3693
think||VBP|0.0|0.1726|6.1013|6.1013|1.7693|3.3318|18.6909|18.6909|6.3901|-0.2108
that||IN|0.0|-1.3983|4.0502|8.6852|1.0842|-2.958|25.1312|27.2986|8.6229|-0.7752
i||NN|0.0|-4.6024|2.0231|5.4195|0.672|4.733|27.3678|27.3678|10.0074|0.2406
would||MD|0.0|-5.6031|1.937|3.6147|0.7053|5.257|5.4181|27.3678|1.826|0.2406
dare||VB|0.0|-4.0057|3.9755|4.7015|1.2647|6.154|16.1555|16.1555|4.3329|-0.4366
say||VB|0.0|-7.4907|7.8565|10.0183|2.7629|-6.7663|30.2381|32.4636|10.1174|-1.244
they're|,|RB|0.0|-5.4478|3.1246|8.3824|0.918|7.0572|13.2082|33.2551|4.6837|-0.4981
much||RB|0.0|-2.9368|5.9062|6.1666|2.268|5.2877|21.079|21.079|6.1132|-1.1858
more||RBR|0.0|-6.5787|7.3903|8.9709|2.454|6.8371|11.6962|21.079|2.8826|0.2406
sophisticated||JJ|0.0|-11.6923|10.9894|16.1729|2.9254|-8.2893|29.85|33.5379|8.3255|-0.4103
than||IN|0.56|-3.8921|3.3494|15.9442|1.0689|9.7157|3.9845|34.6021|1.383|-0.0133
rural||JJ|0.0|-4.6839|3.6312|4.3899|1.1555|8.3526|6.8196|6.8196|2.2164|0.5792
americans||NNS|0.0|-10.3912|7.7413|11.1454|2.904|1.0755|28.0469|28.0469|9.2652|-0.0929
with||IN|0.9|-18.0774|2.9229|13.2312|1.0116|-6.0626|36.7637|37.8413|12.9039|-0.4981
college||NN|0.0|-20.76|1.5247|4.5929|0.5056|2.0785|25.728|38.3442|7.1249|0.044
degrees||NNS|0.0|0.0|0.0|21.5324|0.0|-8.6544|24.5808|33.1937|8.0018|-1.1445
and||CC|3.22|11.8557|4.3414|15.0584|0.9961|4.0044|21.8561|34.2138|7.4413|-0.2108
the||DT|0.0|7.9071|7.3205|11.8127|2.4076|4.4435|21.1074|22.8048|8.0606|1.0532
bulk||NN|0.0|4.1071|8.732|9.4151|2.7075|2.3504|24.4876|24.96|8.4532|-0.4366
of||IN|0.0|2.0757|2.6848|9.656|0.6695|0.7545|20.8705|24.4876|7.8342|0.3969
europeans||NNS|0.0|2.4427|5.9487|5.9487|1.4136|-3.8844|31.5278|31.5278|10.2532|-0.2396
because||IN|2.35|3.5972|13.713|13.713|3.9647|-0.7746|35.3323|35.3323|10.6638|-1.0222
the||DT|0.0|9.7026|4.5475|17.5298|1.4359|3.236|34.4262|35.3323|11.1842|0.1052
world||NN|0.0|10.4888|2.4394|4.5475|0.6896|7.831|14.0279|34.7554|4.6588|-0.3688
matters||NNS|0.0|5.7416|5.4069|8.2577|1.7797|-1.2609|29.6467|31.7366|8.331|-0.7567
to||TO|0.0|0.0|0.0|8.6603|0.0|0.0|0.0|29.6467|0.0|0.0
them||PRP|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
