word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
you|.|PRP|0.5|0.4549|9.3468|12.3287|2.423|2.7573|19.6078|19.6078|5.8614|0.1144
have||VBP|0.0|8.0873|4.4854|14.3051|1.0504|7.1265|11.0256|19.6078|3.0264|-0.1929
choices||NNS|0.0|6.6531|5.3456|7.9434|1.6404|6.6348|11.1904|11.8872|4.2249|-1.4038
with||IN|0.43|3.2349|4.8468|7.9999|1.6591|4.7982|16.9342|17.5077|4.9908|0.5752
everything||NN|0.0|2.0704|6.4135|7.2599|1.436|2.4395|20.9247|21.2337|5.7779|1.4311
you||PRP|0.0|12.5245|4.4181|16.5852|1.6164|7.1251|3.3762|20.9247|1.0289|0.246
buy||VBP|0.0|11.6284|4.8425|5.8421|1.5288|5.5084|13.0743|13.0743|4.709|-1.086
between|,|IN|0.33|2.5181|9.5756|15.8866|3.4358|1.7937|22.5119|22.7328|6.4424|-0.8074
things||NNS|0.0|-4.108|2.9165|13.0289|0.983|3.2057|12.9223|22.5119|4.5587|-0.9158
that||WDT|0.0|1.5009|5.7825|10.2216|2.1905|6.8308|11.3783|14.1393|2.5746|-0.0009
have||VBP|0.0|2.6527|3.8995|5.7825|1.3639|5.7668|8.4932|11.3783|2.66|-0.8912
a||DT|0.0|-2.6676|13.5334|13.5334|4.4037|6.6209|14.5741|14.5741|3.4095|-0.1929
harsh||JJ|0.0|-0.8291|4.1092|13.5334|1.0842|-1.2586|28.2456|28.2693|9.7215|-1.2263
effect||NN|0.0|0.3502|2.3962|4.2223|0.7447|-2.5333|32.013|32.4297|12.2506|0.0
or||CC|0.0|-2.1502|2.8712|4.6019|0.9707|4.383|15.3154|32.013|4.1415|0.0
a||DT|0.0|-2.263|4.7112|4.8323|1.16|5.8914|13.7496|15.3154|4.4593|1.7274
much||RB|0.0|-3.4632|4.3868|4.8229|1.6036|4.0088|16.0349|16.5372|5.0558|-0.9158
less||JJR|0.0|-0.3134|11.8957|11.8957|4.2384|3.7717|16.9564|17.2013|4.2595|-0.623
harsh||JJ|0.0|0.0|0.0|11.8957|0.0|0.0|0.0|16.9564|0.0|-1.0378
effect||NN|0.0|8.567|0.8723|8.8512|0.3265|8.1248|0.5998|8.3867|0.2305|-0.5269
on||IN|0.48|7.8233|0.5639|1.1903|0.1916|6.4139|2.3057|3.1994|0.9696|-1.0014
the||DT|0.0|9.9859|3.8605|3.8605|1.1421|3.5027|16.4004|16.4004|5.8064|-1.444
global||JJ|0.0|7.6509|2.5|4.5563|0.8399|2.8774|16.7222|16.7222|6.8323|-0.2344
climate||NN|0.67|4.373|4.5703|7.1164|1.2129|-0.1044|16.0934|17.8834|5.246|0.0549
crisis||NN|0.0|5.2699|1.4108|4.5703|0.4161|-5.483|28.0797|28.0797|9.6155|-0.7236
consider|.|VB|0.85|-1.7587|9.0032|12.0384|3.4688|4.9367|9.2581|28.2396|2.704|0.0743
this||DT|0.0|-15.8174|14.4394|23.4057|4.5165|1.0988|25.7673|26.6519|6.755|-1.1146
make|.|VB|0.94|-17.9668|3.7648|14.4394|1.1161|1.5951|18.3988|27.4966|5.7833|-0.2737
a||DT|0.0|-17.3389|4.3342|4.4854|1.5951|1.6029|19.5667|20.0207|6.6923|1.7274
decision||NN|0.0|-17.9812|4.4443|5.1051|1.4217|-3.0405|23.6351|23.6604|7.2083|-0.3465
to||TO|0.0|2.7185|10.4271|26.2131|2.4836|3.621|16.6473|25.3555|5.3321|-0.4124
live||VB|0.0|-8.7906|5.6182|17.6682|1.859|0.5031|13.1949|16.9804|4.2649|-0.8912
a||DT|0.0|1.6142|4.1824|15.1876|1.2083|3.5753|15.1396|15.1396|6.0089|0.5752
carbon||NN|0.0|0.0|0.0|4.1824|0.0|0.0|0.0|15.1396|0.0|-0.6005
neutral||JJ|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.8513
life||NN|0.0|-2.4119|5.1806|5.1806|1.105|2.7301|12.0111|12.0111|4.1128|-0.9158
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
