word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
what's|.|NN|1.12|0.0|0.0|15.1725|0.0|0.0034|22.6093|22.6093|7.4796|-0.8143
this||DT|0.0|0.0|0.0|0.0|0.0|-9.2343|30.5658|31.6341|9.8962|-1.1326
this|?|DT|0.0|0.0|0.0|0.0|0.0|4.9707|3.6937|30.5658|1.244|0.6089
is||VBZ|0.0|0.0|0.0|0.0|0.0|1.3427|11.0437|12.9151|4.2678|0.6089
not||RB|0.0|15.4583|0.0|15.4583|0.0|6.2317|7.6041|13.8342|1.7364|0.4303
a||DT|0.0|13.2678|2.9926|3.4065|1.3631|1.5701|6.1204|8.713|2.4703|7.575
transportation||NN|0.0|9.7921|13.7281|14.4638|3.1275|-0.9275|22.5849|22.5849|6.5421|-0.3863
system||NN|0.0|0.9326|11.5134|20.0404|3.9253|-2.0404|21.5732|23.2319|7.1815|-0.5758
it's|;|NN|0.0|0.0|0.0|11.5134|0.0|0.0|0.0|21.5732|0.0|0.0
just||RB|0.0|-7.0523|4.2781|9.4586|1.1101|1.8187|19.3168|19.3168|6.1677|0.0
for||IN|0.0|-5.7195|5.5223|5.5223|1.6256|4.0079|13.1981|19.3168|4.6802|0.2772
fun||NN|0.0|-14.681|8.5666|14.044|2.1416|4.2066|17.4966|17.4966|5.763|-0.8688
and|.|CC|1.11|2.2284|5.3707|23.4547|1.9109|6.0038|2.2658|17.4966|0.7213|0.82
i||NN|0.0|6.9307|2.8104|8.5383|0.9337|6.3613|2.8594|2.8594|0.9903|2.9309
used||VBN|0.0|8.4232|6.5973|6.861|1.3606|3.7269|22.2359|22.2359|5.5396|-1.0165
to||TO|0.0|5.667|5.6148|9.9768|1.971|-2.9834|13.1216|22.2359|5.1704|2.9309
be||VB|0.0|1.1512|3.2736|8.9587|0.8607|4.6426|4.0566|15.5004|1.4105|0.4303
bothered||VBN|0.0|-2.1327|8.295|9.2181|2.3521|5.0518|11.6042|11.6042|3.2225|-0.4747
by||IN|0.0|-5.2732|2.768|8.4125|0.6588|4.9374|10.7807|11.6042|3.4477|-0.1651
that||DT|0.0|-3.6667|5.6853|6.6064|2.0209|4.222|11.0031|11.0031|3.256|-0.1651
and|,|CC|0.0|0.6394|3.2916|8.3959|1.023|-2.7981|9.4074|15.3475|3.4603|1.3829
then||RB|0.0|3.5193|2.0502|5.1484|0.7213|4.2733|2.2943|12.0365|0.7651|1.3829
i||VB|0.0|2.5188|2.6041|3.1139|0.8738|3.0999|2.5623|3.9053|0.7743|2.2675
got||VBD|0.0|2.1524|2.4747|2.6131|0.5445|-1.6635|19.9003|19.9003|6.9439|-0.1651
to||TO|0.0|0.1179|4.8333|6.0011|1.7128|-1.0583|17.3832|19.9003|6.6244|1.3829
thinking||VBG|0.0|-1.056|11.0357|11.0357|2.9448|-1.2796|20.772|20.772|6.6956|-0.207
well|,|RB|0.0|7.9727|3.507|17.4537|0.8741|4.221|2.4542|20.772|0.6988|0.2772
wait|,|VB|0.0|13.0932|5.3799|9.2344|1.694|5.5861|8.722|8.722|2.3888|-0.3199
a||DT|0.0|9.1351|4.6634|8.4963|1.7073|5.0537|2.2294|8.722|0.8807|2.9309
minute||NN|0.0|5.4438|2.4915|7.4108|0.5003|-0.0989|20.6917|20.6917|6.3492|0.2772
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
