word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
it|?|PRP|0.0|-7.8568|6.983|7.8701|2.028|-1.5858|23.5317|23.5317|7.8474|0.0
doesn't||VBZ|0.0|0.0|0.0|11.606|0.0|0.0|0.0|23.5317|0.0|0.0
mean||VB|0.0|4.5766|8.0564|8.0564|2.6002|5.3544|12.0036|12.0036|3.7932|-1.4113
that||IN|0.0|0.6137|8.9825|12.1947|2.2939|5.0683|22.2571|22.3318|5.7582|-0.2737
if||IN|0.0|-1.5484|9.0957|11.7756|3.2707|-1.0527|20.877|22.672|6.1863|-0.0009
you||PRP|0.0|-2.4865|8.9396|9.8826|3.1899|-2.5968|22.0199|22.524|8.7115|1.0361
are||VBP|0.0|-9.2208|0.0843|10.3799|0.038|8.7811|0.9516|23.6083|0.4989|7.4881
a||DT|0.0|-9.6677|1.2028|1.2051|0.4854|6.6142|1.1932|3.0397|0.4742|5.1838
republican||JJ|0.0|-12.3531|3.2763|4.8136|0.7853|1.6152|24.4589|24.4589|7.8488|0.5282
that||IN|0.0|-2.4474|0.6915|11.8783|0.2308|8.0051|2.0952|24.4589|0.6619|0.5752
i'm||VBZ|0.0|-2.4132|0.815|0.8875|0.2937|6.7956|5.8609|5.8609|1.9117|0.7847
trying||VBG|0.0|-1.5395|2.2109|2.2109|0.6979|4.0942|14.2776|15.0111|4.9388|0.1144
to||TO|0.0|-4.0971|3.5799|5.4964|1.3728|3.2745|9.2831|14.2776|3.6621|2.8795
convince||VB|0.0|-3.348|4.9281|5.0085|1.437|2.0701|18.2271|18.2271|5.6172|-0.149
you||PRP|0.0|-1.4117|0.6781|5.022|0.2622|3.4277|8.5452|18.2271|3.4801|1.7274
to||TO|0.0|-3.6428|2.6045|3.8375|0.6782|4.3401|6.9276|9.0878|2.7771|1.3433
be||VB|0.0|-5.0226|4.055|5.3452|1.2753|1.8904|15.3594|16.0306|5.1263|-0.5769
a||DT|0.33|-3.8046|0.5648|4.0642|0.1931|7.2087|5.4291|17.0233|2.0522|2.2211
democrat||NN|0.0|-7.457|7.902|8.2953|2.0817|0.6777|21.002|21.6172|6.1263|-0.3465
we|.|PRP|0.83|1.781|3.2484|15.0372|1.3196|7.9207|3.346|22.3007|1.6801|2.8795
need||VBP|0.0|3.4131|4.1611|5.0723|1.5691|4.7578|8.0652|9.4995|3.0877|0.246
republicans||NNS|0.0|-1.1657|10.2968|12.6419|3.0083|1.1387|24.6743|24.6743|7.3283|-0.2927
as||RB|0.0|-3.7|4.5931|10.2968|1.5779|0.7563|20.6214|24.6743|6.6406|-0.2737
well||RB|0.0|-1.8664|3.7445|5.5098|0.9361|4.0914|20.3354|21.0905|5.5561|-0.6656
this|.|DT|0.0|3.8669|6.0926|9.4843|1.1421|4.3379|14.7206|20.9993|4.8887|-0.8912
used||VBN|0.0|2.608|3.8746|6.0926|1.2735|2.5665|13.5382|16.6564|4.3995|-0.7756
to||TO|0.0|0.6052|0.1092|3.8746|0.0376|0.8688|9.5272|13.5382|3.619|2.8795
be||VB|0.0|0.2445|1.3161|1.3161|0.4159|5.7309|9.1305|13.6007|4.1272|1.7274
a||DT|0.0|-2.0176|4.9927|5.8005|1.6745|4.3075|11.6889|12.679|4.5621|2.2211
bipartisan||JJ|0.0|-1.4744|9.2695|9.2695|2.2271|2.5232|23.0976|23.0976|7.1595|0.0549
issue||NN|0.0|-3.2814|6.3851|9.3872|1.8058|3.9613|10.0962|23.0976|3.4745|-0.9158
and|,|CC|0.33|-1.0454|2.0761|6.7601|0.7132|3.4386|21.1902|21.1902|7.3329|-0.9391
i||NN|0.0|-1.6883|1.0737|2.0761|0.3374|7.6394|2.6615|21.1902|0.8832|0.1144
know||VBP|0.0|0.508|3.1481|3.7293|0.9787|7.9859|2.6101|3.173|0.8165|-0.1929
that||IN|0.0|-1.609|3.6298|4.5872|0.9425|2.4943|14.3689|14.8974|4.8991|-0.1929
in||IN|0.0|-1.5331|0.8239|3.6298|0.3018|7.3926|5.4659|15.613|1.5804|0.1144
this||DT|0.0|0.5861|2.7776|3.5674|0.7244|2.9382|17.2578|17.9846|6.6787|-0.2737
group||NN|0.0|-1.5534|6.2926|6.3022|1.7598|-6.0626|26.3454|27.3943|8.9054|-1.0547
it||PRP|0.0|-4.8983|4.0404|8.4022|1.074|-4.3396|30.6096|30.6096|10.345|-0.4124
really||RB|0.0|-2.2578|4.0192|5.6779|1.0156|7.011|6.3195|31.4998|1.5145|0.3192
is||VBZ|0.0|-2.2682|0.0068|4.0192|0.0048|0.0|0.0|9.2457|0.0|0.1144
become|.|VB|0.33|4.1827|7.8553|10.3305|2.7371|1.8876|21.6855|21.6855|7.264|-0.2344
politically||RB|0.0|0.6289|5.5366|10.166|1.7265|4.4198|20.4351|22.1919|6.3438|0.6965
active||JJ|0.0|-3.6253|4.6413|10.1156|1.0417|2.6585|20.7747|21.3281|8.1358|0.1144
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
