word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
we|.|PRP|0.33|2.6384|1.0391|19.5305|0.3804|6.3776|2.4613|17.3964|0.9288|0.4303
retreated||VBD|0.0|1.0724|8.9807|8.9807|2.361|2.7502|20.0551|20.0551|5.7322|-0.655
in||IN|0.33|-1.8974|3.7407|9.7967|0.9394|5.1164|9.9348|20.0551|1.982|-0.9799
nineeight||JJ|0.0|0.1798|1.4931|4.0366|0.3748|0.4544|16.2283|18.143|6.4769|1.3829
back||RB|0.0|-1.7856|3.0244|3.1039|0.7413|0.1745|17.3793|17.74|6.2509|-0.5521
to||TO|0.0|-1.2825|3.7693|3.7693|0.9822|-0.2721|16.2561|17.7609|6.6145|-0.1651
something||NN|0.0|-1.0848|4.6416|4.6416|0.9656|-0.4385|17.9938|19.4753|5.9518|0.3257
that||WDT|0.0|-2.1865|1.8358|4.6416|0.6574|3.7612|1.0575|17.9938|0.3852|1.3829
was||VBD|0.0|-3.3906|2.157|2.8126|0.7406|1.6947|15.2181|15.2181|4.6818|0.2772
developed||VBN|0.0|-3.0793|3.6374|3.6374|0.9048|0.482|18.4521|18.4521|6.0954|0.1867
in||IN|0.0|-2.9446|2.9411|4.318|0.7877|3.2645|7.7082|18.4521|2.0613|0.82
fivesix||NN|0.53|-8.2906|11.2194|11.6698|3.7129|-8.6872|29.8971|29.8971|8.7088|-0.4271
what|.|WP|0.0|-13.7162|1.615|12.906|0.4698|-0.6229|29.9495|30.6105|10.0951|0.1445
the|?|DT|2.45|4.7989|0.765|19.78|0.336|8.576|1.5486|32.1342|0.6921|2.9309
most||RBS|0.0|5.9803|4.2856|4.2856|1.181|2.0079|16.5807|16.5807|6.6612|-0.6811
impressive||JJ|0.0|4.5542|8.9239|8.9239|2.0915|2.7605|17.6932|18.1257|5.8414|-0.1933
spaceship||NN|0.0|4.0885|15.2507|15.2507|4.388|0.1279|20.2468|20.2468|6.0382|-0.4838
ever||RB|0.0|-2.7879|7.6051|18.7666|2.3748|-0.8087|23.4083|23.4679|7.4357|-0.4171
i|,|RB|0.0|-1.7378|2.7252|7.6051|0.7983|0.6783|25.0512|25.3264|9.612|-0.1651
believe||VBP|0.0|-2.8165|6.712|7.1038|1.6432|3.8902|12.6844|25.0512|3.6026|-0.4171
was|,|VBD|0.45|-1.175|2.5377|7.8299|0.861|4.0418|12.5286|12.8492|4.4411|-0.3199
a||DT|0.0|-0.7019|4.1661|4.1661|1.3252|6.0548|8.1644|12.5286|2.6946|1.0733
grumman||JJ|0.0|-0.4831|9.6155|9.6155|2.8674|4.1048|13.6646|13.6646|3.5765|-1.0726
lunar||NN|0.0|4.3978|20.5109|21.7403|6.5654|3.3824|14.4939|14.4939|3.6148|-1.3122
lander||NN|0.0|10.4302|10.7516|20.5109|3.5706|5.1137|10.1506|15.4725|2.1752|-0.8286
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
