word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|1.36|-1.3524|3.7755|3.7755|1.3326|0.9693|25.452|25.452|8.6881|0.1144
i||VB|0.0|-2.4206|0.6117|3.7755|0.1833|7.2638|3.0471|25.452|1.0629|0.246
am||VBP|0.0|0.4856|4.0266|4.7799|1.513|8.4455|1.7907|4.1072|0.6064|0.1144
personally||RB|0.0|0.5636|1.812|4.0266|0.4955|5.6899|14.7915|15.1371|4.3511|0.7847
going||VBG|0.0|1.9374|6.349|6.349|2.0537|2.3426|21.2892|21.2892|7.0279|0.5752
to||TO|0.0|-2.452|1.3927|8.0586|0.458|6.4836|3.8899|21.2892|1.3482|0.7847
train||VB|0.0|-3.44|1.3627|2.5472|0.5216|3.6139|13.6114|14.4605|5.1168|-1.0378
people||NNS|0.0|-0.035|5.0293|5.8798|1.3041|3.4575|19.0838|19.0838|6.3724|-0.149
to||TO|0.0|-1.6726|8.7982|8.8274|1.9686|-0.8873|22.4507|23.8933|7.6556|0.246
give||VB|0.0|-4.4279|3.14|8.7982|0.9274|-0.9149|20.083|22.4507|7.5404|-1.2263
this||DT|0.0|-3.0193|11.5314|11.5314|3.8071|-0.0109|20.9085|22.3671|7.246|-0.7756
slideshow||NN|0.0|-5.2446|3.195|11.5314|1.0298|-0.3818|15.1775|20.9085|4.7604|-0.679
re|,|VBZ|0.78|0.0|0.0|7.2603|0.0|0.0|0.0|15.1775|0.0|0.5752
purposed||VBN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.9502
with|,|IN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.623
some||DT|0.66|-4.0925|2.0973|5.4642|0.5116|4.1561|17.7783|17.7783|5.078|-0.2737
of||IN|0.0|-1.6748|0.7802|4.1174|0.2103|0.776|20.7918|21.345|7.8159|1.7274
the||DT|0.0|-2.7793|2.5194|2.8417|0.9564|4.3762|10.0231|20.7918|4.2213|1.3433
personal||JJ|0.0|-3.2895|2.7913|3.1599|0.9838|1.4744|12.03|13.2074|4.3468|-0.1929
stories||NNS|0.5|-1.1616|5.6114|6.0008|1.4289|1.2922|21.3954|21.3954|6.6604|-0.5001
obviously||RB|0.0|-1.9872|2.7311|5.6114|0.6|1.5314|20.0174|21.3954|6.4024|-0.1025
replaced||VBD|0.0|-3.0782|5.8366|5.8366|1.2412|3.7425|15.8577|20.0174|5.2178|-0.623
with||IN|0.0|-3.1864|6.0083|6.145|1.2355|-0.5034|22.3866|22.3866|7.4821|-0.3465
a||DT|0.0|-3.3721|2.1259|6.0083|0.7488|-0.4264|19.2429|22.3866|7.2062|0.3979
generic||JJ|0.0|-3.5342|3.2735|3.861|1.0556|3.1584|9.052|19.2429|3.9398|-0.2478
approach||NN|0.0|-2.8814|4.4639|4.4639|0.8675|1.7294|20.9062|20.9062|7.6112|-0.9037
and|,|CC|0.0|-10.4715|13.7934|13.7934|4.2905|-0.5774|25.5994|25.5994|8.7017|-0.6656
it's||JJ|1.15|-3.2283|1.101|13.7934|0.201|1.3981|20.5752|25.5994|8.0114|-0.4722
not||RB|0.0|2.3203|3.522|7.1899|0.9404|-2.7315|19.9782|22.372|6.6028|-0.2737
just||RB|0.0|3.6783|7.078|7.078|2.0785|5.8569|15.1447|20.7172|4.8866|-0.4722
the||DT|0.0|2.9122|4.7013|7.078|1.4209|-1.8467|20.5521|21.0778|7.2136|1.3433
slides||NNS|0.0|1.8205|4.3725|4.7013|1.6879|0.2384|14.912|20.5521|5.2704|-1.0014
it's|,|VBP|0.0|-0.9725|4.5623|7.5029|1.4797|1.0873|19.1674|19.1674|7.5211|-0.1929
what||WP|0.0|-0.3208|3.2117|4.5623|0.888|-3.4896|17.5772|20.2837|6.1266|0.1144
they||PRP|0.0|1.579|1.6424|4.1623|0.3969|-0.0146|22.893|22.893|9.2574|0.1144
mean||VBP|0.0|-0.5745|3.9629|4.9368|1.3866|4.1491|22.9394|23.477|7.1533|-0.9158
and|.|CC|0.0|-3.3936|7.2945|9.2767|2.5899|7.2659|6.5498|23.8135|1.4372|-0.0009
it's||VB|0.0|-3.1638|1.486|7.2945|0.6028|6.4192|6.1606|7.3806|1.9428|-0.0009
how||WRB|0.0|-3.3261|4.1051|4.1051|1.1479|-1.7294|15.7704|17.0178|6.2284|-0.1025
they||PRP|0.0|0.2687|2.2168|6.6835|0.6001|6.9236|10.9895|18.4675|3.2237|0.246
link||VBP|0.0|-1.5891|2.0857|3.5956|0.7125|5.0238|9.4197|11.3193|3.3514|-0.4722
together||RB|0.0|-2.4551|1.0795|2.8618|0.2988|3.3451|19.9258|19.9258|6.4865|-0.0362
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
