word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.33|-0.3575|2.9256|7.6235|0.7987|9.155|5.5426|22.2611|1.4464|0.7085
the||DT|0.0|-0.4843|0.8635|2.9256|0.2515|8.0742|6.7265|8.7569|2.1067|1.2719
waste||NN|0.0|2.9559|6.3584|6.3584|1.7279|3.0955|23.3539|23.3539|6.981|-1.1141
product||NN|0.0|1.4879|2.7815|6.3584|0.8681|0.7285|24.2706|24.2706|7.1437|-0.4182
from||IN|0.0|0.3421|3.0055|4.3663|1.1567|2.9251|20.0598|24.2706|7.4256|-0.1199
them||PRP|0.0|-2.166|2.7982|5.2321|0.9771|8.3782|7.3957|21.348|1.8411|-0.8082
after||IN|0.0|-1.7431|3.8538|4.5069|1.198|0.5699|21.1368|21.2708|8.035|0.4919
you||PRP|0.0|-0.8138|1.143|3.8538|0.2213|6.019|4.817|21.1368|1.1647|0.1452
extract||VBP|0.0|0.4908|3.4909|3.5171|0.9299|-1.7154|29.9175|29.9175|8.4068|-0.6998
the||DT|0.0|-0.9942|5.6451|6.3294|2.2146|-0.7157|16.932|29.9175|5.796|0.9646
juice||NN|0.0|2.031|8.8688|8.8688|2.5353|1.3004|18.0416|20.0876|6.108|-1.1141
from||IN|0.0|1.9145|3.5232|8.8688|1.3469|0.7355|19.3677|21.0588|7.8577|-0.1199
the||DT|0.0|-0.1216|2.5745|5.5041|0.7065|4.7372|7.0466|19.3677|1.8585|1.2719
sugarcane||NN|0.0|0.8619|7.739|7.739|2.1718|2.6575|17.8458|17.8458|5.2225|-0.4182
is||VBZ|0.33|-0.2928|3.1998|7.739|1.0072|2.7848|14.2023|17.8458|5.0815|0.1452
called||VBN|0.0|-0.1244|5.7525|5.7582|1.5474|1.3374|26.4188|26.4188|7.685|-1.0519
bagasse||NN|0.0|-3.0146|5.1377|7.6287|1.3142|5.0404|20.555|26.4797|6.0654|-0.3748
it|.|PRP|0.73|0.8181|3.204|8.0547|0.9453|4.6862|3.1246|20.555|1.238|2.1169
has||VBZ|0.0|3.7482|3.1199|6.0432|0.7762|4.4265|18.2491|18.2491|6.1328|-0.6386
no||DT|0.0|3.8847|3.1551|3.2901|0.8902|8.8538|6.4157|18.2491|1.9983|-0.6998
other||JJ|0.0|2.8066|5.001|5.001|1.7833|5.6483|13.1776|13.2164|4.1042|0.3956
use||NN|0.0|0.7565|4.8294|7.1459|1.5252|4.3684|14.3896|14.791|4.4745|-0.9815
it|.|PRP|0.0|-1.3932|4.1671|5.9984|1.5567|-0.0212|12.8053|16.1432|4.9511|1.2719
has||VBZ|0.0|-1.3887|2.8085|4.1671|0.6871|2.6405|19.938|19.938|6.2652|-0.4986
no||DT|0.0|-0.7013|1.664|2.8685|0.3819|8.338|9.2899|19.938|1.8186|-0.3292
nutritional||JJ|0.0|1.4391|5.8007|5.8007|1.4479|4.8467|17.5167|17.5167|4.5034|0.1082
value||NN|0.0|0.6019|5.9798|7.4015|1.5615|6.7031|13.2918|18.7889|3.5302|-1.2415
so|,|IN|0.0|0.012|2.8113|5.9798|1.0057|-0.4543|17.0956|21.0878|5.9113|-0.1199
they||PRP|0.0|-1.4352|2.7718|4.9373|0.7692|3.4147|10.6338|17.4007|3.8781|0.4919
don't||VBP|0.0|-1.7338|3.7723|3.7723|1.3178|2.703|18.9981|18.9981|6.3861|-0.8082
feed||VB|0.0|0.338|4.1258|6.0702|1.4321|0.0973|18.4|21.3853|6.6218|-0.4182
it||PRP|0.0|1.3348|0.4296|4.1258|0.113|0.545|18.7668|18.7668|7.2134|1.2719
to||TO|0.0|-0.0215|3.3034|3.4304|0.8658|-5.3893|12.6668|19.3123|4.6868|1.6474
the||DT|0.0|-0.4609|3.0122|3.5281|0.9892|3.6396|10.8418|17.6135|3.8191|0.3062
animals||NNS|0.0|-1.752|3.5668|4.6732|0.928|6.2491|21.3826|21.3826|4.5487|-0.0802
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
