word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
so|.|RB|0.63|4.932|2.1755|11.7065|0.6015|2.5486|16.3315|23.0022|6.2373|0.7085
now||RB|0.0|6.6414|5.922|6.0524|1.8138|9.9129|5.9643|21.1873|1.5308|-0.6998
we're||VBP|0.0|9.1581|1.394|6.4254|0.4368|5.5604|8.3159|11.1812|2.0894|0.1452
in||IN|0.0|5.435|6.9722|7.464|2.3568|6.7865|4.1413|8.3159|1.3251|0.4919
a||DT|0.0|1.886|0.7947|7.5843|0.2266|4.3719|13.1791|15.0645|4.1023|1.6474
situation||NN|0.0|2.3784|6.7727|6.7727|1.4761|1.9454|24.2852|24.2852|6.2647|-0.6386
where||WRB|0.0|-1.1173|1.9884|6.8214|0.6116|6.5999|4.5743|24.2852|1.4355|-0.2304
we||PRP|0.0|-0.5597|2.9657|3.1809|1.1275|6.2588|6.1288|7.1675|1.5764|1.2719
have||VBP|0.0|-0.2258|3.3908|3.3908|0.908|4.6243|16.3344|16.3344|5.1533|-0.5718
a||DT|0.0|0.1221|1.2674|3.3908|0.408|1.1819|14.346|19.5087|5.4923|2.7205
product||NN|0.0|-1.1794|13.2147|13.2147|3.5583|-0.8788|23.0018|23.0018|7.3038|-0.7286
which|,|WDT|0.0|-13.0351|4.5352|17.6428|1.0745|-0.3999|17.1113|23.0018|5.2301|-0.2304
is||VBZ|0.0|-12.7202|2.2888|4.5352|0.8411|2.2017|8.575|17.1113|3.0724|1.6474
actually||RB|0.0|-12.219|3.5602|3.5602|0.6723|2.6139|20.4794|20.4794|5.7218|0.5603
better||JJR|0.0|-11.9483|4.304|4.5297|1.0144|4.0747|20.2412|20.6857|5.8205|-0.1199
than||IN|0.0|-3.1433|2.5653|12.119|0.6049|4.0175|9.1032|20.2412|2.3655|-0.1199
what||WP|0.0|-2.6628|0.7971|2.5653|0.1902|1.6585|21.5592|21.5592|7.3435|-0.3292
you||PRP|0.0|-2.3155|1.9061|1.9061|0.6501|0.6154|12.335|21.5592|3.4948|1.2719
can||MD|0.0|-2.8704|5.7728|5.7728|1.2178|-3.3218|33.4759|33.4759|10.6|-1.6749
buy||VB|0.0|-3.6709|3.9194|5.9586|1.042|1.6925|29.1203|35.3641|9.3362|-1.1141
in||IN|0.0|-4.1013|1.7921|3.9194|0.5842|0.2106|11.7313|29.1203|4.0278|-0.2304
haiti||NN|0.0|-4.0083|3.8638|3.8638|1.0636|-0.3867|19.422|19.422|4.1788|-0.2811
in||IN|0.0|-3.7926|1.2585|3.8638|0.3833|-0.0064|16.9096|19.422|5.3855|0.1452
the||DT|0.0|-4.0363|1.1937|1.5055|0.4634|2.071|3.6164|16.9096|0.959|2.1169
marketplace||NN|0.0|-3.7017|4.5819|4.5819|1.1817|-5.2144|26.7609|26.7609|7.9755|-0.6998
which|,|WDT|0.34|2.5211|4.0269|11.3253|1.479|1.1193|11.4929|27.7584|3.6645|1.2719
is||VBZ|0.0|3.8793|2.3039|4.3692|0.6963|0.6377|13.5958|15.9728|4.1103|0.9646
a||DT|0.0|4.4624|2.0718|2.6061|0.6895|6.0209|6.0505|15.1632|2.1625|4.652
very||RB|0.0|-0.2194|9.6956|10.7882|3.1428|4.693|22.3897|22.3897|6.0885|-1.0352
wonderful||JJ|0.45|0.9319|6.002|9.6956|1.2173|4.2426|16.9584|22.3897|5.5309|0.7085
place||NN|0.0|1.3922|4.1424|6.8417|1.0783|-1.3303|22.8139|22.8139|7.3593|-1.2415
to||TO|0.0|0.2077|4.3648|7.9185|1.0542|-3.2878|20.9738|25.8003|7.3233|0.0043
be||VB|0.0|-1.9688|6.5773|6.5773|2.2176|-1.5686|12.8274|20.9738|4.4165|0.7085
in|.|IN|0.0|3.0033|3.6916|10.2392|1.3522|4.9258|1.8822|12.8853|0.7138|3.5253
haiti||PRP$|0.0|8.1182|5.6268|9.1611|1.6371|-2.2086|31.0953|31.0953|10.0316|-1.1822
alone||JJ|0.0|7.7005|1.8106|5.6268|0.5327|1.6235|14.6764|31.0953|4.8963|3.5253
about|,|IN|2.71|0.4057|6.0311|11.1253|1.4452|-3.0603|30.0573|30.0573|10.2678|-1.1285
thirty||JJ|0.0|4.6499|3.5119|8.9761|0.916|1.5252|28.8094|32.9946|9.0226|0.0725
million||CD|0.0|2.8208|3.5331|5.3126|1.0664|7.0943|9.0365|30.6384|1.9229|-0.5361
trees||NNS|0.0|3.0886|3.458|3.5331|0.8348|1.7678|12.8445|15.4836|4.3415|-1.2415
are||VBP|0.0|-0.4533|2.6897|6.028|0.8972|1.5909|13.4265|15.7573|3.7292|1.2719
cut||VBN|0.0|1.1957|3.8174|4.2676|1.0679|-4.69|24.4111|24.4111|6.9815|-0.7562
down||RP|0.0|-0.1433|5.1596|6.0542|1.308|4.977|17.3654|25.5905|5.0929|-0.9815
every||DT|0.0|-0.3998|2.0198|5.1596|0.4216|1.1195|10.0407|17.3654|3.1797|1.0606
year||NN|0.0|-0.0568|7.5567|7.5567|2.2298|1.9686|10.3725|10.8748|2.7903|-1.1141
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
