word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
clare|?|JJ|0.0|2.1189|1.2639|2.7221|0.2526|9.3145|16.6332|16.6332|3.5511|0.0
lockhart||NN|0.0|1.6532|3.0525|3.0525|0.6669|4.0724|25.2231|25.2231|8.7921|-0.4035
and||CC|0.0|-1.188|2.9175|5.5087|0.994|4.6144|17.0316|25.2231|4.4523|1.3693
i||NN|0.0|-2.6166|1.0078|3.6616|0.2699|10.7784|2.0703|17.823|0.7578|0.7947
are||VBP|0.0|-3.5633|1.4117|2.3445|0.3847|8.7895|8.7912|8.7912|2.5797|1.0532
writing||VBG|0.0|-3.7692|7.2587|7.2587|1.4216|5.0577|22.3977|22.4132|6.9518|0.2406
a||DT|0.0|-5.6933|1.4129|7.2587|0.5242|6.2208|7.3805|22.3977|2.6062|2.9494
book||NN|0.0|-1.1111|9.3947|9.3947|2.9678|0.6547|25.5194|25.5194|7.6999|-0.3688
on||IN|0.0|3.4792|1.3892|10.8191|0.2969|11.265|11.9224|26.2322|2.9595|-0.1179
this||DT|0.0|3.4261|3.6339|3.6339|0.8024|-5.9361|31.222|34.7679|10.7926|-1.1295
we|;|PRP|0.34|0.0|0.0|4.7932|0.0|4.9217|4.7844|31.222|1.7357|1.3693
hope||VBP|0.0|3.4003|15.4515|15.4515|4.9464|-9.2498|34.0207|34.0207|10.6693|-1.0009
to||TO|0.0|-1.9443|4.4693|19.96|1.6367|-12.7057|30.1883|35.9412|11.8826|-0.1179
share||NN|0.0|-3.9351|5.7554|6.3199|1.7633|5.2887|12.8726|37.6701|4.0606|-0.4981
that||IN|0.0|-6.2249|5.3603|7.8156|1.4156|0.958|21.1834|21.1834|7.4735|-0.294
much||JJ|0.0|-4.4526|1.0016|5.3603|0.2744|-0.1151|24.6735|24.6735|9.2625|-0.3688
widely||RB|0.0|-0.6103|6.404|7.417|2.2223|6.2436|28.1941|28.1941|7.0177|0.7947
with||IN|0.0|-0.3655|4.1555|6.404|1.5203|5.6476|8.6081|28.1941|2.5954|0.7947
and||CC|0.33|-9.186|4.5654|13.4136|1.1097|7.9278|20.2565|20.2565|7.1671|-0.294
third||JJ|0.0|-5.7327|4.5149|8.5845|1.3217|4.9587|24.1706|24.1706|8.3797|-0.9291
is||VBZ|0.0|-1.9763|5.6553|9.5754|1.2656|-3.2785|31.056|34.0674|10.4059|-1.0222
that||IN|0.0|-0.3703|2.23|5.6553|0.8208|-2.2217|36.6103|36.6103|12.6072|-1.0009
we||PRP|0.33|-0.0741|2.8583|2.8888|1.0153|7.5686|17.0963|36.6103|4.3547|0.3969
could||MD|0.0|-3.4602|4.7829|7.7079|1.2415|-1.4048|28.5831|28.5831|9.1442|0.4844
actually||RB|0.0|-4.5105|6.7489|6.7489|1.8462|4.8172|19.8269|28.5831|5.9169|0.5792
construct||VB|0.0|-6.643|9.7342|11.3253|2.3449|-3.1133|33.8811|35.2377|10.4871|-0.9665
an||DT|0.0|-4.7588|4.0966|9.7342|0.9128|3.2619|37.0418|37.0418|10.3157|-0.8429
index||NN|0.0|-8.2822|7.6608|8.286|2.2069|-5.0724|28.2948|37.0418|8.8356|-0.697
to||TO|0.0|0.0|0.0|11.4728|0.0|0.0|0.0|28.2948|0.0|0.0
measure||VB|0.0|0.3089|5.8236|5.8236|1.6983|7.9558|22.1858|22.1858|5.3377|0.0
comparatively||RB|0.0|1.1058|5.5032|7.1633|1.1674|-0.5592|34.6525|35.2892|10.3143|0.7186
how||WRB|1.29|0.5809|1.6132|5.5032|0.5244|11.8931|4.8222|35.2494|1.3643|-0.0133
well||RB|0.0|0.0071|7.4748|7.4748|1.5606|-1.9613|39.2717|40.1704|13.1822|-1.2642
these||DT|0.0|-3.1448|4.5238|9.9911|1.2351|0.9388|36.1748|39.2717|9.5348|-0.4366
functions||NNS|0.0|-5.4158|4.8369|7.9024|1.4966|4.0671|27.7568|37.0103|7.6023|-0.4366
that||IN|0.0|-6.8516|4.1937|5.1797|1.2559|2.7421|24.1744|27.9242|8.279|-0.2108
we||PRP|0.0|-5.6543|1.687|4.1937|0.5228|2.7923|22.0766|24.1744|8.8618|1.7643
would||MD|0.0|-6.2997|2.7415|3.0286|0.9198|7.3293|6.9749|22.0766|2.548|0.3969
agree||VB|0.0|-4.3636|11.6352|11.6352|4.3593|7.5467|10.3131|10.3131|3.4262|-0.8735
on||IN|0.0|1.7169|11.0548|19.4567|3.4319|1.5822|26.6002|29.6049|5.4648|-0.9544
are||VBP|0.37|2.4473|2.8781|11.0548|1.0146|10.896|6.6421|30.7194|2.0768|-0.1179
being||VBG|0.0|1.6602|4.2498|4.2498|0.8979|11.1213|6.3241|6.9721|1.5329|-0.4981
performed||VBN|0.0|4.0542|14.1202|14.1202|3.6909|3.5921|22.1475|24.0581|6.9051|-0.3688
in||IN|0.0|10.6873|1.4728|14.1202|0.5081|11.0445|3.7767|23.7028|1.3315|1.7643
different||JJ|0.0|6.8729|5.0978|6.8857|1.4004|0.515|24.6742|26.2324|9.0031|0.9615
places||NNS|0.0|7.6369|0.2891|5.0978|0.09|-11.1224|36.1472|37.3696|10.5997|-1.3247
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
