word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.78|-4.5908|2.1453|5.7332|0.6005|3.4498|6.743|12.6377|2.0184|-0.961
what||WP|0.0|-5.277|3.6453|3.6453|1.183|3.2464|12.7077|12.7077|3.6304|-1.3503
it||PRP|0.0|-3.827|1.1623|4.3983|0.2613|1.8635|20.9375|20.9375|7.6671|-0.1025
means||VBZ|0.0|-5.0735|4.4664|4.9503|0.9724|1.591|18.5621|20.9375|5.6354|-1.1869
is||VBZ|0.35|-8.8009|5.5649|8.7153|1.663|-0.2123|15.5965|18.5621|5.0488|0.1144
elaborated||VBN|0.0|-3.0077|2.0017|10.1923|0.5056|-2.6842|28.2048|28.2048|9.838|-0.2425
at||IN|0.55|-0.9885|9.1168|9.1168|2.7822|-2.5652|30.1273|30.1273|9.5533|-0.7756
climatecrisis||NN|1.04|0.0|0.0|9.1168|0.0|0.0|0.0|30.1273|0.0|2.5915
net||NN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.086
there|.|EX|0.97|0.6136|4.1931|4.1931|1.2782|4.9818|21.0681|21.0681|6.433|-1.0201
is||VBZ|0.0|-1.7428|3.1901|6.118|1.0455|4.4283|14.2105|21.0681|5.1136|-0.865
a||DT|0.0|-1.3369|8.9152|8.9152|2.5002|4.5163|23.8521|23.8521|5.9028|-0.5269
carbon||NN|0.32|-4.6408|3.399|11.61|1.138|-0.6782|23.3737|24.0712|9.7049|-0.5269
calculator||NN|0.0|0.0|0.0|6.653|0.0|0.0|0.0|23.3737|0.0|-0.4722
participant|.|JJ|1.32|2.3327|10.9712|10.9712|3.2523|6.4101|11.5446|11.5446|3.5636|0.1144
productions||NNS|0.0|1.715|3.0178|10.9712|1.0993|5.0474|16.4741|16.4741|5.5243|-0.5927
convened||VBN|0.0|-1.1989|2.7671|5.8311|0.7677|4.332|17.1596|17.1596|5.0588|-1.1007
with|,|IN|0.83|2.6734|4.2649|7.0375|1.0279|4.7308|13.7894|17.5786|4.4063|-1.2604
my||PRP$|0.0|0.0962|9.8957|10.097|2.7938|1.7448|21.5968|21.5968|6.5938|-1.2074
active||JJ|0.53|4.8465|12.1953|16.9505|3.714|-0.0667|24.0752|24.0752|7.3339|-0.1025
involvement||NN|0.0|-3.3514|10.3303|21.0386|3.2262|0.7581|22.2044|24.0752|6.2237|-0.3111
the|,|DT|0.0|-4.5209|7.7667|10.3303|1.8927|3.4669|26.4613|27.2187|6.3359|-0.4124
leading||VBG|0.0|-9.6965|16.3692|19.8898|5.7515|0.1162|24.2601|26.4613|7.511|-0.1025
software||NN|0.0|-2.4268|3.9586|19.0503|1.0131|5.1889|23.0806|25.0672|6.2233|-0.7589
writers||NNS|0.0|-1.5286|6.5889|6.5889|1.9543|1.6058|20.9738|24.07|7.1832|-0.7589
in||IN|0.0|-4.1666|5.936|9.2939|1.4296|3.8584|17.7352|20.9738|5.0185|-0.2737
the||DT|0.0|1.1429|9.7167|11.5347|2.688|7.8178|4.753|18.8917|1.4533|0.246
world||NN|0.0|0.079|3.3682|9.7167|1.0627|8.2816|6.8405|6.9053|1.3789|-1.2682
on||IN|0.34|-1.1072|5.5152|5.9063|1.1774|2.837|19.8731|20.2943|6.4112|-0.5769
this||DT|0.0|-4.3308|2.759|7.4358|0.6274|1.8193|28.0811|28.9016|7.2062|-0.9158
arcane||JJ|0.0|-3.3031|1.7374|3.9438|0.4922|2.3071|26.148|28.0811|8.8761|-0.8513
science||NN|0.0|-5.9471|2.4035|4.4094|0.8557|4.5525|4.7313|26.148|1.5849|-1.128
of||IN|0.0|-4.5029|6.7942|6.7942|2.4084|4.7447|16.8244|16.8244|4.0067|0.1144
carbon||NN|0.0|9.5836|2.0476|17.3946|0.5383|8.1147|3.4286|18.2761|1.1412|-0.2344
calculation||NN|0.0|7.8009|2.6991|3.2247|0.6321|0.6487|15.7479|16.1126|5.8333|-0.5888
to||TO|0.0|2.5873|10.0552|12.81|3.3675|1.5529|23.884|24.3321|7.7864|0.3979
construct||VB|0.0|-3.5494|4.3321|12.887|1.1654|2.1651|15.686|23.884|6.2875|-0.6856
a||DT|0.0|-7.118|5.8093|8.2751|2.1834|-3.078|20.1018|22.6828|6.1941|1.7274
consumer||NN|0.0|0.0|0.0|9.95|0.0|0.0|0.0|20.1018|0.0|-0.4529
friendly||JJ|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.9917
carbon||NN|0.39|-17.6763|4.2549|20.3706|1.0197|-0.7973|25.0253|25.0253|7.836|-0.7415
calculator||NN|0.0|0.0|0.0|20.3706|0.0|-0.15|22.0526|25.0253|8.621|-0.4124
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
