word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
we|.|PRP|0.42|11.8307|2.0333|19.9399|0.7303|7.3286|5.4181|23.4074|2.1514|1.7699
didn't||VBP|0.0|12.3682|4.3453|4.3453|1.2728|4.2382|9.9694|9.9694|2.6844|-0.5986
lose||VB|0.0|11.1374|2.4339|4.4866|0.9839|5.2133|15.2075|15.2075|4.6109|-0.4466
them||PRP|0.0|7.4571|4.9618|7.2637|1.8046|-0.5629|14.424|19.0703|5.1775|0.1445
technically||RB|0.0|3.2537|17.4536|17.4536|5.6302|-1.8234|21.3643|21.3643|7.4302|-0.227
the|.|DT|0.71|-3.7749|4.483|18.7963|1.1466|5.1276|7.7372|21.3643|2.583|-0.3199
fact||NN|0.0|-0.9885|3.5163|6.8923|1.1653|-0.2444|19.939|19.939|7.4203|-0.8143
that||IN|0.0|-3.9837|9.039|9.3402|2.8832|0.6664|19.6604|20.9534|6.1438|0.2772
we||PRP|0.0|-3.4477|4.2201|9.039|1.218|5.7378|8.2991|20.5075|2.3805|0.4303
had||VBD|0.0|-1.3562|7.3464|7.7461|2.4784|3.2595|11.6979|12.8026|3.6583|-0.8424
the||DT|0.0|-2.9834|1.6823|7.3464|0.6034|2.7437|10.3392|11.6979|3.842|2.2675
hardware||NN|0.0|-1.5617|8.4091|8.4091|2.5673|2.8576|18.1735|18.1735|5.1217|-1.0575
to||TO|0.0|-2.9323|3.1933|8.4091|1.0118|-2.4758|21.598|23.624|8.2664|0.1445
put||VB|0.0|-1.2171|5.2399|5.3292|1.0886|-2.4979|20.6513|21.9296|7.61|-0.718
something||NN|0.0|-1.4314|4.5329|5.2399|1.2411|-0.4363|22.0572|22.0572|7.1096|0.1867
in||IN|0.0|-4.2376|1.921|5.8499|0.4673|2.7862|10.1677|22.0572|3.5622|0.1445
orbit||NN|0.0|-1.0741|7.1259|8.0472|2.1907|2.6049|21.2087|21.2087|6.5975|-0.4466
when||WRB|0.0|-3.3463|3.2822|8.1046|0.5756|3.2525|17.6255|21.2087|4.9997|-0.4466
we||PRP|0.0|-3.9314|0.9929|3.2822|0.3066|5.6235|2.2138|17.6255|0.6839|0.4303
let||VBP|0.0|-3.4385|1.0492|1.3089|0.3521|2.7425|14.1716|14.1716|4.6475|-0.074
von||JJ|0.0|-4.3057|2.7004|2.7004|0.5957|3.7476|13.6775|14.3776|3.883|-0.4466
braun||NN|0.0|-4.5004|3.5958|4.1588|0.7914|4.251|18.5254|18.5254|3.9536|-0.7843
fly||VBP|0.0|-1.8222|6.3312|8.7932|1.8578|2.4131|20.4477|21.2104|6.3668|-0.9391
it||PRP|1.38|-0.8837|0.9607|6.3312|0.3631|7.0341|1.3632|20.4477|0.4509|0.0284
you||PRP|0.0|-0.8205|1.2501|1.2928|0.3486|6.684|9.9027|9.9027|2.2791|-0.2466
can||MD|0.0|-1.1732|1.1493|1.4487|0.347|0.4663|18.8613|20.4602|7.0711|0.2772
argue||VB|0.0|-1.2136|3.6342|3.6342|1.0235|6.8398|7.64|20.7611|2.1661|-0.7523
that's||NN|0.0|-1.1592|4.6239|5.3819|1.4874|-1.3697|18.4849|20.5081|7.2244|-0.5521
not||RB|0.0|-4.0941|6.2854|6.4901|1.9973|2.7055|10.3644|18.4849|2.559|-0.2466
a||DT|0.0|-6.0797|1.2614|6.6709|0.4524|-4.2006|13.0605|16.8458|5.0472|1.7699
technical||JJ|0.0|-4.8646|5.4829|5.4829|1.32|-2.3685|21.6763|21.6763|6.6198|-0.0072
loss||NN|0.0|-2.347|12.1793|12.6283|4.352|4.683|13.562|21.6763|2.9906|-0.8424
sputnik|.|NN|0.0|-0.3905|10.2735|14.068|2.8866|-2.9474|23.3154|23.3154|6.6192|-0.3539
wasn't||VBZ|0.0|-6.3565|7.0594|17.4081|1.9137|1.0623|18.5749|23.3154|4.6503|-0.8424
a||DT|0.0|-6.8731|1.2355|7.0594|0.5534|2.2775|1.7079|18.5749|0.7186|5.253
technical||JJ|0.0|-6.0091|5.3494|5.3494|1.0444|-3.7585|21.6573|21.6573|6.3989|-0.0413
loss||NN|0.0|-3.94|4.2949|6.7439|1.7455|1.6054|12.4531|21.6573|4.7695|-0.5521
but|,|CC|0.0|-1.2569|2.462|6.5577|0.6553|0.2722|20.6063|20.6063|8.411|0.4303
it||PRP|0.0|1.9284|0.9693|4.2365|0.3159|5.717|6.7373|20.6063|2.6492|2.2675
was||VBD|0.0|0.4209|3.3395|3.3395|0.9818|0.3092|24.1407|24.1407|6.6832|-1.0651
a||DT|0.0|-2.1103|5.6671|8.0275|1.7845|-0.5212|20.884|24.1407|7.2897|0.0284
prestige||JJ|0.0|-2.579|7.342|7.342|1.7213|-1.135|21.7095|22.0032|7.3829|-0.718
loss||NN|0.0|-7.1798|2.7074|9.3303|0.8709|-1.9922|21.0449|22.0163|6.8726|-1.0165
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
