word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
there's|.|NN|0.0|0.0|0.0|13.3639|0.0|0.0|0.0|28.8811|0.0|0.0
only||RB|0.0|5.1933|4.9943|6.5276|1.3701|7.4476|5.0912|8.8683|0.9758|0.0
a||DT|0.0|0.0996|3.5457|8.5|1.3665|4.5387|12.6523|12.6523|4.0298|2.2675
few||JJ|0.0|-6.8511|10.1965|14.0083|2.7321|-0.382|20.1628|22.2786|7.4571|-0.5986
people||NNS|0.0|-9.5253|8.8426|12.5421|2.812|2.6542|18.7923|20.8429|5.1753|-0.0244
that||WDT|0.0|-14.4882|0.358|8.8426|0.0956|5.8542|1.4591|18.7923|0.4973|1.0733
have||VBP|0.0|-15.1658|3.2984|3.2984|1.1343|1.1641|16.8873|17.0763|5.9409|0.6089
flown||VBN|0.0|-16.7649|3.4625|4.1149|0.9027|2.567|18.5746|18.5957|5.9856|-0.917
in||IN|0.0|7.8946|2.3375|27.3807|0.6579|3.3683|2.5393|18.5746|0.7258|0.6089
early||JJ|0.0|8.9957|2.9107|3.3392|0.8699|5.824|5.131|5.4544|1.0415|0.3509
nineteen||JJ|0.0|8.1618|5.152|5.152|1.1282|2.5679|14.922|14.922|4.6908|0.1041
oh||NNS|0.0|6.3756|1.1425|5.7199|0.3169|4.4539|3.1878|14.922|1.0595|0.4303
eight||CD|0.0|7.6156|4.7338|4.7338|1.1395|-0.1613|21.6899|21.6899|7.8692|-0.5986
in|.|IN|0.55|4.3887|5.3293|8.7983|1.7229|5.4931|13.5183|23.8421|3.8496|0.4303
four||CD|0.0|7.5209|4.1683|8.2445|1.2302|2.8721|16.1859|16.3794|5.6221|-0.8424
years||NNS|0.0|3.6435|11.5167|11.9214|4.1908|4.309|16.9362|17.3385|5.4363|-0.8143
thirty|,|RB|0.0|-4.5033|3.041|14.7305|0.8066|3.0946|19.681|20.1015|6.8582|0.2772
nine||CD|0.0|-7.1269|3.0049|6.016|0.6873|6.3633|3.5856|19.681|0.7944|-0.7523
countries||NNS|0.0|-9.9168|10.3838|10.3838|3.0619|1.369|17.1844|17.1844|5.3965|-0.4466
had||VBD|0.0|-13.1198|6.2376|12.2996|1.9234|4.3222|9.5645|17.1844|3.1515|0.0284
hundreds||NNS|0.0|-16.2583|4.2658|7.3181|1.3096|4.4415|10.5087|11.277|3.0869|-0.4466
of||IN|0.0|0.0|0.0|18.323|0.0|2.061|12.6363|15.0853|5.0654|1.3829
airplanes||NNS|0.0|0.0|0.0|0.0|0.0|0.604|19.2079|19.2079|5.8964|-0.5758
thousand|,|CD|0.0|2.9273|12.3507|12.3507|3.6873|3.1543|23.8279|23.8279|5.21|-0.7995
of||IN|0.0|-2.9581|3.7914|12.5438|1.4918|-1.0827|16.287|23.8279|5.5002|1.7699
pilots||NNS|0.0|-4.3416|6.4595|6.4595|1.5699|-1.3732|24.0509|24.0509|7.1485|-0.4466
airplanes|.|NNS|0.34|-5.0121|7.0301|9.5642|1.5594|1.8153|20.0896|24.1154|6.1083|-0.8814
were||VBD|0.0|-1.3295|4.8553|11.1489|1.4586|0.4013|25.6507|26.621|8.0061|-0.5986
invented||VBN|0.0|0.365|10.3556|10.3556|3.1608|4.3631|10.5751|25.6507|3.0586|0.2772
by||IN|0.0|0.5436|2.1155|10.3556|0.6721|4.155|11.4347|11.4347|4.1002|0.6089
natural||JJ|0.0|0.5207|3.5302|3.5302|0.8003|1.729|15.5555|16.688|5.2419|0.3767
selection||NN|0.0|-0.9501|6.9299|8.2303|1.5558|0.4418|17.4577|17.4577|5.5434|-0.1056
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
