word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
not|.|RB|0.0|7.9504|8.1994|11.1548|3.1966|0.9222|20.1485|20.1485|8.191|-0.6811
the||DT|0.0|7.6461|8.4874|9.0291|3.0873|1.6684|18.6792|20.1485|5.9737|0.0284
bank's||NN|0.0|5.6324|5.1519|9.0278|1.4599|1.6631|17.826|19.9137|5.4416|-1.0497
computer||NN|0.0|3.2188|6.7855|8.0113|1.4379|2.0811|20.2126|20.2888|6.5304|-0.074
or||CC|0.0|0.899|3.6018|6.7855|1.2087|7.6681|4.5472|20.2493|1.1101|-0.2466
lockheed's||JJ|0.0|1.3448|7.4082|7.4082|1.7939|1.9498|21.9872|21.9872|6.5848|-0.6616
computer||NN|0.0|-0.176|6.8385|9.2387|1.4711|0.4769|24.4775|24.5326|7.486|0.1445
but|,|CC|0.0|-1.3278|2.4862|6.8385|0.8644|-0.175|21.7707|24.4775|7.7193|-0.074
the||DT|0.0|-1.2849|3.7245|3.7245|1.0712|1.8546|18.7614|21.7707|7.304|1.0733
home||NN|0.0|6.4774|16.6535|16.6535|5.6906|4.5187|15.277|19.4671|5.4214|-1.1074
computer||NN|0.0|0.5449|12.0749|16.6535|3.5628|3.6002|18.9522|19.2825|5.4812|-0.4838
was||VBD|0.0|1.0252|2.5927|12.0749|0.6461|1.2865|17.4093|18.9522|6.3206|-0.074
for||IN|0.0|2.2539|3.6426|4.2161|0.9482|0.2179|15.2914|17.4093|5.715|0.1445
games||NNS|0.0|-1.0624|11.1402|11.1421|3.729|1.5163|20.1498|20.1498|5.9574|-1.1326
for|.|IN|0.0|0.0|0.0|11.1402|0.0|0.0|0.0|20.1498|0.0|0.0
a||DT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
whole||JJ|0.0|14.9355|1.3267|15.59|0.6635|6.2818|6.9827|9.3693|2.2337|0.0
decade||NN|0.0|14.6823|2.3976|2.3976|0.9878|0.9002|21.0177|21.0177|6.8159|-0.5758
it||PRP|0.0|14.8871|1.4717|2.3976|0.528|3.3951|11.9496|21.0177|3.4049|0.82
was||VBD|0.0|14.1786|2.5216|2.9529|0.814|2.5489|9.7529|11.9496|3.6267|0.82
for||IN|0.0|14.3627|4.1358|4.1358|1.2312|0.4512|10.7093|11.0038|4.3948|0.2772
fun||NN|0.0|3.616|18.1026|23.6019|5.6152|1.6291|20.8664|20.8664|6.7551|-1.0497
we||PRP|0.56|-3.172|1.7023|18.1026|0.574|6.8419|6.9384|20.8664|2.0035|1.7699
didn't||VBD|0.0|-3.6456|2.4306|2.6508|0.8315|5.7301|7.2584|7.3434|2.4112|-0.4466
even||RB|0.0|-7.4204|6.0125|6.8627|2.0262|8.1495|1.7641|7.9798|0.4497|0.82
know||VB|0.0|-6.2325|13.0048|13.0048|3.6185|7.4091|7.6925|7.6925|2.5445|-0.9987
what||WP|0.0|-14.846|3.6369|15.8949|1.1915|2.8752|9.9777|11.6178|3.4859|-0.3199
it||PRP|0.0|-14.8429|2.0676|3.6369|0.7194|1.6352|10.7156|12.841|4.4406|1.7699
was||VBD|0.0|-16.234|2.7903|4.4885|0.7407|-2.3764|14.975|15.6851|5.0229|0.0284
for||IN|0.0|0.0|0.0|18.0624|0.0|-5.8506|24.7745|24.7745|8.8834|-0.96
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
