word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
these|.|DT|0.0|1.7402|3.1729|4.6096|0.7854|1.5433|15.9326|15.9326|5.3519|-0.4466
things||NNS|0.0|1.5593|5.1765|5.1765|1.625|0.168|17.1978|17.1978|5.6987|-0.718
tend||VBP|0.0|2.0264|2.7595|5.1765|0.6898|2.6131|16.4472|17.1978|5.991|-0.5986
to||TO|0.0|0.6683|5.3052|5.7711|1.8478|4.3845|3.9237|16.4472|1.3693|1.7699
happen||VB|0.0|-0.1518|4.9768|6.3248|1.7007|1.6547|18.2618|18.2618|5.5766|-0.2842
every||DT|0.0|-0.0628|7.2655|7.2655|2.0878|1.2774|23.0775|23.3939|6.7747|-0.3649
twenty||CD|0.0|0.3593|3.8089|7.2655|0.9588|-1.1661|22.7434|23.5989|8.3008|-0.1209
five||CD|0.0|-1.4367|5.9697|6.6766|1.4156|1.812|19.8447|24.2645|6.0511|-0.8936
years||NNS|0.0|-0.8408|4.9679|5.9697|1.4558|4.23|14.9147|19.8447|3.7894|-1.0497
forty|.|JJ|0.77|2.157|2.8437|7.9615|0.9524|7.9075|5.2315|16.5886|1.4614|0.0284
years||NNS|0.0|0.7088|5.1527|6.0006|1.5073|4.3931|15.4194|15.4194|4.8621|-0.8424
long||RB|0.0|-0.3101|1.5474|5.1527|0.4767|5.3086|6.3968|15.4194|1.6308|-0.8424
with|,|IN|0.0|-1.4608|2.3672|3.5492|0.7067|4.984|6.7626|6.9585|1.6966|0.1445
an||DT|0.0|-1.1372|1.1605|2.3672|0.3256|6.5949|1.8982|7.1553|0.5277|0.82
overlap||NN|0.0|-0.68|2.3301|2.743|0.6005|4.1145|17.6555|17.6555|4.4303|-0.3199
you|.|PRP|0.0|-0.3521|2.4508|2.8308|0.6661|3.6664|16.4485|17.6555|4.9694|0.82
can||MD|0.0|-1.4905|4.0297|5.2469|1.2954|-0.7219|17.6779|18.2894|6.5673|0.0284
put||VB|0.0|-8.0395|8.2251|10.7549|2.7369|-2.4357|18.5085|18.7108|6.5747|-0.3863
that||DT|0.0|-12.9488|5.8149|12.1098|1.0197|-4.7434|27.5908|27.5908|8.5208|-1.4167
statement||NN|0.0|-11.9748|5.7683|6.0258|1.3776|-3.543|30.842|30.842|8.5381|-0.4271
on||IN|0.0|-3.3753|0.8456|11.8838|0.2907|0.3991|15.0909|30.842|5.4717|-0.074
all||DT|0.0|0.165|4.228|5.1984|1.2135|1.9285|18.5843|18.5843|6.8629|-0.6811
kinds||NNS|0.0|0.7388|7.1303|7.1303|1.9676|2.8405|16.29|18.5843|4.6491|-1.0335
of||IN|0.0|-4.0802|3.2708|9.0034|1.1035|2.1985|7.6366|16.29|3.2567|1.0733
different||JJ|0.0|-3.9853|5.8615|5.8615|1.6459|-0.4683|19.0184|19.0184|5.5758|1.1694
technologies||NNS|0.0|-4.002|8.13|8.13|2.1098|0.7627|20.1517|20.2298|6.0959|-0.3023
the|.|DT|0.0|0.0|0.0|8.9525|0.0|0.0|0.0|20.1517|0.0|0.0
interesting||JJ|0.0|-7.5606|9.1502|12.2639|2.0169|1.5762|19.8067|19.8067|6.1128|0.0
thing||NN|0.0|-11.0666|6.9471|11.9989|2.0955|-0.598|21.5397|21.5397|7.1997|-0.1651
by||IN|0.0|11.3698|2.1351|27.0442|0.6629|6.0233|7.1429|21.5397|2.3294|0.2772
the||DT|0.0|11.826|0.97|2.5058|0.3949|4.2267|2.1327|7.1429|0.8657|1.7699
way||NN|0.0|9.5883|3.3534|4.5845|1.188|5.538|4.6782|4.6782|1.1915|0.2772
the|,|DT|0.0|9.5007|7.7177|7.7177|2.1923|0.908|11.4446|11.9645|3.0225|-0.917
speed||NN|0.0|5.9766|10.2914|14.401|3.4201|-1.5786|23.6822|23.6822|7.6017|-1.0165
here||RB|0.0|-1.6665|4.3218|13.443|1.3883|3.5371|9.2688|23.6822|2.1173|-0.9391
excuse|,|VB|0.0|-7.0944|11.2122|15.2373|4.0354|-1.2375|21.2107|21.2107|7.2278|0.2086
me||PRP|0.0|-15.6753|3.1823|14.4373|1.2408|1.3193|5.2107|21.2107|1.9415|1.7699
higher|,|JJR|0.0|-10.525|7.7782|9.208|2.3529|2.7905|14.3336|14.3336|4.6436|0.2772
speed||NN|0.0|-10.0212|4.9521|7.811|1.5446|-1.3169|14.5218|18.068|5.504|-0.6811
travel||NN|0.0|-14.0569|4.3925|7.0688|1.3755|3.7923|11.5295|18.2138|3.603|-0.3199
is||VBZ|0.0|7.8734|2.4022|24.5203|0.7665|0.1356|14.564|16.8738|5.1584|-0.8424
the||DT|0.0|8.4509|1.3981|2.6555|0.4592|2.514|21.9726|21.9726|5.2159|-0.8936
title||NN|0.9|-1.2941|14.6173|18.4976|4.8335|1.0669|24.8766|24.8766|5.5519|-0.6204
of||IN|0.55|-5.3713|1.4058|14.6173|0.4854|3.7336|9.1583|24.8766|2.9349|0.6089
these||DT|0.0|-4.8305|2.2638|2.6869|0.6417|2.5689|12.4376|12.4376|4.0168|-0.3199
innovation||NN|0.0|-4.6178|5.2739|5.2739|1.1923|1.8224|14.6651|15.9951|4.1963|0.5615
cycles||NNS|0.0|-5.7403|4.1274|6.1002|0.8941|-1.5409|20.5867|20.5867|6.2323|-0.5016
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
