word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
the|.|DT|0.89|11.6826|2.6469|24.3427|0.9729|8.7444|15.9896|39.0517|5.2721|0.5792
first||JJ|0.0|6.6789|7.6107|10.4497|1.5029|0.8155|26.4542|26.4542|9.3744|-1.0617
challenge||NN|0.0|-1.8342|14.9532|18.918|4.6569|2.9547|31.5344|32.9016|8.6184|-0.7176
is||VBZ|0.0|-0.3393|7.6818|14.9532|2.1035|-2.425|32.715|32.7731|10.7756|-0.8735
to||TO|0.0|0.2164|4.9596|7.6818|1.294|-1.7862|30.3521|33.3712|12.0343|-0.4366
rethink||VB|0.0|2.9983|9.6935|9.6935|2.5571|3.4841|28.4421|32.625|8.8857|-1.0325
fundamentally|,|RB|0.75|3.0979|11.1375|12.1204|2.7542|6.5199|21.9081|29.3054|6.8031|-0.3545
the|,|DT|1.47|-0.8263|5.8125|14.0276|2.1561|1.0933|28.6143|28.8315|9.6961|-0.6533
issue||NN|0.0|0.7182|5.5186|9.3177|1.2981|3.616|24.8261|28.6143|7.1661|-1.2543
of||IN|0.74|-1.7433|3.0355|7.3737|0.8134|-4.5188|42.3471|42.3471|13.5738|-1.2543
the||DT|0.89|-9.7512|5.7759|12.9697|2.1148|2.7072|30.2947|42.3471|8.0641|0.5792
time||NN|0.0|-15.2835|5.8746|11.5146|1.6413|-1.5521|24.0346|30.2947|6.3336|-0.8735
do|.|VBP|1.15|7.2675|4.4403|28.7398|1.3066|9.9802|10.3793|26.7501|3.6552|0.1052
we||PRP|0.0|7.7812|1.2955|4.4403|0.3783|11.8624|3.7192|10.3793|1.1389|-0.2108
need||VB|0.0|-4.6875|17.2363|18.7212|6.202|5.6909|29.1358|29.1358|9.3565|-1.1589
to||TO|0.0|0.0|0.0|17.2363|0.0|0.0|0.0|29.1358|0.0|0.0
repeat||VB|0.0|-10.0869|6.4781|13.2247|1.7823|-1.1188|34.5855|34.5855|11.7136|0.0
the||DT|1.77|0.0014|6.6581|15.5239|2.8393|10.7263|6.2997|35.4754|2.275|0.5792
modalities||NNS|0.0|2.98|7.3904|9.7216|1.8087|7.9331|25.8385|25.8385|6.9448|-0.4202
that||IN|0.0|-1.1623|9.7783|11.8646|3.4831|-0.009|25.6|26.3857|9.3652|-0.2108
we||PRP|0.0|-8.9352|3.8241|13.8209|1.5079|3.391|24.3266|25.6|9.6247|1.7643
have||VBP|0.0|-11.5858|3.0445|6.7208|1.0135|7.1501|13.1359|24.7716|4.7961|0.5792
inherited||VBN|0.0|-12.283|7.4388|7.4388|1.5194|6.101|27.2274|27.2274|6.7351|0.1706
our|?|PRP$|0.0|13.3274|3.5901|32.3632|1.2219|9.4415|14.3221|27.2634|3.5738|-0.1179
educational||JJ|0.0|11.0983|13.8529|13.8529|3.6041|6.4636|24.1618|25.1758|5.522|1.0532
systems||NNS|0.0|5.3635|5.1842|13.8529|1.4737|0.7715|27.507|27.507|9.1348|-0.1657
are||VBP|0.0|3.7117|1.2091|5.1842|0.4269|11.33|3.5133|27.507|1.0903|2.9494
inherited||VBN|0.0|2.7372|6.241|6.241|1.2015|7.9632|21.4351|21.4351|5.5085|0.9178
from||IN|0.0|2.2179|2.3844|6.241|0.5015|2.6736|22.0909|23.6607|8.9716|0.5792
the||DT|0.0|1.1146|1.1981|3.0999|0.3836|12.644|1.3475|22.6464|0.4546|2.9494
nineteenth||JJ|0.0|-6.2166|15.464|16.7793|5.3748|5.4411|19.2895|20.3868|6.8375|1.3693
century||NN|0.0|-13.2627|5.4518|17.9781|1.4569|-2.4245|21.8598|23.9509|7.174|0.7947
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
