word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
i|.|JJ|0.0|0.0982|2.7298|2.7298|1.0414|10.3058|3.5602|11.9974|1.4601|0.0
mean||VBP|0.0|3.7056|4.1479|6.9823|1.6706|8.7812|6.0283|6.6939|1.5677|-0.9427
the||DT|0.0|3.2349|3.3871|4.3964|1.1248|2.4298|5.7271|11.1508|1.828|1.6474
world||NN|0.0|-1.3358|4.9134|8.1258|1.4229|4.9574|13.7338|13.7338|4.2058|-1.1693
where||WRB|0.63|0.5804|2.3783|5.5829|0.8298|1.4791|36.3666|36.3666|11.836|-0.6998
women||NNS|0.0|3.2368|5.2101|5.908|1.2644|8.11|10.1786|36.3666|2.6445|-0.0597
spend||VBP|0.0|1.8022|4.9603|6.9714|1.3685|-1.0865|25.1382|25.1382|8.4082|-1.1141
two||CD|0.0|3.3888|4.3449|7.0653|1.574|2.2662|13.9404|25.1382|5.6598|0.3062
to||TO|0.0|4.2845|3.3104|4.3449|1.1831|3.1945|12.2163|13.9404|4.1401|0.9646
three||CD|0.0|4.3965|6.3771|6.3771|1.5987|-0.7635|20.7474|20.7474|7.5995|0.0
hours||NNS|0.0|-0.8292|2.252|7.8269|0.4713|5.2887|23.0676|24.6227|7.0543|-1.2415
everyday||JJ|0.0|-6.11|16.4998|16.4998|5.1974|0.8978|28.5338|30.3388|7.5774|-0.4986
grinding||VBG|0.0|-1.2838|5.3323|16.4998|1.3528|2.46|30.9025|30.9025|7.6583|-0.4986
grain||NN|0.0|-2.7874|6.9722|6.9722|2.0463|2.2085|21.5284|30.9025|5.7467|-1.1425
for||IN|0.35|-2.4344|1.0453|6.9722|0.2964|-0.5403|21.1853|25.509|8.7332|0.7085
their||PRP$|0.0|-1.7206|1.6137|2.3656|0.3246|3.9428|20.0387|24.9503|6.0307|0.0043
families||NNS|0.0|-2.3305|4.285|4.285|1.2762|0.3026|23.1168|23.242|7.2741|0.0962
to||TO|0.0|-3.9046|0.2493|4.285|0.0763|-9.6048|18.9958|28.1816|6.5948|0.7085
eat||VB|0.0|-3.9314|2.7948|2.7948|0.7203|-5.7514|19.3741|20.0477|5.8241|-0.8082
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
