word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
and|.|CC|0.0|-8.3594|5.2739|6.7238|2.0623|4.5812|2.637|13.2809|1.0497|0.1445
that||DT|0.0|-4.7243|1.5789|6.6072|0.4568|5.8464|4.3273|4.3273|1.2194|-0.3863
is||VBZ|0.0|-6.6398|1.9711|3.286|0.6867|0.1995|14.2723|15.9021|4.8408|-0.5521
instinctively|,|RB|0.4|-3.4734|10.9276|10.9276|2.9577|1.6784|21.2403|21.2403|5.3657|-0.0346
we've||JJ|0.0|-5.9058|4.2583|10.9276|1.532|3.7225|8.7938|21.2403|2.6747|-0.3199
gone||VBN|0.0|-4.7993|5.5039|5.5039|1.5808|5.2946|12.7804|12.7804|3.8736|-0.6414
out||RB|0.0|-3.8516|1.1879|5.9507|0.3761|3.2205|17.1921|18.0537|5.7803|-0.718
and||CC|0.0|5.4911|2.8787|10.8866|0.7348|2.896|10.3013|17.1921|1.7224|-0.9987
climbed||VBD|0.35|-2.0789|3.9959|10.0476|0.9617|4.525|17.9237|17.9237|5.48|-1.1074
over||IN|0.0|-3.7349|5.5571|7.5102|1.6522|5.0636|14.596|18.2731|3.6947|-0.5521
difficult||JJ|0.69|-3.8635|6.5013|6.5013|1.6527|-0.959|23.8655|24.4322|7.3039|-0.5521
places||NNS|0.33|-3.36|8.8676|8.8676|1.9417|3.4309|14.7129|23.8655|4.4975|-1.1445
went|,|VBD|0.0|-2.1201|6.1812|9.2391|2.4426|1.8199|21.9401|22.1951|6.6139|-0.8936
to||TO|0.0|-1.0053|3.3393|6.1812|1.1386|-0.4715|21.5505|21.9401|8.1697|0.82
more||RBR|0.0|-3.3016|5.0755|7.7333|1.4327|6.3605|10.8818|22.6265|2.3906|-0.5986
hostile||JJ|0.0|-12.8194|11.126|15.5353|2.3476|-0.6311|22.6802|23.0379|6.2736|-0.1651
places||NNS|0.0|-15.4516|4.4619|11.126|0.8647|0.0961|21.2046|22.6802|6.4917|-1.3093
and|,|CC|0.39|-4.2087|1.9049|14.0072|0.5166|5.3127|9.9884|21.2046|2.8999|0.1445
found||VBN|0.0|-3.2571|2.2108|3.4326|0.6472|3.2757|18.8341|18.8341|6.4086|-0.917
out||RP|0.0|-3.4307|0.9298|2.2108|0.2589|3.4561|16.5883|19.2547|5.2962|-0.5016
later||RB|0.0|-3.9047|4.9797|4.9797|1.4815|4.0465|15.8076|16.5883|3.66|-0.6811
maybe|,|RB|0.99|-2.7641|3.0157|4.9797|0.816|6.0833|7.2401|15.8076|2.0136|-0.718
to||TO|0.0|-3.0649|1.6815|3.0157|0.5791|3.5757|11.1846|12.465|4.0007|0.4303
our||PRP$|0.0|-4.1952|2.0984|3.6394|0.4925|5.7351|11.5318|11.868|3.4722|-0.1651
surprise||NN|0.0|-4.3756|4.8193|4.8193|1.2106|1.6342|21.7216|21.7216|6.6772|-0.8558
that|,|WDT|0.0|-5.2413|4.1997|4.8193|1.4921|-0.0569|12.2794|21.7216|3.9646|0.6089
that's||VBZ|0.0|-4.0117|2.3268|4.1997|0.5586|0.3231|15.5855|16.0806|6.0742|-0.4466
the||DT|0.0|-3.8239|2.1665|2.6396|0.7978|1.9762|10.3895|15.5855|4.3457|1.7699
reason||NN|0.0|-3.8766|3.42|3.42|1.1207|4.6774|10.8963|13.1614|3.037|-0.1651
we||PRP|0.0|-5.5716|2.7394|5.1343|0.7026|2.7596|9.8831|13.9746|2.5527|-0.1651
survived||VBD|0.0|-5.5809|5.9578|5.9578|1.6922|3.0761|14.1931|14.1931|4.0597|-0.6999
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
