word|punctuation_before|pos|pause_before|f0_mean|f0_range|f0_birange|f0_sd|i0_mean|i0_range|i0_birange|i0_sd|speech_rate_norm
as|.|IN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
the||DT|0.0|-0.8466|5.1247|5.1247|2.1075|4.778|27.2965|27.2965|8.2924|0.0
work||NN|0.0|3.8222|5.1573|10.7008|1.202|4.0675|28.8715|29.2704|9.5874|-0.4981
on||IN|0.0|3.9214|5.5121|5.9647|1.5561|10.2573|18.8921|28.8715|4.8196|0.1052
paradigms||NNS|0.0|1.8736|12.0686|12.3127|3.2164|4.4142|30.6312|31.0009|7.3465|-1.049
long|,|JJ|0.0|-1.1578|5.5295|12.0686|2.0222|6.5065|18.535|30.6312|5.8941|-0.697
time||NN|0.0|-3.015|7.2925|7.751|2.8058|5.2925|22.1188|23.5559|6.2706|-0.5543
ago||RB|0.0|-8.1818|3.8079|10.7577|1.2094|6.9692|6.806|22.1188|2.2356|-0.294
showed||VBD|0.0|0.0|0.0|10.0411|0.0|0.0|0.0|10.1906|0.0|-1.0222
thomas||JJ|0.0|5.3214|5.1324|7.5199|1.6385|3.2032|18.139|18.139|6.4283|0.1052
kuhn's||NN|0.0|-6.6372|16.7369|22.146|5.4397|-1.7355|29.885|29.885|8.3956|-1.1726
work||NN|0.0|-11.5218|2.6609|16.7369|0.8325|-8.4702|31.3735|37.3016|10.2961|-1.0222
it's||NN|0.59|0.5215|4.4318|15.4962|1.1485|-2.3912|24.1065|40.1754|9.3558|-0.1179
in||IN|0.0|1.5224|3.5466|5.4926|0.887|9.8872|20.4899|24.1065|4.7173|0.3969
the||DT|0.0|1.0137|4.0205|5.185|1.1309|4.221|24.9591|25.2823|6.9476|0.3969
intersection||NN|0.0|3.2194|14.5617|14.5617|3.553|2.1998|29.6248|29.6248|9.6192|-0.63
of||IN|0.0|-3.8681|2.6918|17.2581|0.7588|-1.1917|26.4584|29.6248|10.2152|-0.0133
ideas||NNS|0.0|-3.2513|5.5155|5.5155|1.5353|6.4699|13.602|26.8305|4.1239|-0.63
that||WDT|0.0|4.2369|6.1092|12.7832|2.0585|1.6012|24.554|24.8581|8.9708|-0.294
new||JJ|0.0|-3.8294|6.3538|13.2955|1.477|-0.699|38.8185|38.8185|13.2715|-1.3089
developments||NNS|0.0|-9.2328|8.8924|13.0021|2.2281|-0.7952|30.1406|38.8185|8.2177|-0.0929
true||JJ|0.0|-0.482|5.8351|15.1193|1.8657|4.4226|20.4088|30.1406|7.0111|0.0
breakthroughs||NNS|0.0|-11.3716|14.5568|21.1607|4.7123|-4.7531|38.6598|38.6598|10.4037|-1.0117
occur||VBP|0.0|-20.157|2.4955|17.1905|0.6809|-5.0127|36.4175|38.6598|10.5051|-0.3688
<END>|.|<END>|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
