sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words1	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.1	p.1	t.1	15	17	4	In	1	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words2	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.1	p.1	t.1	15	17	4	terms	2	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words3	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.1	p.1	t.1	15	17	4	of	3	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words4	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.1	p.1	t.1	15	17	4	invention,	4	,
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words5	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	I'd	1	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words6	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	like	2	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words7	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	to	3	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words8	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	tell	4	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words9	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	you	5	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words10	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	the	6	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words11	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	tale	7	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words12	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	of	8	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words13	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	one	9	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words14	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	of	10	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words15	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	my	11	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words16	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	favorite	12	None
AmySmith_2006.AS.p.1.sent.1	AmySmith_2006.AS.words17	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.2	p.1	t.2	17	20	13	projects.	13	.
AmySmith_2006.AS.p.1.sent.2	AmySmith_2006.AS.words18	AmySmith_2006	0002	2	AS	AmySmith_2006.AS.p.1.seg.3	p.1	t.3	20	23	12	I	1	None
